LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA libid 1091,LIBRARY*NAME_CLASS*SHORT,Balmesiana,,,,,,,"Duran i Bas, 9",Barcelona,,Espanya,08002,(93) 3177284,LIBRARY*PHONE_LOC*MAIN,,Ramon,Corts,,,Director,,,,,,,,,,,,,Balm,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,27862,,,,,,,,,,Fundada el 1923,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,biblioteca@balmesiana.org,,,Barcelona: Balmesiana
BITECA libid 1092,LIBRARY*NAME_CLASS*SHORT,National Library of Russia,,,,,,,"1/3, Ostrovsky Pl. / pl. Ostrovskogo, 1/3",Sankt Peterburg,,Rúsia,191023,,,,,,,,,,,,"dilluns, dimecres i divendres de 13 a 21h",no consta,,,LIBRARY*CALL_TYPE*V,21-04-17,GA,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 5141,,,,,,,,,,,,,hem consultat la pàgina en anglès,,1990-09-15,CONCHEFF,2024-06-06,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,http://www.nlr.ru/eng/,,2017-04-22,Sankt Peterburg: National Library of Russia
BITECA libid 1093,LIBRARY*NAME_CLASS*SHORT,Biblioteca personal d’Isidre Bonsoms,,,,1922.0,,,,Barcelona,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-05-28,SORIANO,,,,,Barcelona: Biblioteca personal d’Isidre Bonsoms
BITECA libid 1094,LIBRARY*NAME_CLASS*SHORT,Arxiu Històric,,,,,,,"Carrer Manuel Ibarra, s/n",Cervera,,Espanya,,(973) 531718,LIBRARY*PHONE_LOC*MAIN,,Montserrat,Canela i Garayoa,,,Directora,,,,"9-13,30 h dill.-div.",,,,LIBRARY*CALL_TYPE*V,2005,LS GA,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,acsegarra.cultura@gencat.net,,,Cervera: Arxiu Històric
BITECA libid 1095,LIBRARY*NAME_CLASS*SHORT,University,,,,,,,West Rd.,Cambridge,,United Kingdom,CB39DR,(01223) 333000,LIBRARY*PHONE_LOC*MAIN,,P.C.,Fox,,,Director,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,31113,,,,,,,,,,Biblioteca fundada el 1400,,1990-09-15,CONCHEFF,2011-11-16,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,library@ula.cam.ac.uk,,,Cambridge: University
BITECA libid 1096,LIBRARY*NAME_CLASS*SHORT,Ste. Geneviève,,,,,,,"10, place du Panthéon",Paris,,France,,33 01 44419797,LIBRARY*PHONE_LOC*MAIN,,Nathalie,Jullian,,,Conservateur générale,,,,"juliol 13 a 19h (la reserva tanca a les 18h), dimarts de 14 a 18h, dissabte de 14 a 17h",,,,LIBRARY*CALL_TYPE*V,2003,JM,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restriccions a la consulta de fons antics,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,bsgmail@univ-paris1.fr,,,Paris: Ste. Geneviève
BITECA libid 1097,LIBRARY*NAME_CLASS*SHORT,Olschki,,,,,,,,Firenze,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-06-06,TRIADO,,,,,Firenze: Olschki
BITECA libid 1098,LIBRARY*NAME_CLASS*SHORT,Municipale,,,,,,,"2 bis, rue Laboureur BP 349",Avignon,,France,84025,04 90 851559,LIBRARY*PHONE_LOC*MAIN,,Emilienne,Molina,,Mme.,Conservateur,04 90 851559,etudes.ceccano@mairie-avignon.com,,dill. 13 a 18h,una semana a finals de juny o inicis de juliol,DNI,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2004,GA LS,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 5468,,,,,,,,,,,,,estan fent el catàleg d’incunables,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,bibliotheque.ceccano@wanadoo.fr,,,Avignon: Municipale
BITECA libid 1099,LIBRARY*NAME_CLASS*SHORT,Bibliothèque Centrale,,,,,,,"85, cours du Maréchal-Juin",Bordeaux,,France,33075,33 0 5 56 10 30 00,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,13 a 19 h de dimarts a dissabte per al fons antic,,carta de presentació i carnet d’identitat,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2004,FC,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 5223,,,,,,,,,,,,,"no tenen catàleg del fons antic, només un de digital del fons modern. Fou fundada en 1803, ocupa l’actual edifici des del 1991",,1990-09-15,CONCHEFF,2015-06-04,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,bibli@mairie-bordeaux.fr,,,Bordeaux: Bibliothèque Centrale
BITECA libid 1100,LIBRARY*NAME_CLASS*SHORT,Capitular,,,,,,,Catedral de Toledo,Toledo,,Espanya,45001,(925) 212423,LIBRARY*PHONE_LOC*MAIN,,Ángel,Fernández Collado,Canónigo archivero-bibliotecario,Reverendo Padre,,(925) 224121,,,9-14h de dilluns a divendres,"dissabtes, festius i del 1-07 al 31-08",,,LIBRARY*CALL_TYPE*V,2001,GA,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 1182,,,,,,,,,,,,,"el fons de la Catedral està format per l’antic fons toledà (al qual pertànyen els dos còdexs amb textos en català), el fons del cardenal Zelada, incorporat a la biblioteca en 1798 i el fons del cardenal Lorenzana, incorporat a la mateixa data i format per fons comprats fonamentalment a Roma pel cardenal. Els llibres de la Catedral foren incautats durant la primera República i retornats amb la Restauració, llevat de 50, que no tenien signatura, alguns dels quals es van perdre durant el trasllat i de 220 manuscrits dipositats provisionalment a la Biblioteca Nacional, on encara hi són",,1990-09-15,CONCHEFF,2014-02-05,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.catedralprimada.es/biblioteca_capitular_toledo/,,2013-12-31,Toledo: Capitular
BITECA libid 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-05-28,SORIANO,,,,,
BITECA libid 1102,LIBRARY*NAME_CLASS*FORMER,Arxiu Notarial,,,,,,,,Olot,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-06-27,TRIADO,,,,,Olot: Arxiu Comarcal de la Garrotxa
BITECA libid 1103,LIBRARY*NAME_CLASS*SHORT,Municipale,,,,,,,,Nantes,,France,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,2002,JM,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2011-11-16,AVENOZA,,,,,Nantes: Municipale
BITECA libid 1104,LIBRARY*NAME_CLASS*SHORT,Bayerische St.,,,,,,,Ludwigstr 16,München,,Deutschland,80539,(089) 21981,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,2003,Joan Mahiques,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 1195,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2014-05-18,AVENOZA,,,,,München: Bayerische St.
BITECA libid 1105,LIBRARY*NAME_CLASS*SHORT,Corpus Christi College,,,,,,,Merton Street,Oxford,,United Kingdom,OX1 4JD,01865 276717,LIBRARY*PHONE_LOC*MAIN,,Julian,Reid,,,arxiver,,Julian.Reid@ccc.ox.ac.uk,,amb cita prèvia,,,,LIBRARY*CALL_TYPE*V,2013-06-20,Lourdes Soriano i Gemma Avenoza,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"l’espai disponible és molt limitat, només dues places",,1990-09-15,CONCHEFF,2013-07-04,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,Archives@ccc.ox.ac.uk,,2013-07-04,Oxford: Corpus Christi College
BITECA libid 1106,LIBRARY*NAME_CLASS*SHORT,Col. Sapiència,,,,,,,,Ciutat de Mallorca,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 1097,,9,,,,,,,,,,,bona part dels volums d’aquesta col\lecció són dipositats ara a la biblioteca Diocesana de Palma de Mallorca,,1990-09-15,CONCHEFF,2011-11-16,AVENOZA,,,,,Ciutat de Mallorca: Col. Sapiència
BITECA libid 1107,LIBRARY*NAME_CLASS*SHORT,Franciscans,,,,,,,,Ciutat de Mallorca,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 2812,,222,,,,,,,,,,,,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,,,,,Ciutat de Mallorca: Franciscans
BITECA libid 1108,LIBRARY*NAME_CLASS*SHORT,Montesión,,,,,,,"Mont Sió, 24",Ciutat de Mallorca,,Espanya,07001,(971) 713912,LIBRARY*PHONE_LOC*MAIN,,Josep,Amengual i Batle,,,Director,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Els fons d’aquesta biblioteca passaren amb la Desamortització i la supressió de la Companyia de Jesús a la que és ara Biblioteca Pública de l’Estat. Hores d’ara no s’hi troba a Montisió cap exemplar medieval,,1990-09-15,CONCHEFF,2024-05-28,SORIANO,,,,,Ciutat de Mallorca: Montesión
BITECA libid 1109,LIBRARY*NAME_CLASS*SHORT,Martinus-Bibliothek,,,,,,,"Augustinerstrasse, 34",Mainz,,Deutschland,55116,06131 266222,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,"9-12,30 i 13,30-18 h de dilluns a divendres",,document d’identitat,,LIBRARY*CALL_TYPE*V,2004,GA,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d’una gran gentilessa,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,martinus.bibliothek@bistum-mainz.de,,,Mainz: Martinus-Bibliothek
BITECA libid 1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-05-28,SORIANO,,,,,
BITECA libid 1111,LIBRARY*NAME_CLASS*SHORT,UCD Archives,,,,,,,"University College Dublin, James Joyce Library",Dublin,,Eire,,353 1 716 7555,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,dilluns-dijous 10h-17h,"2013: 18 i 29 març, 1 abril, 6 maig, 3 juny, 5 agost, 28 octubre",cal fer-se un carnet anual i avisar prèviament,,LIBRARY*CALL_TYPE*V,2014-05-08,David Carrillo Rangel,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 1210,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2015-12-02,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,archives@ucd.ie,,,Dublin: UCD Archives
BITECA libid 1112,LIBRARY*NAME_CLASS*SHORT,Arxiu de les Set Claus,,,,,,,,Andorra la Vella,,Andorra,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,1997,VB,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2011-11-16,AVENOZA,,,,,Andorra la Vella: Arxiu de les Set Claus
BITECA libid 1113,LIBRARY*NAME_CLASS*SHORT,Preussische St.,,,,,,,"Postdamer Str. 33, Postfach 1407",Berlin,,Deutschland,,(011) 543855,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2012-05-25,AVENOZA,,,,,Berlin: Preussische St.
BITECA libid 1114,LIBRARY*NAME_CLASS*SHORT,Biblioteca desconeguda,,,,,,,,Lleida,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*OTHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-04-05,SORIANO,,,,,Lleida: Biblioteca desconeguda
BITECA libid 1115,LIBRARY*NAME_CLASS*SHORT,Nazionale,,,,,,,Piazza dei Cavalleggeri 1B,Firenze,,Italia,50122,(055) 244441,LIBRARY*PHONE_LOC*MAIN,,Antonia Ida,Fontana,Doctora,,Directora,,,,"dl-dv 8,15-19h (sala manuscrits)",,,,LIBRARY*CALL_TYPE*V,2003,GA,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,16158,,,,,,,,,,biblioteca fundada el 1747. Els llibres es distribueixen de 9 a 12h i de 14 a 17h,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,,,,,Firenze: Nazionale
BITECA libid 1116,LIBRARY*NAME_CLASS*SHORT,Archiginnasio,,,,,,,"Piazza Galvani, 1",Bologna,,Italia,40124,(051) 236353,LIBRARY*PHONE_LOC*FAX,,Paolo,Messina,,,Director,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BITECA bibid 3530,,,16169,,,,,,,,,,Biblioteca fundada el 1801,,1990-09-15,CONCHEFF,2010-08-16,AVENOZA,,,,,Bologna: Archiginnasio
BITECA libid 1117,LIBRARY*NAME_CLASS*SHORT,Casa del Libro,,,,,,,"c/ del Cristo, 255",San Juan,US,Puerto Rico,,787 723-0354,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,"dimarts a dissabtes d’11 a 16,30; investigadors prèvia cita",,,,LIBRARY*CALL_TYPE*V,2004,RM,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 5244,,,,,,,,,,,,,"fundada el 1955. Els seus fons podrien estar vinculats als patricis d’origen mallorquí que van formar part de l’®Ateneo Puertorriqueño¯, com Ignacio Guasp i Sebastián Dalmau y Canet o el propietari de cafetals José Colom Joy",,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,,,,,San Juan: Casa del Libro
BITECA libid 1118,LIBRARY*NAME_CLASS*SHORT,CSIC,,,,,,,"Albasanz, 26",Madrid,,Espanya,28037,(91) 4290626,LIBRARY*PHONE_LOC*MAIN,,Pilar,Lizan,,,directora,,bghinf@bib.csic.es,,"8,30-20,30",disabtes i festius,,,LIBRARY*CALL_TYPE*V,2000-07,,"a antiga ubicació: Duque de Medinaceli, 6",LIBRARY*LIBCODE_CLASS*OTHR,CEH-CSIC,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,28077,,,,,,,,,,"fundada el 1939, els fons catalans no es troben avui dia a la biblioteca, sembla ser que es perderen durant la Guerra Civil",,1990-09-15,CONCHEFF,2024-05-30,SORIANO,UNIVERSAL*INTERNET_CLASS*EMA,bib-histor@bib.csic.es,,,Madrid: CSIC
BITECA libid 1119,LIBRARY*NAME_CLASS*SHORT,Österr. Nationalbibliothek,,,,,,,Josefsplatz 1,Wien,1015,Österreich,,http://www.onb.ac.at/ev/index.php,LIBRARY*PHONE_LOC*URL,,,,,,,,,,01/07-30/09,"dissabtes, festius i 27-31/07",,LIBRARY*FACILITIES*LAMP,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 7376,,,,,,,,,,,,,"Mss., incunables i llibres antics consultables a l’Augustinian Reading Room.<br /><br />Access: Josefsplatz 1, Main Gate, 1st Floor: Augustinian Reading Room<br /><br />A written request (email) submitted at least three work days before your visit including profession, postal address (private or institution) and an explanation of your interest in the research is necessary. You will receive an answer about the availabilty of the items requested (maximum 5 a day), which has to be shown in the reading room.<br /><br />Department of Manuscripts and Rare Books<br />Opening hours <br />1 October - 30 June<br />Mon 	 Tue 	 Wed 	 Thurs 	Fri 	 Sat-Sun<br />9.00 - 16.00 9.00 - 19.00 	9.00 - 16.00 9.00 - 19.00 	9.00 - 16.00 geschlossen / closed 	geschlossen / closed<br /><br />Opening hours <br />1 July - 30 September <br />Mon 	 Tue 	Wed 	 Thurs 	Fri 	 Sat-Sun<br />9.00 - 16.00 9.00 - 16.00 	9.00 - 16.00 9.00 - 16.00 	9.00 - 16.00 geschlossen / closed 	geschlossen / closed<br /><br />Access<br /><br />Augustinian Reading Room: Vienna I, Josefsplatz 1, Main Gate, 1st floor.<br /><br />Administration: Vienna I, Josefsplatz 1, left wing, 1st floor.<br />Times of ordering and receiving material in the reading room<br /><br />A maximum of 5 objects a day can be utilised.<br /><br />Times of ordering:<br />Mon, Wed, Fri:<br />9.30, 11.00, 12.30, 14.00<br />Tues, Thurs:<br />9.30, 11.00, 12.30, 14.00, 15.30, 16.45<br /><br />Times of handing out:<br />Mon, Wed, Fri:<br />10.00, 11.30, 13.00, 14.30<br />Tues, Thurs:<br />10.00, 11.30, 13.00, 14.30, 16.00, 17.15<br /><br />We ask you to return the objects to the service desk 15 minutes before closing time.<br />Reproductions<br /><br />To reproduce originals we can make scans, microfilm duplicates or reenlargements of microfilm on document paper. You may order black-and-white photos or coloured reprints based on existing items – these can be researched via the picture database of the Picture Archives. To a limited degree it is also possible to have new pictures taken.<br /><br />Please find the costs of the various methods of reproduction in the price list.<br />Services available in the reading room<br /><br />Watermark reader<br />UV lamp<br />CD rom station <br />4 PC stations <br /><br /><br />Contact<br />Department of Manuscripts and Rare Books<br />Josefsplatz 1<br />1015 Wien<br />Tel.: (+43 1) 534 10-279<br />Fax: (+43 1) 534 10-296<br /><br />had-slg@onb.ac.at<br />",,1990-09-15,CONCHEFF,2017-07-13,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,benuetzung@onb.ac.at,,,Wien: Österr. Nationalbibliothek
BITECA libid 1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*OTHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-04-05,SORIANO,,,,,
BITECA libid 1121,LIBRARY*NAME_CLASS*SHORT,Riccardiana,,,,,,,"Palazzo Medici Riccardi. Via Ginori, 10",Firenze,,Italia,50123,+39 55 212586,LIBRARY*PHONE_LOC*MAIN,,Giovanna,Lazzi,,,Directora,+39 55 293385,,,dma-dv 8-14h,dissabtes,DNI i carta de presentació,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2003-11,LS GA,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*TRA,BITECA bibid 3530,,,17966,,,,,,,,,,"biblioteca fundada al s. XVII. Revisat el catàleg d’incunables 11-11-03) no hi ha cap obra en català. Per als impresos del s. XVI no hi ha un catàleg unitari, sinó una dotzena de volums de gran format d’un inventari antic, alfabètic, i unes calaixeres per a les adquisicions posteriors; una cala en la recerca de les obres més difoses impreses al s. XVI no ha permés trobar-ne cap exemplar",,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,Riccardiana@Librari.benicuturali.it,,,Firenze: Riccardiana
BITECA libid 1122,LIBRARY*NAME_CLASS*CURRENT,Biblioteca de la Real Sociedad Económica de Amigos del País de Valencia,,,,,,,"Pl. Tetuán, 18, entresol C",València,,Espanya,46003,963919981,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,rseap@telefonica.net,,,València: Real Sociedad Económica de Amigos del País de Valencia
BITECA libid 1123,LIBRARY*NAME_CLASS*SHORT,Provincial,,,,,,,"Pl. Hospital, 6",Girona,,Espanya,17002,(972) 202252,LIBRARY*PHONE_LOC*MAIN,,Josep,Matas i Balaguer,,,Director,,,,Dill-div. 10-20h.,,,,LIBRARY*CALL_TYPE*V,2004,LS GA ML,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 5361,,,,,,,,,,,,,,,1990-09-15,CONCHEFF,2024-05-30,SORIANO,UNIVERSAL*INTERNET_CLASS*EMA,bpgirona.cultura@gencat.net,,,Girona: Provincial
BITECA libid 1124,LIBRARY*NAME_CLASS*SHORT,Palau,,,,,,,"Plaça del Carme, s/n, Convent del Carme",Perelada,,Espanya,17491,(972) 538125,LIBRARY*PHONE_LOC*MAIN,,Inés,Padrosa Gorgot,Senyora,,Bibliotecària,,inespadrosa@castilloperelada.com,,Dill-div. 10-13h,"dissabtes, alternativament",,,LIBRARY*CALL_TYPE*V,2006,VB LS GA GS,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 1565,,,,,,,,,,,,,"en aquesta biblioteca els Ms. tenen signatures que segueixen la classificació decimal (Manuscrits = 091), juntament amb una indicació interna del fitxer a la seva ubicació topogràfica i amb un número de registre d’entrada",,1990-09-15,CONCHEFF,2010-08-20,AVENOZA,,,,,Perelada: Palau
BITECA libid 1125,LIBRARY*NAME_CLASS*SHORT,Universitätsbibliothek,,,,,,,Am Hubland,Würzburg,Baviera (Bayern),Deutschland,97074,0931 888 5906,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,"dilluns, dimarts, dijous i divendres de 8.30h 16h",,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BITECA bibid 7104,,ix,,,,,,,,,,,"a la Baixa Francònia, a Baviera, a la riba del riu Main. Està a prop de Nuremberg i un xic més lluny d’Stuttgart. Els horaris anteriors són de la secció de manuscrits, la biblioteca principal obre de dilluns a divendres de 8.30h a 22h, dissabtes de 9h a 18h i diumenges de 13h a 18h. La biblioteca fou destruïda per un bombardeix el 16 de març de 1945 ben poc abans que acabés la segona guerra mundial, cf. Hubay p. ix: ”Der Bombenangriff der Alliierten am 16. März 1945 setzte ganz W&rsburg in Brand. Das Universitätsgebäude mit dem von Balthasar Neumann entworfenene Bibliotheksaal und seinen kunstvoll geschnitzten Rokokoschränken samt einer bedeutenden Zahl von B&chern, darunter Druckwerken des 15. Und 16. Jahrhunderts, fiel dabei den Flammen zum Opfer.”",,1990-09-15,CONCHEFF,2015-04-11,AVENOZA,UNIVERSAL*INTERNET_CLASS*EMA,information@bibliothek.uni-wuerzburg.de,,,Würzburg: Universitätsbibliothek
BITECA libid 1126,LIBRARY*NAME_CLASS*SHORT,A. Deulofeu,,,,,,,,Puigcerdà,,Espanya,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el seu llegat ha passat a l’Arxiu de Puigcerdà?,,1990-09-15,CONCHEFF,2024-05-30,SORIANO,,,,,Puigcerdà: A. Deulofeu
BITECA libid 1127,LIBRARY*NAME_CLASS*CURRENT,The Bancroft Library. University of California,,,,,,,,Berkeley,CA,USA,94720,,,,Charles B.,Faulhaber,Mr.,,Director,,,LIBRARY*CONTACT_TYPE*M,,,,,LIBRARY*CALL_TYPE*V,2006,GA,,,CUB,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-05,AVENOZA,2010-08-20,AVENOZA,,,,,Berkeley: Bancroft
BITECA libid 1128,LIBRARY*NAME_CLASS*CURRENT,Hill Monastic Ms. Library,,,,,,,,Collegeville,MN,USA,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-05,AVENOZA,2010-08-16,AVENOZA,,,,,Collegeville: Hill Monastic
