BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bioid 1955,BIOGRAPHY*NAME_CLASS*NATV,Hug,Berard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-08,AVENOZA,2007-07-02,AVENOZA,,,,,"Hug Berard, clergue secular"
BITECA bioid 1956,BIOGRAPHY*NAME_CLASS*PSNM,Joan,Bonllavi,,BIOGRAPHY*NAME_HONORIFIC*PREVERE,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1248,,1521,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*CAN,,BITECA insid 1131,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q85434852,,,,,,,,,,,,,,Notable lul·lista,,1992-05-08,AVENOZA,2023-11-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q85434852,,2023-11-10,"Joan Bonllavi (Prevere), clergue secular"
BITECA bioid 1957,BIOGRAPHY*NAME_CLASS*NATV,Gregori,Genovart,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1014,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*CAN,,BITECA insid 1131,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-08,AVENOZA,2018-04-06,AVENOZA,,,,,"Gregori Genovart (Mossèn), clergue secular"
BITECA bioid 1958,BIOGRAPHY*NAME_CLASS*NATV,Joan,Jofré,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*IMPRESSOR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-11,AVENOZA,2023-11-23,TRIADO,,,,,"Joan Jofré, impressor"
BITECA bioid 1959,BIOGRAPHY*NAME_CLASS*NATV,Gerhard de,Vliederhoven,,BIOGRAPHY*NAME_HONORIFIC*FRA,,catàleg Mallorca,,,,,[?],,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1390,,1471,,GEC (si és el cartoixà),BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*OCART,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q27701895,,,,,,,,,,,,,,,,1992-05-11,AVENOZA,2023-11-28,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q27701895,,2023-11-27,"Gerhard de Vliederhoven (Fra), OCar."
BITECA bioid 1960,BIOGRAPHY*NAME_CLASS*NATV,Gonzalo,García de Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q5582202,,,,,,,,,,,,,,,,1992-05-11,AVENOZA,2023-09-13,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5582202,,2023-09-13,Gonzalo García de Santa María
BITECA bioid 1961,BIOGRAPHY*NAME_CLASS*NATV,Pere,Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-11,AVENOZA,,,,,,,Pere Borges
BITECA bioid 1962,BIOGRAPHY*NAME_CLASS*NATV,Jacques-Auguste de,Thou,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1077,,1553-10-08,,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*HISTORIADOR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 5447,1,470,Q1312086,,,,,,,,,,,,,,"historiador i llatinista; portà el títol de Baró de Meslay? En els seus llibres es troba l’ex-libris: “Bibliothecae Thuanae” o “illustrissimi viri Iacobi Augusti Thuani”; en 1617 Pierre Dupuy va fer un inventari d’aquesta biblioteca, publicat per Delisle en extracte",,1992-05-12,AVENOZA,2023-11-04,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1312086,,2023-11-04,"Jacques-Auguste de Thou, historiador"
BITECA bioid 1963,BIOGRAPHY*NAME_CLASS*NATV,Jean,Fossat,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1557,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-12,AVENOZA,1993-10-28,AVENOZA,,,,,"Jean Fossat, notari"
BITECA bioid 1964,BIOGRAPHY*NAME_CLASS*NATV,Josep,Gallart i Folch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-13,AVENOZA,,,,,,,Josep Gallart i Folch
BITECA bioid 1965,BIOGRAPHY*NAME_CLASS*NATV,D. M.,Vila,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1001,,1853,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-19,AVENOZA,,,,,,,D. M. Vila (Floruit 1853)
BITECA bioid 1966,BIOGRAPHY*NAME_CLASS*NATV,Adolfo de,Castro,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1850,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-19,AVENOZA,,,,,,,Adolfo de Castro (Floruit 1850)
BITECA bioid 1967,BIOGRAPHY*NAME_CLASS*TRAN,Sanç,Ramírez,,,,,,,,,,BIOGRAPHY*TITLE*REI,,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1050,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1131,,1045,,,,Wikidata,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q344802,,,,,,,,,,,,,,,,1992-05-19,AVENOZA,2023-11-09,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q344802,,2023-11-08,"Sanç Ramírez, Rei d’Aragó"
BITECA bioid 1968,BIOGRAPHY*NAME_CLASS*NATV,Diego,Vique,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1250,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1002,,,,,,on tenia la seva biblioteca,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDENT. DINS LA FAMÍLIA,1992-05-19,AVENOZA,2007-07-02,AVENOZA,,,,,"Diego Vique, Comte de Cervelló"
BITECA bioid 1969,BIOGRAPHY*NAME_CLASS*NATV,,García,,BIOGRAPHY*NAME_HONORIFIC*DOCTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-19,AVENOZA,1999-09-12,AVENOZA,,,,,García (Doctor)
BITECA bioid 1970,BIOGRAPHY*NAME_CLASS*NATV,Antoine,Ménard,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1140,[?],1870,,1910,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*RELLIGADOR,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*COL·LABORADOR,,BITECA bioid 3615,,,,,,,BIOGRAPHY*RELATED_INSCLASS*ALT,relligador,BITECA insid 1384,,1896,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 5535,,,194,,,,,,,,,,,,,,,,1992-05-19,AVENOZA,2021-09-14,SORIANO,,,,,"Antoine Ménard, relligador"
BITECA bioid 1971,BIOGRAPHY*NAME_CLASS*NATV,Domingo,Ximeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-20,AVENOZA,,,,,,,Domingo Ximeno
BITECA bioid 1972,BIOGRAPHY*NAME_CLASS*NATV,G. de,Vilaragut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-20,AVENOZA,,,,,,,G. de Vilaragut
BITECA bioid 1973,BIOGRAPHY*NAME_CLASS*NATV,,Boyl,,BIOGRAPHY*NAME_HONORIFIC*FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUEREGULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*MON,ermità,BITECA insid 1117,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-20,AVENOZA,2018-04-06,AVENOZA,,,,,"Boyl (Fra), clergue regular"
BITECA bioid 1974,BIOGRAPHY*NAME_CLASS*NATV,Pere,Posa,,,el Jove,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1001,,1518,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*IMPRESSOR,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*NEBOT,,BITECA bioid 1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hereu de l’impressor, també hi exercí l’ofici",,1992-05-21,AVENOZA,2018-04-06,AVENOZA,,,,,"Pere Posa el Jove, impressor"
BITECA bioid 1975,BIOGRAPHY*NAME_CLASS*TRAN,Pseudo-Ciril de,Jerusalem,,BIOGRAPHY*NAME_HONORIFIC*SANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q116486829,,,,,,,,,,,,,,,,1992-05-21,AVENOZA,2023-09-12,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q116486829,,2023-09-12,"Pseudo-Ciril de Jerusalem (S.), fe catòlica romana"
BITECA bioid 1976,BIOGRAPHY*NAME_CLASS*NATV,Antoni,Palau i Dulcet,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1425,,1867,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*LLIBRETER,,,,1867,,1954,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*AMIC,,BITECA bioid 6392,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q8201551,,,,,,,,,,,,,,,,1992-05-21,AVENOZA,2023-09-21,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q8201551,,2023-09-21,"Antoni Palau i Dulcet, llibreter (1867 - 1954)"
BITECA bioid 1977,BIOGRAPHY*NAME_CLASS*NATV,Frederick William,Cosens,,,,,,,,,Moto,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1237,,1819-04-23,,1889-12-12,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*MERCADER,,,,,,,,Wikidata,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 7231,,21-5,Q97609239,,,,,,,,,,,,,,,,1992-05-21,AVENOZA,2023-10-05,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q97609239,,2023-10-05,"Frederick William Cosens, mercader"
BITECA bioid 1978,BIOGRAPHY*NAME_CLASS*TRAN,Norbert,Niport,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1040,,1635,ca.,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*LLIBRETER,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,2001-02-15,AVENOZA,,,,,"Norbert Niport, llibreter"
BITECA bioid 1979,BIOGRAPHY*NAME_CLASS*NATV,,Oro,,BIOGRAPHY*NAME_HONORIFIC*MOSSÈN,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BITECA geoid 1040,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*ALT,beneficiari,BITECA insid 1138,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,2018-04-06,AVENOZA,,,,,"Oro (Mossèn), clergue secular"
BITECA bioid 1980,BIOGRAPHY*NAME_CLASS*NATV,Francisco,Marcuello,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1040,,1550,[?],1617,a quo,publica una obra,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*CAN,,BITECA insid 1139,[?],,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,2018-04-06,AVENOZA,,,,,"Francisco Marcuello, clergue secular"
BITECA bioid 1981,BIOGRAPHY*NAME_CLASS*NATV,Pere,Castells,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1002,,1426,ca.,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,,,,,,,Pere Castells (Floruit 1426 ca.)
BITECA bioid 1982,BIOGRAPHY*NAME_CLASS*NATV,Jerónimo,Liçana,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,BITECA geoid 1040,,1500,,1600,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,2000-10-02,AVENOZA,,,,,"Jerónimo Liçana, notari"
BITECA bioid 1983,BIOGRAPHY*NAME_CLASS*NATV,Juan Bautista,Estrader,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1770,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACÒLIT,1992-05-23,AVENOZA,2007-07-02,AVENOZA,,,,,"Juan Bautista Estrader, fe catòlica romana"
BITECA bioid 1984,BIOGRAPHY*NAME_CLASS*NATV,Pere Joan de,Conesa,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1443-10-23,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-23,AVENOZA,1992-05-23,AVENOZA,,,,,Pere Joan de Conesa (Floruit 1443-10-23)
BITECA bioid 1985,BIOGRAPHY*NAME_CLASS*NATV,Gil,Velazquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOTARI,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-23,AVENOZA,1993-10-28,AVENOZA,,,,,"Gil Velazquez, notari"
BITECA bioid 1986,BIOGRAPHY*NAME_CLASS*NATV,Blas Antonio,Nasarre y Ferrer,,,,,,,,,Wikipedia,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 2305,,1689,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ERUDIT,,,,1689,,1751,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 3281,,26,Q5730068,,,,,,,,,,,,,,va intervenir a la compra de la Biblioteca de la Casa d’Híjar (hereva de la de Guimerà) per part de la Biblioteca Nacional el 1735,,1992-05-23,AVENOZA,2023-09-14,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5730068,,2023-09-14,"Blas Antonio Nasarre y Ferrer, erudit (1689 - 1751)"
BITECA bioid 1987,BIOGRAPHY*NAME_CLASS*NATV,F.,Rovira,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1400,[?],1500,[?],,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-24,AVENOZA,2000-04-11,AVENOZA,,,,,F. Rovira (Floruit 1400 [?] - 1500 [?])
BITECA bioid 1988,BIOGRAPHY*NAME_CLASS*NATV,Gómez,Manrique,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1502,,1412,ca.,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,1412,ca.,1490,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q29284,,,,,,,,,,,,,,,,1992-05-24,AVENOZA,2023-09-12,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q29284,,2023-09-12,"Gómez Manrique, poeta (1412 ca. - 1490)"
BITECA bioid 1989,BIOGRAPHY*NAME_CLASS*NATV,Francesc,Gilabert de Centelles-Riu-sec i de Queralt,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,BIOGRAPHY*TITLE_NUMBER*1.,BIOGRAPHY*TITLE_CONNECTOR*D’,BITECA geoid 1253,,1448,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1384,[?],1408,,,,,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CATHOLIC,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CAMARLENC,,BITECA bioid 1015,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 1214,7,411,,,,,,,,,,,,,,,era Senyor d’Oliva i el rei Alfons V el féu comte,,1992-05-27,AVENOZA,2024-05-22,TRIADO,,,,,"Francesc Gilabert de Centelles-Riu-sec i de Queralt, 1r. Comte d’Oliva [1448]"
BITECA bioid 1990,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Santa Fe,,,,Parramon,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1050,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POETA,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*OTHER,,BITECA bioid 1015,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q55999507,,,,,,,,,,,,,,,,1992-05-27,AVENOZA,2023-11-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q55999507,,2023-11-09,"Pedro Santa Fe, poeta"
BITECA bioid 1991,BIOGRAPHY*NAME_CLASS*NATV,Bartolomé,Llorente,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 2575,,1540-03-03,,1587,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERGUESECULAR,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q63164201,,,,,,,,,,,,,,"Erudit humanista, historiògrafo, arqueòleg aragonès, doctor en teologia, canonge de Saragossa",,1992-05-27,AVENOZA,2023-11-22,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q63164201,,2023-11-22,"Bartolomé Llorente, clergue secular"
BITECA bioid 1992,BIOGRAPHY*NAME_CLASS*NATV,Joan Ramon Folc,Cardona i Urgell,,,,,,,,,,BIOGRAPHY*TITLE*COMTE,BIOGRAPHY*TITLE_NUMBER*4.,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1008,,1485,,1513,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 2002,,1446,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,1446,,1513-01-29,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*PATRÓ,,BITECA bioid 1486,,,,,,Wikidata,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q9012039,,,,,,,,,,,,,,,,1992-05-28,AVENOZA,2023-11-04,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q9012039,,2023-09-12,"Joan Ramon Folc Cardona i Urgell, 4t. Comte de Cardona [1485 - 1513]"
BITECA bioid 1993,BIOGRAPHY*NAME_CLASS*NATV,Jaume de,Ribes,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*FLO,,,,,1485,[?],1491,[?],,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-28,AVENOZA,1992-05-28,AVENOZA,,,,,Jaume de Ribes (Floruit 1485 [?] - 1491 [?])
BITECA bioid 1994,BIOGRAPHY*NAME_CLASS*NATV,Violant,Carròs i de Centelles,,,,,,,,,,BIOGRAPHY*TITLE*COMTESSA,,BIOGRAPHY*TITLE_CONNECTOR*DE,BITECA geoid 1255,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BITECA geoid 1384,,1456,,,,,,,,,,,,,,,BIOGRAPHY*SEX*F,BIOGRAPHY*RELATED_BIOCLASS*FILLA,,BITECA bioid 1995,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BITECA bibid 8556,,,Q20102218,,,,,,,,,,,,,,,,1992-05-28,AVENOZA,2024-02-20,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q20102218,,2024-02-20,"Violant Carròs i de Centelles, Comtessa de Quirra"
