TEXID,TITLE_UNIFORM,TITLE_UNIFORM_BASIS,TITLE_VARIANT,TITLE_VARIANT_BASIS,TITLE_TRANSLATED,TITLE_TRANSLATED_BASIS,AUTHOR_IDP,AUTHOR_ID,AUTHOR_IDQ,AUTHOR_BASIS,INC_EXP_CLASS,INCIPIT,EXPLICIT,LANGUAGE_TEXT,LANGUAGE_ORIG,LANGUAGE_INTR,METRICS_LENGTH,METRICS_RHYME,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA texid 11171,Edictes,,,,,,Group 1,BITECA bioid 1151,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1469-05-20,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 2154,,,,,,,,,,,,,,,,,UNIFORM_TITLE*RELATED_UNICLASS*IDN,,BITECA texid 11161,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,2010-12-22,ROVIRA,,,,,"Joan II, Rei de Corona d’Aragó, Edictes, promulgat 1469-05-20"
BITECA texid 11172,Disposició sobre la caça en mar o en albufera,,,,,,Group 1,BITECA bioid 1015,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1406-07-01,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 1151,,,,,,,,,,,,,,,,,UNIFORM_TITLE*RELATED_UNICLASS*PAR,,BITECA texid 2609,,,,,BITECA subid 10099,,,,,,,,2010-12-22,ROVIRA,2013-04-10,ROVIRA,,,,,"Alfons d’Aragó V, Rei de Corona d’Aragó, Disposició sobre la caça en mar o en albufera, promulgat 1406-07-01"
BITECA texid 11173,Disposicions sobre drets marítims,,,,,,Group 1,BITECA bioid 1015,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1432-02-08,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10033,,,,,,,,2010-12-22,ROVIRA,2014-02-25,AVENOZA,,,,,"Alfons d’Aragó V, Rei de Corona d’Aragó, Disposicions sobre drets marítims, promulgat 1432-02-08"
BITECA texid 11174,Crida sobre la revocació del guiatge (disposicions per a perseguir fets criminals),,,,,,Group 1,BITECA bioid 1151,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1470-08-02,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 2682,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Joan II, Rei de Corona d’Aragó, Crida sobre la revocació del guiatge (disposicions per a perseguir fets criminals), promulgat 1470-08-02"
BITECA texid 11175,Disposició per a perseguir fets criminals,,,,,,Group 1,BITECA bioid 1151,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1470,ca.,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 2682,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Joan II, Rei de Corona d’Aragó, Disposició per a perseguir fets criminals, promulgat 1470 ca."
BITECA texid 11176,Pragmàtica sobre els rocins,,,,,,Group 1,BITECA bioid 1151,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1002,,,1467-08-08,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Joan II, Rei de Corona d’Aragó, Pragmàtica sobre els rocins, promulgat 1467-08-08"
BITECA texid 11177,Pragmàtica sobre els rocins,,,,,,Group 1,BITECA bioid 1151,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1002,,,1470-04-08,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 5609,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Joan II, Rei de Corona d’Aragó, Pragmàtica sobre els rocins, promulgat 1470-04-08"
BITECA texid 11178,"Com fon atrobat degolat Lope Çereso, Castellà",,Relat de l’assassinat de Lope Çereso,,,,Group 1,BITECA bioid 1002,,,,,,,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1454,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10090,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Desconegut, Com fon atrobat degolat Lope Çereso, Castellà, escrit 1454"
BITECA texid 11179,Denúncia i condempna contra mercaders,,,,,,Group 1,BITECA bioid 6186,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1464,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2010-12-22,ROVIRA,2010-12-22,ROVIRA,,,,,"Justícia Criminal, Denúncia i condempna contra mercaders, promulgat 1464"
BITECA texid 1118,Sinonima variationum sententiarum,,,,,,Group 1,BITECA bioid 3161,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1462,a quo,,,[?],UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 3160,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 6902,,,114.1.1,,,,,,,,,,,,,BITECA subid 10070,,,,,,,,1990-09-15,CONCHEFF,2018-11-05,CAPDEVILA,,,,,"Stefano Fieschi, Sinonima variationum sententiarum (tr. Jeroni Amiguet i Breçó), traduït 1502 a quo"
BITECA texid 11180,Disposicions dictades a conseqüència d’un incendi en una església,,,,,,Group 1,BITECA insid 1305,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1469-05-30,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-22,ROVIRA,,,,,,,"Jurats de la ciutat de València, Disposicions dictades a conseqüència d’un incendi en una església, promulgat 1469-05-30"
BITECA texid 11181,Salms,,Saltiri,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*HEBREU,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1401,[?],1440,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 7424,,,,,,,,,,,,,,,,BITECA subid 10087,,,,,,,,2010-12-27,ROVIRA,2018-11-29,CAPDEVILA,,,,,"Desconegut, Salms, traduït 1401 [?] - 1440 [?]"
BITECA texid 11182,Disposició sobre els que duen armes desonestament,,Part de la Tercera cort de València] [?],,,,Group 1,BITECA bioid 1002,[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-27,ROVIRA,2010-12-28,AVENOZA,,,,,"Desconegut, Disposició sobre els que duen armes desonestament"
BITECA texid 11183,Confirmació dels privilegis dels mercaders de Mallorca (fusters i boters),,,,,,Group 1,BITECA bioid 1015,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1449,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,dades a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Alfons d’Aragó V, Rei de Corona d’Aragó, Confirmació dels privilegis dels mercaders de Mallorca (fusters i boters), promulgat 1449"
BITECA texid 11184,Ordinacions sobre la llotge dels mercaders,,,,,,Group 1,BITECA bioid 1149,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1503,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,dades a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Ferran II, Rei de Corona d’Aragó, Ordinacions sobre la llotge dels mercaders, promulgat 1503"
BITECA texid 11185,Ordinacions sobre mercaders de Mallorca,,,,,,Group 1,BITECA bioid 1015,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1449,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,dades a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Alfons d’Aragó V, Rei de Corona d’Aragó, Ordinacions sobre mercaders de Mallorca, promulgat 1449"
BITECA texid 11186,Confirmació de capítols del gremi dels Corredors d’orella,,,,,,Group 1,BITECA bioid 1015,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1438-06-17,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,dades a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Alfons d’Aragó V, Rei de Corona d’Aragó, Confirmació de capítols del gremi dels Corredors d’orella, promulgat 1438-06-17"
BITECA texid 11187,Regiment de sort i de sac de Mallorca (part),,,,,,Group 1,BITECA insid 1124,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1447,a quo [?],,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,dades a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Casa dels Jurats, Regiment de sort i de sac de Mallorca (part), promulgat 1447 a quo [?]"
BITECA texid 11188,Disposició sobre la jurisdicció dels Cònsols de la Mar sobre drets mercantívols,,,,,,Group 1,BITECA insid 1124,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1415,[?],1440,[?],,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,data a controlar,2010-12-27,ROVIRA,2013-03-07,ROVIRA,,,,,"Casa dels Jurats, Disposició sobre la jurisdicció dels Cònsols de la Mar sobre drets mercantívols, promulgat 1415 [?] - 1440 [?]"
BITECA texid 11189,Forma de portar Jesuchrist al malalt secular,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1400,[?],1499,[?],catàleg UB,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-27,ROVIRA,2013-01-14,ROVIRA,,,,,"Desconegut, Forma de portar Jesuchrist al malalt secular, escrit 1400 [?] - 1499 [?]"
BITECA texid 1119,Constitució de pau i treva,,Constitució de Barcelona de pau i treva,,,,Group 1,BITECA bioid 1188,,,UNIFORM_TITLE*INC_EXP_CLASS*SALUTATIO,In Christi nomine. Sia a tots manifest que nos en Iacme,"e d’altres promens de viles, de Cincha entró a Salses establiren en aquesta forma",UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1001,,,1228-12-27,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1002,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 3302,I/1,112-22,,,,,,,,part de,BITECA texid 1596,,,,,BITECA subid 10017,,,,,,hi ha discrepàncies amb la data,id. text als 2 mss.,1990-09-15,CONCHEFF,2011-11-02,AVENOZA,,,,,"Jaume I, Comte de Barcelona, Constitució de pau i treva (tr. Desconegut), promulgat 1228-12-27"
BITECA texid 11190,Les set gràcies del Parenostre i els set dons del Sant Esperit,,Las set gracias del Pare Nostre i els set dons del Sant Esperit,catàleg UB,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1300,[?],1399,[?],catàleg UB,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-27,ROVIRA,2023-03-30,SORIANO,,,,,"Desconegut, Les set gràcies del Parenostre i els set dons del Sant Esperit, escrit 1300 [?] - 1399 [?]"
BITECA texid 11192,Tractat de la sagrada concepció de la Verge Maria,,,,,,Group 1,BITECA bioid 6468,[?],Alanyà 2005-6: 179,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,BITECA geoid 1027,,,1405,,1409,,Alanyà 2005-06: 180-1,,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 1259,,64-65,,,,,,,UNIFORM_TITLE*RELATED_UNICLASS*IDN,,BITECA texid 1887,,,,,,,,,,,,tot,2010-12-28,AVENOZA,2018-03-08,SORIANO,,,,,"Guillem Manresa, Tractat de la sagrada concepció de la Verge Maria, escrit 1405 - 1409"
BITECA texid 11193,La vida de sant Andreu,,,,,,Group 1,BITECA bioid 6175,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,,,1490,ad quem,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-10,ROVIRA,2011-12-01,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (II), La vida de sant Andreu, traduït 1490 ad quem"
BITECA texid 11194,De tempore reconciliationis et peregrinationis,,,,De les festes de renovació,,Group 1,BITECA bioid 1358,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1250,,1280,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1002,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDO,BITECA bibid 6035,1,63,,,,,,,UNIFORM_TITLE*RELATED_UNICLASS*PAR,,BITECA texid 1984,,,,,BITECA subid 10061,,,,,,,,2011-01-10,ROVIRA,2011-01-10,ROVIRA,,,,,"Jacobus de Voragine, Bisbe de Genova, De les festes de renovació (tr. Desconegut), traduït 1450 - 1500"
BITECA texid 11195,Dels benaurats màrtirs sant Julià i santa Basilissa,,,,,,Group 1,BITECA bioid 6176,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,?,1320,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*TRA,BITECA bibid 8592,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,,2011-01-11,ROVIRA,2022-12-21,SORIANO,,,,,"Pseudo-Jacobus de Voragine (I), Dels benaurats màrtirs sant Julià i santa Basilissa, traduït 1290 ? - 1320 ?"
BITECA texid 11196,La vida de santa Eulàlia de Barcelona,,,,,,Group 1,BITECA bioid 6176,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,?,1320,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,,2011-01-12,ROVIRA,2011-12-01,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (I), La vida de santa Eulàlia de Barcelona, traduït 1290 ? - 1320 ?"
BITECA texid 11197,La vida de sant Alexi de Roma,,,,,,Group 1,BITECA bioid 6176,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,a quo,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,,2011-01-18,ROVIRA,2011-12-01,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (I), La vida de sant Alexi de Roma, traduït 1290 a quo"
BITECA texid 11198,La vida de sant Narcís,,,,,,Group 1,BITECA bioid 6176,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,?,1320,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,,2011-01-25,ROVIRA,2011-11-30,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (I), La vida de sant Narcís, traduït 1290 ? - 1320 ?"
BITECA texid 11199,La vida de santa Bàrbara,,,,,,Group 1,BITECA bioid 6176,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,?,1320,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,,2011-01-27,ROVIRA,2011-12-01,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (I), La vida de santa Bàrbara, traduït 1290 ? - 1320 ?"
BITECA texid 1120,De sancta Marina virgine,,,,Vida de santa Marina,,Group 1,BITECA bioid 1358,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1250,,1280,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*TRANSLATOR,,BITECA bioid 1002,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDO,BITECA bibid 6035,1,534-35,,,,,,,,és part de,BITECA texid 1984,,,,,BITECA subid 10013,,,,,,el text se separa bastant del de l’edició crítica llatina,,1990-09-15,CONCHEFF,2011-11-02,AVENOZA,,,,,"Jacobus de Voragine, Bisbe de Genova, Vida de santa Marina (tr. Desconegut), traduït 1450 - 1500"
BITECA texid 11200,Declaració de l’Infant en Pere com a hereu del regne,,,,,,Group 1,BITECA bioid 1188,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1009,,,1262-11-07,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2011-02-28,ROVIRA,,,,,,,"Jaume I, Comte de Barcelona, Declaració de l’Infant en Pere com a hereu del regne, promulgat 1262-11-07"
BITECA texid 11201,Capítols i establiments sobre navegació,,,,,,Group 1,BITECA bioid 1498,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1002,,,1321-02-26,,,,,UNIFORM_TITLE*CLASS*PROSA,,UNIFORM_TITLE*RELATED_BIOCLASS*PROMULG,,BITECA bioid 1014,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2011-02-28,ROVIRA,,,,,,,"Jaume II, Rei de Corona d’Aragó, Capítols i establiments sobre navegació, promulgat 1321-02-26"
BITECA texid 11202,Disposició en què es reclama l’acompliment d’uns acords de la cort de 1302,,,,,,Group 1,BITECA bioid 1498,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1002,,,1303-02-14,,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10017,,,,,,,,2011-02-28,ROVIRA,,,,,,,"Jaume II, Rei de Corona d’Aragó, Disposició en què es reclama l’acompliment d’uns acords de la cort de 1302, promulgat 1303-02-14"
BITECA texid 11203,Quinze goigs de la mare de Déu,?,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1480,?,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-19,AVENOZA,2011-08-23,AVENOZA,,,,,"Desconegut, Quinze goigs de la mare de Déu, escrit 1480 ?"
BITECA texid 11204,Oracions a Jesucrist i a Santa Anna,,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1480,?,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-19,AVENOZA,,,,,,,"Desconegut, Oracions a Jesucrist i a Santa Anna, escrit 1480 ?"
BITECA texid 11205,L’Escoufle,,,,,,Group 1,BITECA bioid 6195,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*FRANCÈS,,,,UNIFORM_TITLE*MILESTONE_CLASS*W,,,,,1245,a.,1450,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"original en vers, traducció en prosa?",2011-08-19,AVENOZA,2012-09-19,ROVIRA,,,,,"Jean Renart, L’Escoufle, traduït 1400 ? - 1450 ?"
BITECA texid 11206,Ordinacions gremials i capítols de Mallorca (1),,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,BITECA geoid 1014,,,1350,?,1450,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 2022,,,,,,,,,,,,,,,,,,,,,,,,2011-08-19,AVENOZA,2011-08-19,AVENOZA,,,,,"Desconegut, Ordinacions gremials i capítols de Mallorca (1), promulgat 1350 ? - 1450 ?"
BITECA texid 11207,Ordinacions gremials i capítols de Mallorca (2),,,,,,Group 1,BITECA bioid 1002,,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1350,?,1450,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 2022,,,,,,,,,,,,,,,,,,,,,,,,2011-08-19,AVENOZA,2011-08-19,AVENOZA,,,,,"Desconegut, Ordinacions gremials i capítols de Mallorca (2), promulgat 1350 ? - 1450 ?"
BITECA texid 11208,Ordinacions gremials i capítols de Mallorca (3),,,,,,,,,,,,,,,,,,UNIFORM_TITLE*MILESTONE_CLASS*M,,,,,1391,a quo?,,,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,UNIFORM_TITLE*RELATED_BIBCLASS*EDT,BITECA bibid 2022,,,,,,,,,,,,,,,,,,,,,,,tot,2011-08-19,AVENOZA,,,,,,,"Ordinacions gremials i capítols de Mallorca (3), promulgat 1391 a quo?"
BITECA texid 11209,Vida de sant Beda,,,,,,Group 1,BITECA bioid 6176,?,,,,,UNIFORM_TITLE*LANGUAGE_TEXT*CATALÀ,UNIFORM_TITLE*LANGUAGE_ORIG*LLATÍ?,,,,UNIFORM_TITLE*MILESTONE_CLASS*T,,,,,1290,?,1320,?,,UNIFORM_TITLE*CLASS*PROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITECA subid 10013,,,,,,,tot,2011-08-19,AVENOZA,2011-12-01,AVENOZA,,,,,"Pseudo-Jacobus de Voragine (I), Vida de sant Beda, traduït 1290 ? - 1320 ?"
