SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP subid 1294,Festas - Procissões,,,,,Festas - Procesións,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1330,,,,,,,,,,,,,,2010-10-09,ASKINS,2017-11-15,ASKINS,,,,,Festas - Procissões
BITAGAP subid 1295,Leis - D. João II,,,,,Laws - John II,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1306,,,,,,,,,,,,,,,,1994-01-03,ASKINS,2017-04-16,SCHAFFER,,,,,Leis - D. João II
BITAGAP subid 1296,Leis - D. Manuel I,,,,,Laws - Manuel I,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1306,,,,,,,,,,,,,,,,1994-01-03,ASKINS,2017-04-16,SCHAFFER,,,,,Leis - D. Manuel I
BITAGAP subid 1297,Cortes - Cartas Convocatórias,,,,,Parliaments - Convocation Documents,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-02-06,ASKINS,2017-11-15,ASKINS,,,,,Cortes - Cartas Convocatórias
BITAGAP subid 1298,Trasladação - Trasladações,,,,,Translación - Translacións,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1312,,,,,,,,,,,,,,,,1994-02-09,ASKINS,2016-08-17,ASKINS,,,,,Trasladação - Trasladações
BITAGAP subid 1299,Confrarias eclesiásticas - Estatutos - Compromissos,,,,,Confraternities (ecclesiastic) - Brotherhoods - Statutes - Rules,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1609,,BITAGAP subid 1478,,,BITAGAP bibid 4234,,27-32,,,,,,,,,1994-02-13,ASKINS,2020-03-25,ASKINS,,,,,Confrarias eclesiásticas - Estatutos - Compromissos
BITAGAP subid 1300,Grêmios,,,,,Guilds - Unions,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1478,,,,,BITAGAP bibid 3963,,,,,,,,,,,1994-02-23,ASKINS,2020-01-12,ASKINS,,,,,Grêmios
BITAGAP subid 1301,Relações com Europa - Fronteiras,,,,,Foreign Affairs - Europe - Borders,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1277,,,,,,,,,,,,,,1994-03-04,ASKINS,2017-04-16,SCHAFFER,,,,,Relações com Europa - Fronteiras
BITAGAP subid 1302,Direito canónico - Sínodos - Constituições,,,,,Dereito canónico - Sínodos - Constitucións,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1363,,,,,,,,,,,,,,,,1994-03-08,ASKINS,2014-09-29,ASKINS,,,,,Direito canónico - Sínodos - Constituições
BITAGAP subid 1303,Onomástica - Antroponímia,,,,,Onomástica - Antroponimia,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1340,,BITAGAP subid 1537,,,,,,,,,,,,,,1994-03-10,ASKINS,2017-11-15,ASKINS,,,,,Onomástica - Antroponímia
BITAGAP subid 1304,Economia - Indústrias - Tecidos,,,,,Economy - Industries - Textiles,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-03-11,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Indústrias - Tecidos
BITAGAP subid 1305,Feiras,,,,,Fairs,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,BITAGAP subid 1328,,,,,,,,,,,,,,1994-03-11,ASKINS,2020-08-13,SHARRER,,,,,Feiras
BITAGAP subid 1306,Leis,,,,,Laws,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1328,,BITAGAP subid 1254,,,,,,,,,,,,,,1994-03-11,ASKINS,2017-04-16,SCHAFFER,,,,,Leis
BITAGAP subid 1307,Privilégios - Foros - Usos e Costumes,,,,,Privilexios - Foros - Usos e Costumes,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1364,,BITAGAP subid 1328,,,,,,,,,,,,,,1994-03-12,ASKINS,2017-11-15,ASKINS,,,,,Privilégios - Foros - Usos e Costumes
BITAGAP subid 1308,Portagens,,,,,Tolls - Toll duties,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,BITAGAP subid 1276,,,BITAGAP bibid 4011,,,,,,,,,,,1994-03-16,ASKINS,2014-09-25,ASKINS,,,,,Portagens
BITAGAP subid 1309,Ordens Religiosas - Regras - Constituições - Estatutos - Privilégios,,,,,Religious Orders - Rules - Constitutions - Statutes - Privileges,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1318,,,BITAGAP bibid 3868,,492-98,,,,,,,,,1994-03-24,ASKINS,2017-04-16,SCHAFFER,,,,,Ordens Religiosas - Regras - Constituições - Estatutos - Privilégios
BITAGAP subid 1310,Ordens Militares - Regras - Estatutos - Definições - Privilégios,,,,,Military Orders - Rules - Statutes - Privileges,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1421,,BITAGAP subid 1325,,,,,,,,,,,,,,1994-03-26,ASKINS,2017-04-16,SCHAFFER,,,,,Ordens Militares - Regras - Estatutos - Definições - Privilégios
BITAGAP subid 1311,Poesia - Até 1351 - Colecções - Tradição Manuscrita,,,,,Poetry - To 1351 - Collections - Manuscript Tradition,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1313,,,,,BITAGAP bibid 3868,,627-32,,,,,,,,,1994-04-28,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Até 1351 - Colecções - Tradição Manuscrita
BITAGAP subid 1312,Hagiografia,,,,,Haxiografía,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,BITAGAP bibid 4058,,77-90,,,,,,,,,1994-04-30,ASKINS,2014-09-27,ASKINS,,,,,Hagiografia
BITAGAP subid 1313,Poesia - Até 1351 - Colecções,,,,,Poetry - To 1351 - Collections,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1230,,,,,,,,,,,,,,1994-05-29,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Até 1351 - Colecções
BITAGAP subid 1314,Poesia - Após 1350 - Colecções,,,,,Poetry - After 1350 - Collections,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-05-29,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Após 1350 - Colecções
BITAGAP subid 1315,Impressos - Incunábulos,,,,,Printings - Incunables,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1387,,,,,BITAGAP bibid 3868,,324-26,,,,,,,,,1994-05-30,ASKINS,2017-04-16,SCHAFFER,,,,,Impressos - Incunábulos
BITAGAP subid 1317,Costumes,,,,,Customs - Traditions,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,,,,,,,,,,,,,,,1994-09-17,ASKINS,2017-04-16,SCHAFFER,,,,,Costumes
BITAGAP subid 1318,Ordens Religiosas - Usos - Costumes,,,,,Religious Orders - Uses - Customs,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1309,,,,,,,,,,,,,,1994-09-17,ASKINS,2017-04-16,SCHAFFER,,,,,Ordens Religiosas - Usos - Costumes
BITAGAP subid 1319,Bibliotecas digitais - Tecnologias digitais,,,,,Bibliotecas digitales - Tecnologías digitales,SUBJECT*VARIANT_CLASS*SPANISH,,,,,,,,,,,,,,,,,,,,2010-11-28,ASKINS,2014-09-24,ASKINS,,,,,Bibliotecas digitais - Tecnologias digitais
BITAGAP subid 1320,Autobiografia,,,,,Autobiography,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-09-19,ASKINS,2017-04-16,SCHAFFER,,,,,Autobiografia
BITAGAP subid 1321,Relações com as Américas - Tratados,,,,,Foreign Affairs - New World - Treaties,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1241,,,,,,,,,,,,,,1994-11-15,ASKINS,2017-04-16,SCHAFFER,,,,,Relações com as Américas - Tratados
BITAGAP subid 1322,Relações com a África e Ilhas - Tratados,,,,,Foreign Affairs - Africa and Atlantic Islands - Treaties,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1242,,,,,,,,,,,,,,,,1994-11-17,ASKINS,2017-04-16,SCHAFFER,,,,,Relações com a África e Ilhas - Tratados
BITAGAP subid 1323,Acordos,,,,,Agreements - Pacts,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,BITAGAP subid 1362,,,,,,,,,,,,,,1994-11-17,ASKINS,2022-03-04,SHARRER,,,,,Acordos
BITAGAP subid 1324,Impressores,,,,,Impresores,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1270,,,,,,,,,,,,,,1994-11-17,ASKINS,2014-10-11,ASKINS,,,,,Impressores
BITAGAP subid 1325,Ordens Militares - Usos - Costumes,,,,,Military Orders - Uses - Customs,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1421,,BITAGAP subid 1310,,,,,,,,,,,,,,1994-11-18,ASKINS,2017-04-16,SCHAFFER,,,,,Ordens Militares - Usos - Costumes
BITAGAP subid 1326,Estatutos Eclesiásticos,,,,,Statutes - Ecclesiastical,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1363,,BITAGAP subid 1299,,,,,,,,,,,,,,1994-11-18,ASKINS,2017-04-16,SCHAFFER,,,,,Estatutos Eclesiásticos
BITAGAP subid 1327,Posturas,,,,,Ordinances - Municipal,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1328,,,,,,,,,,,,,,,,1994-11-18,ASKINS,2017-04-16,SCHAFFER,,,,,Posturas
BITAGAP subid 1328,Assuntos Internos - Portugal,,,,,Domestic Affairs,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-11-18,ASKINS,2014-09-24,ASKINS,,,,,Assuntos Internos - Portugal
BITAGAP subid 1329,Graças - Cartas de,,,,,Grazas,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1364,,BITAGAP subid 1328,,,,,,,,,,,,,,1994-11-19,ASKINS,2020-11-30,ASKINS,,,,,Graças - Cartas de
BITAGAP subid 1330,Cerimónias Públicas - Ritos,,,,,Public Ceremonies - Rites,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1364,,BITAGAP subid 1328,,,,,,,,,,,,,,1994-11-19,ASKINS,2018-02-09,SHARRER,,,,,Cerimónias Públicas - Ritos
BITAGAP subid 1331,Bulas - Indulgências,,,,,Papal Bulls - Indulgences,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-11-19,ASKINS,2014-09-24,ASKINS,,,,,Bulas - Indulgências
BITAGAP subid 1332,Apologética,,,,,Apologetics - Apologetical,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,BITAGAP bibid 3868,,57-58,,,,,,,,,1994-12-13,ASKINS,2014-09-24,ASKINS,,,,,Apologética
BITAGAP subid 1333,Crónicas - Cronista - Fernão Lopes,,,,,Chronicles - Chronicler - Fernão Lopes,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1262,,,,,,,,,,,,,,,,1994-12-28,ASKINS,2021-02-11,SHARRER,,,,,Crónicas - Cronista - Fernão Lopes
BITAGAP subid 1334,Crónicas - Cronista - Rui de Pina,,,,,Chronicles - Chronicler - Rui de Pina,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1262,,,,,,,,,,,,,,,,1994-12-28,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Rui de Pina
BITAGAP subid 1335,Crónicas - Cronista - Gomes Eanes de Zurara,,,,,Chronicles - Chronicler - Gomes Eanes de Zurara,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1262,,,,,,,,,,,,,,,,1994-12-28,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Gomes Eanes de Zurara
BITAGAP subid 1336,Crónicas - Cronista - Duarte Galvão,,,,,Chronicles - Chronicler - Duarte Galvão,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1262,,,,,,,,,,,,,,,,1994-12-28,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Duarte Galvão
BITAGAP subid 1337,Arquitectura - Militar,,,,,Architecture - Military,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1994-12-28,ASKINS,2017-04-16,SCHAFFER,,,,,Arquitectura - Militar
BITAGAP subid 1338,Crónicas - Histórias Clássicas,,,,,Chronicles - Classic Histories,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1262,,,,,,,,,,,,,,1994-12-28,ASKINS,2017-04-16,SCHAFFER,,,,,Crónicas - Histórias Clássicas
BITAGAP subid 1339,Historiografia - Medieval,,,,,Historiography - Medieval,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1262,,,,,,,,,,,,,,1994-12-28,ASKINS,2017-04-16,SCHAFFER,,,,,Historiografia - Medieval
BITAGAP subid 1340,Demografia,,,,,Demography,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-01-02,ASKINS,2017-04-16,SCHAFFER,,,,,Demografia
BITAGAP subid 1341,Crónicas - Cronista - Garcia de Resende,,,,,Chronicles - Chronicler - Garcia de Resende,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-01-07,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Garcia de Resende
BITAGAP subid 1342,Crónicas - Cronista - Cristóvão Rodrigues Acenheiro,,,,,Chronicles - Chronicler - Cristóvão Rodrigues Acenheiro,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-01-07,ASKINS,2020-08-08,SHARRER,,,,,Crónicas - Cronista - Cristóvão Rodrigues Acenheiro
BITAGAP subid 1343,Desafio [Cartas de] - Requesta - Duelos,,,,,Cartas de Desafío - Requesta,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1995-01-08,ASKINS,2020-03-05,ASKINS,,,,,Desafio [Cartas de] - Requesta - Duelos
BITAGAP subid 1344,Farmacopéia - Receitas - Mezinhas,,,,,Farmacopea - Receitas - Medicamentos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1004,,,,,,,,,,,,,,,,1995-03-02,ASKINS,2014-09-27,ASKINS,,,,,Farmacopéia - Receitas - Mezinhas
BITAGAP subid 1345,Sermão - Sermões - Pregação - Pregações,,,,,Sermon - Sermons - Preaching,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1464,,,,,,,,,,,,,,1995-03-03,ASKINS,2014-09-25,ASKINS,,,,,Sermão - Sermões - Pregação - Pregações
BITAGAP subid 1346,Economia - Moedas - Valias - Amoedação,,,,,Economy - Coins - Values - Coinage,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1355,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Moedas - Valias - Amoedação
BITAGAP subid 1347,Economia - Salários - Emolumentos,,,,,Economy - Salaries - Income - Emoluments,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1352,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Salários - Emolumentos
BITAGAP subid 1348,Arquitectura,,,,,Architecture,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-04-16,SCHAFFER,,,,,Arquitectura
BITAGAP subid 1349,Economia - Metrologia - Pesos - Medidas,,,,,Economy - Metrology - Weights - Measures,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2020-08-08,SHARRER,,,,,Economia - Metrologia - Pesos - Medidas
BITAGAP subid 1350,Economia - Indústrias - Pesca,,,,,Economy - Industries - Fishing,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Indústrias - Pesca
BITAGAP subid 1351,Economia - Mercadores portugueses - Frota Mercante,,,,,Economía - Mercantes portugueses - Frota Mercante,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-11-15,ASKINS,,,,,Economia - Mercadores portugueses - Frota Mercante
BITAGAP subid 1352,Economia - Preços - Valias - Taxas,,,,,Economía - Prezos - Valores,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1347,,,,,,,,,,,,,,1995-03-05,ASKINS,2018-06-03,ASKINS,,,,,Economia - Preços - Valias - Taxas
BITAGAP subid 1353,Economia - Indústrias - Construção,,,,,Economía - Industrias - Construción,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2014-10-11,ASKINS,,,,,Economia - Indústrias - Construção
BITAGAP subid 1354,Economia - Indústrias - Metalurgia,,,,,Economía - Industrias - Metalurxia,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,,,,,,,,,,,,,,,1995-03-05,ASKINS,2014-10-11,ASKINS,,,,,Economia - Indústrias - Metalurgia
BITAGAP subid 1355,Economia - Moedas - Falsificação,,,,,Economy - Coins - Falsification,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1346,,,,,,,,,,,,,,1995-03-05,ASKINS,2017-04-16,SCHAFFER,,,,,Economia - Moedas - Falsificação
BITAGAP subid 1356,Exorcismo,,,,,Exorcism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-03-06,ASKINS,2017-04-16,SCHAFFER,,,,,Exorcismo
BITAGAP subid 1357,Texto perdido ou não localizado,,,,,Text - Lost or Not Located,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1360,,,,,,,,,,,,,,1995-03-12,ASKINS,2017-04-16,SCHAFFER,,,,,Texto perdido ou não localizado
BITAGAP subid 1358,Leis - Não Identificadas,,,,,Laws - Unidentified,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1306,,,,,,,,,,,,,,,,1995-05-20,ASKINS,2014-09-25,ASKINS,,,,,Leis - Não Identificadas
BITAGAP subid 1359,Impresso ( Impressos ) - Perdidos ou não localizados,,,,,Printings - Lost or Unlocated,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1387,,BITAGAP subid 1357,,,,,,,,,,,,,,1995-05-28,ASKINS,2017-04-16,SCHAFFER,,,,,Impresso ( Impressos ) - Perdidos ou não localizados
BITAGAP subid 1360,Texto conhecido apenas por fragmentos,,,,,Texto coñecido só por fragmentos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1357,,,,,,,,,,,,,,1995-06-21,ASKINS,2014-09-27,ASKINS,,,,,Texto conhecido apenas por fragmentos
BITAGAP subid 1361,"Tordesilhas, Tratado de",,,,,"Tordesillas, Treaty of",SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1277,,,,,,,,,,,,,,,,1995-08-12,ASKINS,2017-04-16,SCHAFFER,,,,,"Tordesilhas, Tratado de"
BITAGAP subid 1362,Assuntos Internos - Galiza,,,,,Domestic Affairs - Galicia,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-08-15,ASKINS,2014-09-24,ASKINS,,,,,Assuntos Internos - Galiza
BITAGAP subid 1363,Administração Eclesiástica,,,,,Eclesiastical Administration,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-09-16,ASKINS,2023-07-09,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://en.wikipedia.org/wiki/List_of_Catholic_dioceses_in_Portugal,,2023-07-04,Administração Eclesiástica
BITAGAP subid 1364,Administração Civil,,,,,Civil Administration,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-09-16,ASKINS,2020-08-13,SHARRER,,,,,Administração Civil
BITAGAP subid 1365,Fundo Geral,,,,,General Corpus,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-09-16,ASKINS,2008-08-05,ASKINS,,,,,Fundo Geral
BITAGAP subid 1366,"Leis - D. Afonso X, o Sábio - Sete Partidas",,,,,"Laws - Alfonso X, the Wise - Siete Partidas",SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-09-16,ASKINS,2017-04-16,SCHAFFER,,,,,"Leis - D. Afonso X, o Sábio - Sete Partidas"
BITAGAP subid 1367,Leis - D. Alfonso XI,,,,,Laws - D. Alfonso XI,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-09-16,ASKINS,2017-04-16,SCHAFFER,,,,,Leis - D. Alfonso XI
BITAGAP subid 1369,Texto apócrifo,,,,,Text - Apocryphal,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1378,,,,,,,,,,,,,,1995-10-08,ASKINS,2017-04-16,SCHAFFER,,,,,Texto apócrifo
BITAGAP subid 1370,Moralística - Doutrinária,,,,,Prosa moralística - doutrinária,SUBJECT*VARIANT_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,1995-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Moralística - Doutrinária
BITAGAP subid 1371,Ascética,,,,,Asceticism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Ascética
BITAGAP subid 1372,Mística,,,,,Mysticism,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1995-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Mística
BITAGAP subid 1373,Fábulas - Exempla,,,,,Fables - Exempla,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,BITAGAP bibid 3868,,250-51,,,,,,,,,1995-11-11,ASKINS,2017-04-16,SCHAFFER,,,,,Fábulas - Exempla
BITAGAP subid 1374,Universidade - Estudo Geral,,,,,University,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1264,,,,,BITAGAP bibid 2074,,13-16,,,,,,,,,1996-03-23,ASKINS,2021-03-13,ASKINS,,,,,Universidade - Estudo Geral
BITAGAP subid 1375,Censura Literária,,,,,Literary Censorship,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1996-05-16,ASKINS,2017-04-16,SCHAFFER,,,,,Censura Literária
BITAGAP subid 1376,Fac-símiles (integrais),,,,,Facsímiles (integrais),SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1387,,,,,,,,,,,,,,1996-05-26,ASKINS,2017-03-21,ASKINS,,,,,Fac-símiles (integrais)
BITAGAP subid 1377,Texto problemático - duvidoso,,,,,Text - Problematic or doubtful,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1474,,,,,,,,,,,,,,1996-07-05,ASKINS,2017-04-16,SCHAFFER,,,,,Texto problemático - duvidoso
BITAGAP subid 1378,Texto apócrifo [?],,,,,Text - Apocryphal [?],SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,BITAGAP subid 1369,,,,,,,,,,,,,,2010-12-06,ASKINS,2017-04-16,SCHAFFER,,,,,Texto apócrifo [?]
BITAGAP subid 1379,Viagens - Fantásticas,,,,,Viaxes - Fantásticas,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1244,,BITAGAP subid 1003,,,,,,,,,,,,,,1996-08-01,ASKINS,2017-03-22,ASKINS,,,,,Viagens - Fantásticas
BITAGAP subid 1380,Texto poético perdido ou não localizado,,,,,Poesía perdida ou não localizada,SUBJECT*VARIANT_CLASS*OTHER,,,,BITAGAP subid 1357,,BITAGAP subid 1360,,,,,,,,,,,,,,1996-09-05,ASKINS,2017-04-16,SCHAFFER,,,,,Texto poético perdido ou não localizado
BITAGAP subid 1381,Poesia - Após 1350 - Colecções - Cancionero de Baena,,,,,Poesía - Após 1350 - Coleccións - Cancionero de Baena,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1314,,,,,,,,,,,,,,,,1996-12-16,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Após 1350 - Colecções - Cancionero de Baena
BITAGAP subid 1382,Relações literárias - Portugal e Espanha,,,,,Literary Relations - Portugal and Spain,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2010-12-19,ASKINS,2017-04-16,SCHAFFER,,,,,Relações literárias - Portugal e Espanha
BITAGAP subid 1383,Impressos - Século XVI,,,,,Printings - 16th Century,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1387,,,,,,,,,,,,,,,,1996-12-21,ASKINS,2017-04-16,SCHAFFER,,,,,Impressos - Século XVI
BITAGAP subid 1384,Impressos - Século XVII,,,,,Printings - 17th Century,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1387,,,,,,,,,,,,,,,,1996-12-21,ASKINS,2017-04-16,SCHAFFER,,,,,Impressos - Século XVII
BITAGAP subid 1385,Impressos - Século XVIII,,,,,Printings - 18th Century,SUBJECT*VARIANT_CLASS*ENGLISH,,,,BITAGAP subid 1387,,,,,,,,,,,,,,,,1996-12-21,ASKINS,2017-04-16,SCHAFFER,,,,,Impressos - Século XVIII
BITAGAP subid 1386,"Impresso, exemplar conhecido, perdido ou não localizado",,,,,"Impreso, exemplar perdido ou non localizado",SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1359,,,,,,,,,,,,,,1996-12-21,ASKINS,2020-03-11,ASKINS,,,,,"Impresso, exemplar conhecido, perdido ou não localizado"
BITAGAP subid 1387,Impressos,,,,,Impresos,SUBJECT*VARIANT_CLASS*GALICIAN,,,,,,BITAGAP subid 1376,,,,,,,,,,,,,,1996-12-28,ASKINS,2014-10-11,ASKINS,,,,,Impressos
BITAGAP subid 1388,Poesia - Incipit,,,,,Poetry - Incipit,SUBJECT*VARIANT_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,1997-01-26,ASKINS,2017-04-16,SCHAFFER,,,,,Poesia - Incipit
BITAGAP subid 1389,PhiloBiblon - BITAGAP - BETA - BITECA,,,,,PhiloBiblon - BITAGAP - BETA - BITECA,SUBJECT*VARIANT_CLASS*GALICIAN,,,,BITAGAP subid 1001,,,,,,,,,,,,,,,,1997-04-14,ASKINS,2020-08-10,SHARRER,,,,,PhiloBiblon - BITAGAP - BETA - BITECA
