GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA geoid 1417,GEOGRAPHY*NAME_CLASS*U,Figueruelas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-16,FAULHABER,2024-05-13,FAULHABER,,,,,Figueruelas
BETA geoid 1418,GEOGRAPHY*NAME_CLASS*U,Vila Franca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-18,FAULHABER,,,,,,,Vila Franca
BETA geoid 1419,GEOGRAPHY*NAME_CLASS*U,Xabregas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1222,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-18,FAULHABER,2024-05-13,FAULHABER,,,,,Xabregas
BETA geoid 1420,GEOGRAPHY*NAME_CLASS*U,Castanheira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-18,FAULHABER,,,,,,,Castanheira
BETA geoid 1421,GEOGRAPHY*NAME_CLASS*U,Ferreirim,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2024-05-13,FAULHABER,,,,,Ferreirim
BETA geoid 1422,GEOGRAPHY*NAME_CLASS*U,Alcobaça,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2011-10-11,FAULHABER,,,,,Alcobaça
BETA geoid 1423,GEOGRAPHY*NAME_CLASS*U,Cadaval,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q33661928,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2024-02-04,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q33661928,Wikidata,2024-02-04,Cadaval
BETA geoid 1424,GEOGRAPHY*NAME_CLASS*U,Landim,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,,,,,,,Landim
BETA geoid 1425,GEOGRAPHY*NAME_CLASS*U,Peniche,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1194,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,,,,,,,Peniche
BETA geoid 1426,GEOGRAPHY*NAME_CLASS*U,Salerno,,,,,,{I}DHEE{/I} I:348,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*A,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1408,,,,,,,,BETA bibid 1936,I,348,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2012-01-12,App Service - MCR,,,,,Salerno (archidiócesis)
BETA geoid 1427,GEOGRAPHY*NAME_CLASS*U,Talayuelas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1277,,,,,,,,BETA bibid 1237,,XXXIX,Q1552503,,,,,,,,,,,,,,,,1991-07-25,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1552503,Wikidata,2024-05-13,Talayuelas
BETA geoid 1428,GEOGRAPHY*NAME_CLASS*U,La Calzada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*H,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2024,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,Wikipedia: “La denominación del título se refiere a la Casa de la Calzada en Trujillo.<br /><br />”,,1991-07-31,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Vizcondado_de_la_Calzada,Wikipedia,2024-05-13,La Calzada (vizcondado)
BETA geoid 1429,GEOGRAPHY*NAME_CLASS*U,Casarrubios,,,,,,BNE MSS/10445,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,Wikipedia,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q1628648,,,,,,,,,,,,,,,,1991-07-31,FAULHABER,2024-02-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1628648,Wikidata,2024-02-15,Casarrubios
BETA geoid 1430,GEOGRAPHY*NAME_CLASS*U,La Puebla,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1548,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1991-07-31,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Santiago_de_la_Espada,Wikipedia,2024-05-13,La Puebla
BETA geoid 1431,GEOGRAPHY*NAME_CLASS*U,Candeleda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1254,,,,,,,,BETA bibid 8605,,,Q345676,,,,,,,,,,,,,,,,1991-07-31,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q345676,FactGrid,2024-05-13,Candeleda
BETA geoid 1432,GEOGRAPHY*NAME_CLASS*U,Siena,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-04,FAULHABER,,,,,,,Siena
BETA geoid 1433,GEOGRAPHY*NAME_CLASS*U,Foix,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1316,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q1481436,,,,,,,,,,,,,,,,1991-08-07,MOLL,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1481436,Wikidata,2024-02-11,Foix (condado)
BETA geoid 1434,GEOGRAPHY*NAME_CLASS*U,Los Cameros,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1552,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1991-08-18,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Cameros,Wikipedia,2024-05-13,Los Cameros (región)
BETA geoid 1435,GEOGRAPHY*NAME_CLASS*U,Aza,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,Wikipedia: Haza es “Villa de la antigua Comunidad de Villa y Tierra de Aza”,,1991-08-18,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Haza_(Burgos),Wikipedia,2024-05-13,Aza
BETA geoid 1436,GEOGRAPHY*NAME_CLASS*U,Villalobos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1683,,,,,,,,BETA bibid 8603,,,Q1922078,,,,,,,,,,,,,,,,1991-08-18,FAULHABER,2024-02-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1922078,Wikidata,2024-02-10,Villalobos
BETA geoid 1437,GEOGRAPHY*NAME_CLASS*U,Collesano,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1165,,,,,,,,BETA bibid 8603,,,,,,,,,,,,,,,,,,,1991-08-18,MOLL,2024-02-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q491394,Wikidata,2024-02-12,Collesano
BETA geoid 1438,GEOGRAPHY*NAME_CLASS*U,Calatayud,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,,,BETA bibid 8605,,,Q345440,,,,,,,,,,,,,,,,1991-08-19,FAULHABER,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q345440,FactGrid,2014-05-13,Calatayud
BETA geoid 1439,GEOGRAPHY*NAME_CLASS*U,Salvatierra de Tormes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1271,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q1766309,,,,,,,,,,,,,,,,1991-08-21,MOLL,2024-02-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1766309,Wikidata,2014-02-14,Salvatierra de Tormes
BETA geoid 1440,GEOGRAPHY*NAME_CLASS*U,Tala,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1439,,,,,,,,BETA bibid 8603,,,Q1778027,,,,,,,,,,,,,,Arrabal,,1991-08-21,MOLL,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1778027,Wikidata,2024-05-13,Tala
BETA geoid 1441,GEOGRAPHY*NAME_CLASS*U,Santa Fe,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1054,,,,,,,,,,,,,BETA manid 1816,,,,,,,,,,,,¿Santa Fe de Granada?,NOTES,1991-08-31,FAULHABER,2024-05-13,FAULHABER,,,,,Santa Fe
BETA geoid 1442,GEOGRAPHY*NAME_CLASS*U,Palma del Río,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1688,,,,,,,,BETA bibid 4052,,,,,,,,,,,,,,,,,,,1991-09-01,FAULHABER,2024-05-13,FAULHABER,,,,,Palma del Río
BETA geoid 1443,GEOGRAPHY*NAME_CLASS*U,Basel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2237,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-09-06,FAULHABER,2013-10-18,FAULHABER,,,,,Basel
BETA geoid 1444,GEOGRAPHY*NAME_CLASS*U,Seligenstadt,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,PLACE,1991-09-23,FAULHABER,2023-10-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Seligenstadt,Wikipedia,2023-10-21,Seligenstadt
BETA geoid 1445,GEOGRAPHY*NAME_CLASS*U,Vilches,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1548,,,,,,,,BETA bibid 8603,,,Q356673,,,,,,,,,,,,,,,,1991-10-04,MOLL,2024-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q356673,Wikidata,2024-05-12,Vilches
BETA geoid 1446,GEOGRAPHY*NAME_CLASS*U,Las Miras,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*SO,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1156,,,,,,,,BETA bibid 4751,XI,437,,,,,,,,,,,,,,,"Madoz: “MIRAS DE BARRANTES: deh. en la prov. de Cáceres, part. jud.y térm. de Alcántara. SIT. 1/2 leg. SE. de la V.”",,1991-10-13,FAULHABER,2024-05-14,FAULHABER,,,,,Las Miras (solar)
BETA geoid 1447,GEOGRAPHY*NAME_CLASS*U,El Machado,,,,,,Madoz,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*SO,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1156,,,,,,,,BETA bibid 4751,VII,447,,,,,,,,,,,,,,,"Madoz: “EGIDO DE MACHADO Y MACHADA: deh. en la prov. de Cáceres, part. jud. y term. de Alcántara: sit. 4 leg. al S. de esta v.",,1991-10-13,FAULHABER,2024-05-14,FAULHABER,,,,,El Machado (solar)
BETA geoid 1448,GEOGRAPHY*NAME_CLASS*U,El Carrascal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*SO,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1156,,,,,,,,BETA bibid 4751,V,609,,,,,,,,,,,,,,,"Madoz: “CARRASCAL DE BARRANTES: deh. en la prov. de Cáceres, part. jud. y térm. de Alcántara: sit. 1/2 leg SE de la v.”<br /><br />'Cañas doradas' se refiere al apodo de",,1991-10-13,FAULHABER,2024-06-15,FAULHABER,,,,,El Carrascal (solar)
BETA geoid 1450,GEOGRAPHY*NAME_CLASS*U,Olite,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-17,FAULHABER,2024-05-14,FAULHABER,,,,,Olite
BETA geoid 1451,GEOGRAPHY*NAME_CLASS*U,Peñafiel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1359,,,,,,Wikipedia,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,,,,,,,,,,,,,,,,,1991-10-17,FAULHABER,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q667682,Wikidata,2024-02-04,Peñafiel
BETA geoid 1452,GEOGRAPHY*NAME_CLASS*U,Maranhão e Grão Paraná,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1453,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-21,FAULHABER,2024-05-04,FAULHABER,,,,,Maranhão e Grão Paraná (estado)
BETA geoid 1453,GEOGRAPHY*NAME_CLASS*U,Brasil,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1608,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-21,FAULHABER,2024-05-15,FAULHABER,,,,,Brasil (nación)
BETA geoid 1454,GEOGRAPHY*NAME_CLASS*U,[Lugar desconocido],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilizado únicamente en libros impresos cuyo lugar de publicación no se conoce. Es igual a [s.l.] o [n.p.] en inglés,,1991-10-21,FAULHABER,2022-09-10,FAULHABER,,,,,[Lugar desconocido]
BETA geoid 1455,GEOGRAPHY*NAME_CLASS*U,Sobradiel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,,,BETA bibid 8603,,,Q355007,,,,,,,,,,,,,,,,1991-10-26,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q65206433,Wikidata,2024-03-02,Sobradiel
BETA geoid 1456,GEOGRAPHY*NAME_CLASS*U,Arcos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1667,,,,,,,,BETA bibid 8603,,94-95,,,,,,,,,,,,,,,,,1991-10-27,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q637863,Wikidata,2025-02-04,Arcos
BETA geoid 1457,GEOGRAPHY*NAME_CLASS*U,Castrojeriz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,BETA bibid 4572,,286,,,,,,,,,,,,,,,"En los documentos del s. XV, el conde de Castrojeriz se llama con frecuencia conde de Castro",,1991-10-27,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Condado_de_Castrojeriz,Wikipedia,2023-10-24,Castrojeriz
BETA geoid 1458,GEOGRAPHY*NAME_CLASS*U,Puebla de Los Ángeles,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1411,,,,,,,,BETA bibid 8603,,,Q125293,,,,,,,,,,,,,,V. BNM 1824{SS}1{ES},,1991-11-06,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q125293,Wikidata,2023-10-16,Puebla de Los Ángeles
BETA geoid 1459,GEOGRAPHY*NAME_CLASS*U,Benahavis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1676,,,,,,,,BETA bibid 8603,,,Q816672,,,,,,,,,,,,,,,,1991-11-08,FAULHABER,2024-02-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q816672,Wikidata,2024-02-15,Benahavis
BETA geoid 1460,GEOGRAPHY*NAME_CLASS*U,Benevívere,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*MN,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1573,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1991-11-10,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Abad%C3%ADa_de_Santa_MaꝛC3%ADa_de_Benev%C3%ADvere,Wikipedia,2024-04-15,Benevívere (monasterio / convento)
BETA geoid 1461,GEOGRAPHY*NAME_CLASS*U,Guadarrama,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1066,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-25,MOLL,2024-03-02,FAULHABER,,,,,Guadarrama
BETA geoid 1462,GEOGRAPHY*NAME_CLASS*U,Buendía,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1277,,,,,,,,BETA bibid 8603,,,Q513533,,,,,,,,,,,,,,,,1991-11-25,MOLL,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q513533,Wikidata,2024-02-15,Buendía
BETA geoid 1463,GEOGRAPHY*NAME_CLASS*U,Azañón,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1314,,,,,,Wikidata,,BETA bibid 8603,,,Q55754498,,,,,,,,,,,,,,,,1991-11-25,MOLL,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q55754498,Wikidata,2021-05-03,Azañón
BETA geoid 1464,GEOGRAPHY*NAME_CLASS*U,Medina Sidonia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1667,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q642200,,,,,,,,,,,,,,,,1991-12-12,FAULHABER,2024-02-04,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q642200,Wikidata: Medina Sidonia,2024-02-04,Medina Sidonia
BETA geoid 1465,GEOGRAPHY*NAME_CLASS*U,Sanlúcar de Barrameda,!,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1614,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 4572,,,,,,,,,,,,,,,,,Se ha suprimido BETA geoid 1826 “San Lucas de Barrameda por ser duplicado de este registro,,1991-12-16,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://en.wikipedia.org/wiki/Sanl%C3%BAcar_de_Barrameda,Wikipedia,2013-01-28,Sanlúcar de Barrameda
BETA geoid 1466,GEOGRAPHY*NAME_CLASS*U,Toledo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*K,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-05,FAULHABER,2024-05-15,FAULHABER,,,,,Toledo (reino)
BETA geoid 1467,GEOGRAPHY*NAME_CLASS*U,Baeza,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1548,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-05,FAULHABER,2024-03-02,FAULHABER,,,,,Baeza
BETA geoid 1468,GEOGRAPHY*NAME_CLASS*U,Istanbul,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2179,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-12,FAULHABER,2023-10-21,FAULHABER,,,,,Istanbul
BETA geoid 1469,GEOGRAPHY*NAME_CLASS*U,Cuarto de Armuña,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,BETA bibid 4572,,,,,BETA manid 2539,,,,,,,,,,,,,,1992-01-25,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/La_Armu%C3%B1a,Wikipedia,2024-05-15,Cuarto de Armuña (región)
BETA geoid 1470,GEOGRAPHY*NAME_CLASS*U,Cornago,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1552,,,,,,,,BETA bibid 8603,,,Q346776,,,,,,,,,,,,,,,,1992-02-02,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q346776,FactGrid,2024-05-15,Cornago
BETA geoid 1471,GEOGRAPHY*NAME_CLASS*U,Moguer,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1671,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1992-02-05,MOLL,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://en.wikipedia.org/wiki/Moguer,Wikipedia,2019-03-07,Moguer
BETA geoid 1472,GEOGRAPHY*NAME_CLASS*U,Zahara,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-05,MOLL,2024-05-15,FAULHABER,,,,,Zahara
BETA geoid 1473,GEOGRAPHY*NAME_CLASS*U,Chicago,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1474,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,2024-05-15,FAULHABER,,,,,Chicago
BETA geoid 1474,GEOGRAPHY*NAME_CLASS*U,Illinois,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,2024-05-15,FAULHABER,,,,,Illinois (estado)
BETA geoid 1476,GEOGRAPHY*NAME_CLASS*U,Toronto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1477,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,,,,,,,Toronto
BETA geoid 1477,GEOGRAPHY*NAME_CLASS*U,Canada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1608,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,2024-05-15,FAULHABER,,,,,Canada (nación)
