LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 269,LIBRARY*NAME_CLASS*SHORT,Hispanic Society (HSA),,,,,,,613 W. 155th Street,New York,NY,U.S.,10032,212 926-2234,LIBRARY*PHONE_LOC*MAIN,,Mitchell A.,Codding,Dr.,Dear Mitch,Director (2016),,codding@hispanicsociety.org,LIBRARY*CONTACT_TYPE*M,1000 - 1615 ma-s,agosto,carta de recomendación,LIBRARY*FACILITIES*MICROFILM,,,,,LIBRARY*LIBCODE_CLASS*LC,NNH,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 1862,,,,,BETA geoid 1837,,BETA subid 1307,,,,,,,,1989-06-17,FAULHABER,2021-05-26,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://hispanicsociety.mlasolutions.com/m5/catalog/(S(5k4zap3smin0tuwwvkndcesy))/Default.aspx?internal=1&installation=Default,HSA Cat.,2020-03-13,New York: Hispanic Society (HSA)
BETA libid 270,LIBRARY*NAME_CLASS*SHORT,Lathrop C. Harper,,,,1967.0,,,,New York,NY,U.S.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,LIBRARY*TYPE*PRIV,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 1056,,,,,,,,,,,,,,,,,,,,,Librería que ya no existe.,,1989-06-17,FAULHABER,2024-01-05,FAULHABER,,,,,New York: Lathrop C. Harper
BETA libid 271,LIBRARY*NAME_CLASS*SHORT,Pierpont Morgan,,,,,,,Reading Room,New York,NY,U.S.,10016,(212) 685-0008,LIBRARY*PHONE_LOC*MAIN,,William,Voelkle,,,Curator of Manuscripts,,WVOELKLE@themorgan.org,,9:30-4 M-F,días festivos y 2 semanas en agosto,Carta de recomendación,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,2001-06-13,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 1305,,,Q398979,,,,,,,,,,"Conviene dar el núm. de adquisición además del núm. del {I}Check List{/I} de Thurston y Bühler para identificar los impresos; v.g., la trad. de la {I}Fiametta{/I} de Boccaccio (Salamanca, 1497) es “PML 667” y “ChL f 1742”",,1989-06-17,FAULHABER,2023-05-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,readingroom@morganlibrary.org,Morgan Library,2011-10-11,New York: Pierpont Morgan
BETA libid 272,LIBRARY*NAME_CLASS*SHORT,Public (NYPL),,,,,,,Fifth Avenue at 42d Street,New York,NY,U.S.,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,2000-01-28,,,,NN,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 6335,,,,,,,,,,,,,Los MSS se encuentran en la Manuscripts Collection; los libros en la Rare Books Collection (Room 328) y en la Spencer Collection (Room 308). Manuscripts y Rare Books se encuentran al fondo a la derecha entrando en la sala general (3{SS}r{ES} piso). En la Spencer Collection (Print Collection (13-18 horas) hay que pedir los materiales con un día de antelación. Para utilizar materiales de las “Special Collections” hay que sacar un carnet,,1989-06-17,FAULHABER,2019-10-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://catalog.nypl.org/,NYPL Catalog,2019-10-25,New York: Public (NYPL)
BETA libid 274,LIBRARY*NAME_CLASS*SHORT,Pública,,,,,,,"Plaza Marqués de Rafal, 1",Orihuela,Alicante,España,3300,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2016-12-21,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,bpeo@gva.es,BP Orihuela,2014-02-23,Orihuela: Pública
BETA libid 275,LIBRARY*NAME_CLASS*SHORT,Archivo Municipal,,,,,,,,Oviedo,Asturias,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2016-12-20,FAULHABER,,,,,Oviedo: Archivo Municipal
BETA libid 276,LIBRARY*NAME_CLASS*SHORT,Catedral,,,,,,,"Plaza de Alfonso II, s\n",Oviedo,Asturias,España,33003,,,,Raúl,Arias del Valle,,,Director (1990),(985) 21 67 16,,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,No está abierta al público,,1989-06-17,FAULHABER,2016-12-21,FAULHABER,,,,,Oviedo: Catedral
BETA libid 277,LIBRARY*NAME_CLASS*SHORT,Universidad,,,,,,,"San Francisco, 1",Oviedo,Asturias,España,33003,985104053,LIBRARY*PHONE_LOC*MAIN,,Ramón,Rodríguez Álvarez,,,Director (1990),985104051,ramon@uniovi.es,LIBRARY*CONTACT_TYPE*M,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BETA bibid 3952,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2016-12-16,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://buo.uniovi.es/,Patrimonio,2013-10-29,Oviedo: Universidad
BETA libid 278,LIBRARY*NAME_CLASS*SHORT,"Vigón, Paulino",,,,,,,,Oviedo,Asturias,España,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,¿{I}Nunc{/I}? Vigón Cortés era político asturiano de la época franquista,,1989-06-17,FAULHABER,2016-12-21,FAULHABER,,,,,"Oviedo: Vigón, Paulino"
BETA libid 279,LIBRARY*NAME_CLASS*SHORT,All Souls,,,,,,,,Oxford,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2016-11-26,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.lib.ox.ac.uk/libraries/guides/ASC.html,,2009-08-15,Oxford: All Souls
BETA libid 280,LIBRARY*NAME_CLASS*SHORT,Balliol,,,,,,,,Oxford,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2016-11-26,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.balliol.ox.ac.uk/library/index.asp,,2009-08-15,Oxford: Balliol
BETA libid 281,LIBRARY*NAME_CLASS*SHORT,Bodleian,,,,,,,Catte Street,Oxford,,United Kingdom,OX1 3BG,+ 01865 277162,LIBRARY*PHONE_LOC*MAIN,,Richard,Ovenden,,,Bodley’s Librarian,,,,term: l-v 0900-2200 s 0900-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2017-07-31,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bodleian.ox.ac.uk/bodley,Bodleian,2011-10-07,Oxford: Bodleian
BETA libid 282,LIBRARY*NAME_CLASS*SHORT,Dolphin Book Company,,,,,,,,Oxford,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2016-11-26,FAULHABER,,,,,Oxford: Dolphin Book Company
BETA libid 283,LIBRARY*NAME_CLASS*SHORT,Comunale,,,,,,,"Piazza Casa Professa, 1",Palermo,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-17,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://librarsi.comune.palermo.it/librarsi/export/bibliocomunale/biblioteca/index.html,Bibl. Comunale Palermo,2014-03-04,Palermo: Comunale
BETA libid 284,LIBRARY*NAME_CLASS*SHORT,Centrale,,,,,,,,Palermo,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-17,FAULHABER,2016-11-25,FAULHABER,,,,,Palermo: Centrale
BETA libid 285,LIBRARY*NAME_CLASS*SHORT,San Martino delle Scale,,,,,,,,Monreale,Palermo,Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 2584,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,"Dutschke: Cuando los MSS de San Martino delle Scale se dividieron en 1873, algunos quedaron en la abadía y los otros se repartieron entre la Biblioteca Comunale de Monreale, la Biblioteca del Seminario de Monreale, la Biblioteca Comunale de Palermo, la Biblioteca Comunale Liciniana de Termini Imerese, y la Biblioteca Centrale della Regione Siciliana ({I}olim{/I} Biblioteca Nazionale) de Palermo",,1989-06-17,FAULHABER,2016-11-25,FAULHABER,,,,,Monreale: San Martino delle Scale
BETA libid 286,LIBRARY*NAME_CLASS*SHORT,Archivo General de Navarra,,,,,,,c/Dos de Mayo s/n,Pamplona,,España,3101,+ 34 848 42 46 67,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2020-11-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.navarra.es/home_es/Temas/Turismo+ocio+y+cultura/Archivos/Archivos/Archivo+General+de+Navarra/,Navarra Archivos,2020-11-10,Pamplona: Archivo General de Navarra
BETA libid 287,LIBRARY*NAME_CLASS*SHORT,Archivo Provincial,,,,,,,,Pamplona,Navarra,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,¿Archivo General de Navarra?,verificar,1989-06-17,FAULHABER,2020-11-12,FAULHABER,,,,,Pamplona: Archivo Provincial
BETA libid 288,LIBRARY*NAME_CLASS*SHORT,Catedral,,,,,,,"Dormitalería, 5",Pamplona,Navarra,España,31001,(948) 22 79 5 0,,,José,Goñi Gaztambide,P.,Reverendo padre,Director (1990),,,LIBRARY*CONTACT_TYPE*M,16-20,Primera semana de agosto,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2016-12-15,FAULHABER,,,,,Pamplona: Catedral
BETA libid 289,LIBRARY*NAME_CLASS*SHORT,Biblioteca de Navarra,,,,,,,"Paseo Antonio Pérez Goyena, 3",Pamplona,Navarra,España,31001,848 42 77 97,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2072,I,xxvii,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2020-11-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bibliotecaspublicas.es/navarra/index.jsp,Biblioteca de Navarra,2011-08-11,Pamplona: Biblioteca de Navarra
BETA libid 290,LIBRARY*NAME_CLASS*SHORT,Arsenal,,,,,,,1 Rue de Sully,Paris,,France,75004,01.53.79.39.04,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 1202,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,"Wikipedia: El núcleo de su colección está formada por la biblioteca del 3. marquis d’Argenson, Antoine-René de Voyer de Paulmy d’Argenson, que la pudo colocar en el antiguo Arsenal de París por ser el {I}bailli{/I} de artillería. En 1787 la compró el comte d’Artois, hermano de Louis XVI, y él mismo rey Charles X de Francia(1824-1830). En 1797 la Directoire la declaró biblioteca pública nacional.",,1989-06-17,FAULHABER,2018-02-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://fr.wikipedia.org/wiki/Antoine-Ren%C3%A9_de_Voyer_de_Paulmy_d%27Argenson,Wikipedia,2013-03-08,Paris: Arsenal
BETA libid 291,LIBRARY*NAME_CLASS*SHORT,Mazarine,,,,,,,"23, Quai de Conti",Paris,,France,75006,01 44 41 44 06,LIBRARY*PHONE_LOC*MAIN,,Yann,Sordet,,,Directeur,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,,,1989-06-17,FAULHABER,2019-06-06,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bibliotheque-mazarine.fr/,Bibl. Mazarine,2011-10-07,Paris: Mazarine
BETA libid 292,LIBRARY*NAME_CLASS*SHORT,Nationale (BnF),,,,,,,"5, rue Vivienne",Paris,,France,75002 Cedex 02,33 |0| 1 53 79 59 59,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,lunes - viernes 1000 - 1800 (Richelieu Département des manuscrits),domingo,pasaporte,LIBRARY*FACILITIES*COMPUTER,LIBRARY*CALL_TYPE*V,1991-09-26,Charles Faulhaber,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 5207,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 5744,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,"Los MSS están en el edificio de la rue Richelieu; los incunables y libros raros, en el edificio François-Mitterand (rue Tolbiac).<br /><br />Se puede utilizar una máquina fotográfica sólo en los casos en que no existe microfilm ni facsímil digitalizado y sólo si la condición del tomo lo permite. En todo caso, hay que pedir permiso al personal de la sala.<br /><br />Acceso Tolbiac:<br />Métro Lignes 6 (Quai de la gare), 14 et RER C (Bibliothèque François-Mitterrand)<br />Bus:Lignes 89, 62, 64, 132 et 325<br /><br />Acceso Richelieu: <br />Métro: Lignes 3 (Bourse),1 et 7 (Palais-Royal), 7 et 14 (Pyramides)<br />Bus; Lignes 20, 29, 39, 67, 74, 85",,1989-06-17,FAULHABER,2022-02-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,www.bnf.fr,BnF,2012-04-11,Paris: Nationale (BnF)
BETA libid 293,LIBRARY*NAME_CLASS*SHORT,Sainte-Geneviève,,,,,,,,Paris,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,,,1989-06-17,FAULHABER,2019-06-06,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www-bsg.univ-paris1.fr/home.htm,Bibl. Sainte-Geneviève,2009-08-15,Paris: Sainte-Geneviève
BETA libid 294,LIBRARY*NAME_CLASS*SHORT,Palatina,,,,,,,Palazzo della Pilotta,Parma,,Italia,43100,0521.282217,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-17,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,palatina@ipruniv.cce.unipr.it,,,Parma: Palatina
BETA libid 295,LIBRARY*NAME_CLASS*SHORT,Palau,,,,,,,,Perelada,Girona,España,17491,(972) 53 81 25,,,Inés,Padrosa Gorgot,Srta.,Estimada Srta. Padrosa,Bibliotecaria,(972) 53 81 25,,LIBRARY*CONTACT_TYPE*M,10-13 l-v,domingos,,,LIBRARY*CALL_TYPE*V,1995-04-22,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,BETA bibid 3492,,,,,,,,,,,,,"Se puede visitar los sábados previa cita; es aconsejable llamar de antemano en cualquier caso. Biblioteca formada originalmente por Antoni de Rocabertí, conde de Zavellá, y su hermano, Tomás de Rocabertí, conde de Perelada, ca. 1888, y vendida, junto con el palacio, a Miquel Mateu i Llopis en 1923. Actualmente pertenece a los herederos de éste",,1989-06-17,FAULHABER,2021-08-08,FAULHABER,,,,,Perelada: Palau
BETA libid 296,LIBRARY*NAME_CLASS*SHORT,Municipale,,,,,,,15 rue Emile Zola,Perpignan,Languedoc-Rousillon,France,66 000,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1002,,BETA subid 1289,,,,,,,,1989-06-17,FAULHABER,2024-06-26,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://mediatheque.perpignan.fr/,Perpignan Bibliothèques municipales,2011-08-06,Perpignan: Municipale
BETA libid 297,LIBRARY*NAME_CLASS*SHORT,Comunale Augusta,,,,,,,,Perugia,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-17,FAULHABER,2016-11-25,FAULHABER,,,,,Perugia: Comunale Augusta
BETA libid 298,LIBRARY*NAME_CLASS*SHORT,College of Physicians,,,,,,,19 S. 22d Street,Philadelphia,PA,U.S.,19103-3097,,,,Sophie,Sereda,Ms.,,Director (2009),,,,,,,,LIBRARY*CALL_TYPE*V,2009-12-29,Charles Faulhaber,"Consultado Antonio Villardiga, {I}Juyzio para el año de M.d.{/I}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1837,,BETA subid 1307,,,,,,Fundado 1787,,1989-06-17,FAULHABER,2016-12-17,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,www.collphyphil.org,,2009-12-29,Philadelphia: College of Physicians
BETA libid 299,LIBRARY*NAME_CLASS*SHORT,Free Library,,,,,,,,Philadelphia,PA,U.S.,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,2009-12-28,Charles Faulhaber,Consultado MS Lewis E-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-17,FAULHABER,2009-12-29,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.library.phila.gov/,,2009-08-15,Philadelphia: Free Library
BETA libid 300,LIBRARY*NAME_CLASS*SHORT,Rosenbach,,,,,,,2008-2010 DeLancey Place,Philadelphia,PA,U.S.,19103,(215) 732-1600,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-17,FAULHABER,2023-04-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,info@rosenbach.org,Rosenbach,2023-04-12,Philadelphia: Rosenbach
BETA libid 301,LIBRARY*NAME_CLASS*SHORT,U. of Pennsylvania (Van Pelt),,,,,,,University of Pennsylvania,Philadelphia,PA,U.S.,19104-6206,215 898-7808,LIBRARY*PHONE_LOC*MAIN,,David,McKnight,Mr.,,Director,215 746-5829,dmcknigh@pobox.upenn.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1837,,BETA subid 1307,,,,,,,,1989-06-17,FAULHABER,2016-12-16,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,rbml@pobox.upenn.edu,,,Philadelphia: U. of Pennsylvania (Van Pelt)
BETA libid 303,LIBRARY*NAME_CLASS*SHORT,Archivo Municipal,,,,,,,,Plasencia,,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-17,FAULHABER,2016-12-20,FAULHABER,,,,,Plasencia: Archivo Municipal
BETA libid 304,LIBRARY*NAME_CLASS*SHORT,Pública,,,,,,,"Rua de Dom João IV, 17",Porto,,Portugal,4049-017,(+351) 225 193 480,LIBRARY*PHONE_LOC*MAIN,,Maria João,Sampaio,Dra.,,Diretora da Biblioteca,,,,l-v 1000 - 1800 Sala de Coleções Especiais “Eugénio de Andrade”),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 8447,,,,,,,,,,,,,,,1989-06-17,FAULHABER,2021-01-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bmp.cm-porto.pt/bpmp,Bibl. Municipal,2021-01-10,Porto: Pública
BETA libid 305,LIBRARY*NAME_CLASS*SHORT,Bishop’s House,,,,,,,Edinburgh Road,Portsmouth,Hampshire,United Kingdom,PO1 3HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2016-11-26,FAULHABER,,,,,Portsmouth: Bishop’s House
BETA libid 306,LIBRARY*NAME_CLASS*SHORT,Univerzita Karlova,,,,,,,Ovocný trh 560/5,Praha,"1, 116 36",Česká republika,"1, 116 36",+420 222 322 627,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2489,,BETA subid 1295,,,,,,,,1989-06-17,FAULHABER,2022-02-20,FAULHABER,,,,,Praha: Univerzita Karlova
BETA libid 307,LIBRARY*NAME_CLASS*SHORT,Princeton University (Firestone),,,,,,,One Washington Road,Princeton,NJ,U.S.,08544-2098,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2009-10-21,FAULHABER,,,,,Princeton: Princeton University (Firestone)
BETA libid 308,LIBRARY*NAME_CLASS*SHORT,Brown University (John Carter Brown),,,,,,,,Providence,RI,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2009-10-21,FAULHABER,,,,,Providence: Brown University (John Carter Brown)
BETA libid 309,LIBRARY*NAME_CLASS*SHORT,Brown University (Annmary Brown Memorial),,,,,,,,Providence,RI,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 5527,,,,,,,,,,,,,,,,,,,,,Wikipedia 2020-03-24: su colección de más de 450 incunables se trasladó en 1990 a la John Hay Library de la misma Brown University,,1989-06-14,FAULHABER,2020-03-24,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://dl.lib.brown.edu/libweb/about/amb/,Brown University,2009-08-15,Providence: Brown University (Annmary Brown Memorial)
BETA libid 310,LIBRARY*NAME_CLASS*SHORT,Nacional,,,,,,,Av. Rio Branco 219,Rio de Janeiro,,Brazil,,,,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,1994-01-10,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2014-02-04,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bn.br/portal/,BN Brasil,2014-02-04,Rio de Janeiro: Nacional
BETA libid 311,LIBRARY*NAME_CLASS*SHORT,Casanatense,,,,,,Mancuso,Via Sant’Ignazio 52,Roma,,Italia,00186,,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2665,,12,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-14,FAULHABER,2016-11-25,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.casanatense.it/,Biblioteca Casanatense,2011-08-05,Roma: Casanatense
BETA libid 312,LIBRARY*NAME_CLASS*SHORT,Università (Alessandrina),,,,,,Mancuso,"Università degli Studi di Roma I, “La Sapienza”",Roma,,Italia,00185,0039 0644740220,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,,,,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 5233,,,,,,,,BETA bibid 2665,,12,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-14,FAULHABER,2018-07-01,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://opacbiblioroma.cineca.it/,Biblioteca Alessandrina Catalogo,2011-08-08,Roma: Università (Alessandrina)
BETA libid 313,LIBRARY*NAME_CLASS*SHORT,Vaticana (Capella Giulia),,,,,,,Porta Angelica,Roma,,Vatican,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA subid 1308,,,,,,,,1989-06-14,FAULHABER,2016-11-25,FAULHABER,,,,,Roma: Vaticana (Capella Giulia)
BETA libid 314,LIBRARY*NAME_CLASS*SHORT,Vaticana,,,,,,Mancuso,Porta Angelica,Roma,,Vatican,,,,,Leonard,Boyle,,,Praefectus,,,,,,,,,,,,,,LIBRARY*CLASS*ECCL,,,,,,,,,,,,,,,,,,,,,BETA bibid 2665,,12,,,,,BETA subid 1308,,,,,,,,1989-06-14,FAULHABER,2017-06-18,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.vaticanlibrary.va/,BAV,2012-04-19,Roma: Vaticana
