LIBID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,ADDRESS,CITY,STATE,COUNTRY,PCODE,PHONE,PHONE_LOC,TELEX,CONTACT_FNAME,CONTACT_LNAME,CONTACT_TITLE,CONTACT_SALUTATION,CONTACT_POSITION,CONTACT_PHONE,CONTACT_EMAIL,CONTACT_TYPE,LIBRARY_HOURS,LIBRARY_CLOSED,LIBRARY_DOCUMENTS,LIBRARY_FACILITIES,CALL_TYPE,CALL_DATE,CALL_PERSON,CALL_NOTE,LIBCODE_CLASS,LIBCODE,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA libid 251,LIBRARY*NAME_CLASS*CURRENT,Abbazia di Montecassino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 253,LIBRARY*NAME_CLASS*SHORT,McGill University (Medical),,,,,,,,Montreal,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-17,FAULHABER,2024-09-19,FAULHABER,,,,,Montreal: McGill University (Medical)
BETA libid 253,LIBRARY*NAME_CLASS*CURRENT,McGill University Medical Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 256,LIBRARY*NAME_CLASS*SHORT,Publicnaja Istoriceskaya,,,,,,,,Moskva,,Russia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2973,,,,,,,,,,,,,,,,,BETA bibid 3760,,145,76,,,,,,,,,,,Las 'c' en Publicnaja y Istoriceskaja son palatales y deben llevar una caret inversa,1989-06-17,FAULHABER,2024-09-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.shpl.ru,State Historical,2011-08-09,Moskva: Publicnaja Istoriceskaya
BETA libid 256,LIBRARY*NAME_CLASS*OTHR,State Public Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 256,LIBRARY*NAME_CLASS*CURRENT,Gosudarstwennaja Publicnaja Istoriceskaya Biblioteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 265,LIBRARY*NAME_CLASS*SHORT,Tulane University,,,,,,,7001 Freret Street,New Orleans,LA,U.S.,70118,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-17,FAULHABER,2024-09-19,FAULHABER,,,,,New Orleans: Tulane University
BETA libid 265,LIBRARY*NAME_CLASS*CURRENT,Tulane University Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 265,LIBRARY*NAME_CLASS*OTHR,Howard-Tilton Memorial Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 297,LIBRARY*NAME_CLASS*SHORT,Comunale Augusta,,,,,,,,Perugia,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2975,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-17,FAULHABER,2024-09-19,FAULHABER,,,,,Perugia: Comunale Augusta
BETA libid 297,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Comunale Augusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 305,LIBRARY*NAME_CLASS*SHORT,Bishop’s House,,,,,,,Edinburgh Road,Portsmouth,Hampshire,United Kingdom,PO1 3HG,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2976,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-17,FAULHABER,2024-09-19,FAULHABER,,,,,Portsmouth: Bishop’s House
BETA libid 305,LIBRARY*NAME_CLASS*CURRENT,Bishop’s House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 307,LIBRARY*NAME_CLASS*SHORT,Princeton University (Firestone),,,,,,,One Washington Road,Princeton,NJ,U.S.,08544-2098,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-19,FAULHABER,,,,,Princeton: Princeton University (Firestone)
BETA libid 307,LIBRARY*NAME_CLASS*CURRENT,Princeton University. Firestone Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 322,LIBRARY*NAME_CLASS*SHORT,Studienbibliothek,,,,,,,,Salzburg,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,,,,,Salzburg: Studienbibliothek
BETA libid 322,LIBRARY*NAME_CLASS*CURRENT,Bundesstaatliche Studienbibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 323,LIBRARY*NAME_CLASS*SHORT,Casa del Libro,,,,,,,255 calle del Cristo,San Juan,PR,U.S.,00901,(787) 723-0354,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-19,FAULHABER,,,,,San Juan: Casa del Libro
BETA libid 323,LIBRARY*NAME_CLASS*CURRENT,Casa del Libro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 324,LIBRARY*NAME_CLASS*SHORT,Huntington,,,,,,,1151 Oxford Road,San Marino,CA,U.S.,91108,(626) 405-2100,LIBRARY*PHONE_LOC*Principal,,,,,,,,,,,,,,LIBRARY*CALL_TYPE*V,,Charles Faulhaber,Looked at unique Huntington incunabula,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 3106,,,,,,,,,,,,,,,,,BETA bibid 8508,,,,BETA bioid 2637,BETA geoid 1837,,BETA subid 1307,,,,,,Faulhaber 2020 catalogó los incunables adqueridos a los Maggs. Bros. de Londres a través del librero Otto H.F. Vollbehr<br />,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.huntington.org/,Huntington,2024-02-11,San Marino: Huntington
BETA libid 324,LIBRARY*NAME_CLASS*CURRENT,"The Huntington Library, Art Collections, and Botanical Gardens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 332,LIBRARY*NAME_CLASS*SHORT,Ayuntamiento,,,,,,,,Sevilla,,España,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 1003,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 11260,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-14,FAULHABER,2024-09-01,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.sevilla.org/impe/sevilla/contenido?pag=/contenidos/cultura/tramites/Tramite3&idActivo=C644&idSeccion=C644,,2009-08-15,Sevilla: Ayuntamiento
BETA libid 332,LIBRARY*NAME_CLASS*CURRENT,Archivo Municipal del Ayuntamiento de Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 341,LIBRARY*NAME_CLASS*SHORT,Laurence Witten Rare Books,,,,,,,,Southport,CT,U.S.,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,,,,,Southport: Laurence Witten Rare Books
BETA libid 341,LIBRARY*NAME_CLASS*CURRENT,Laurence Witten Rare Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 343,LIBRARY*NAME_CLASS*SHORT,College,,,,,,,,Stonyhurst,"Clitheroe, Lancashire",United Kingdom,BB7 9PZ,01254 826345,LIBRARY*PHONE_LOC*MAIN,,Jan,Graffius,Curator,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2982,,,,,,,,,,,,,,,,,,,,,,BETA geoid 2543,,BETA subid 1293,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.stonyhurst.ac.uk/page/?title=Historical+Collections+%26+Archives&pid=22,Stonyhurst College,2012-04-10,Stonyhurst: College
BETA libid 343,LIBRARY*NAME_CLASS*CURRENT,Stonyhurst College,,,,,,,,,,,,01254 827132,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,graffius@stonyhurst.ac.uk,Stonyhurst College,2012-04-10,
BETA libid 345,LIBRARY*NAME_CLASS*SHORT,Württembergische Landesbibliothek,,,,,,,Konrad-Adenauer-Str. 8,Stuttgart,,Deutschland,D-70173,+49 711-212-4454,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2983,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1248,,BETA subid 1291,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.wlb-stuttgart.de/,,2012-01-02,Stuttgart: Württembergische Landesbibliothek
BETA libid 345,LIBRARY*NAME_CLASS*CURRENT,Württembergische Landesbibliothek Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 348,LIBRARY*NAME_CLASS*SHORT,Universidad,,,,,,,"C/ Delegado Barreto, s/n",La Laguna de Tenerife,Canarias,España,38207,922317830,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2984,,,,,,,,,,,,,,,,LIBRARY*RELATED_BIBCLASS*CAT,BETA bibid 1631,,5,,,BETA geoid 1004,,BETA subid 1304,,,,,,"López Estrada 1947:5:.“El fondo principal procede, pues, de la Biblioteca de los dominicos, y también vino a parar aquí la que sería probablemente importante Biblioteca de los Agustinos”.<br /> <br />Según el mismo la Biblioteca Universitaria creada en 1817 se incorporó al Instituto y a partir de 1852 tomó el nombre de Biblioteca Provincial y del Instituto de Canarias que sólo en 1943 pasó a ser Biblioteca Universitaria",,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bbtk.ull.es/view/institucional/bbtk/Inicio/es,U. de La Laguna,2012-04-04,La Laguna de Tenerife: Universidad
BETA libid 348,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Universitaria. General y de Humanidades,,,,,,,,,,,,922317451,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 348,LIBRARY*NAME_CLASS*FORMER,Biblioteca Provincial y del Instituto de Canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 348,LIBRARY*NAME_CLASS*OTHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 354,LIBRARY*NAME_CLASS*SHORT,Nazionale,,,,,,,Piazza Carlo Alberto 3,Torino,Torino,Italia,10123,,,,Roberto,Di Carlo,Direttore,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2985,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bnto.librari.beniculturali.it/,Biblioteca Nazionale Universitaria,2011-06-25,Torino: Nazionale
BETA libid 354,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Nazionale Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,mbac-bu-to@mailcert.beniculturali.it,Biblioteca Nazionale Universitaria,,
BETA libid 355,LIBRARY*NAME_CLASS*SHORT,Universitet,,,,,,,"Carolina Rediviva, Dag Hammarskjölds väg 1",Uppsala,,Sverige,,018-471 39 00,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2986,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1392,,BETA subid 1301,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,info@ub.uu.se,Uppsala U.,2015-11-25,Uppsala: Universitet
BETA libid 355,LIBRARY*NAME_CLASS*CURRENT,Universitetsbiblioteket,,,,,,,,,,,,018-471 39 13,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,"l-mi 0900-1630, j 0900-1900, v 0900-1630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 356,LIBRARY*NAME_CLASS*SHORT,University of Illinois,,,,,,,,Urbana,IL,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,,,,,Urbana: University of Illinois
BETA libid 356,LIBRARY*NAME_CLASS*CURRENT,University Library. University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 368,LIBRARY*NAME_CLASS*SHORT,Museo Massó,,,,,,,"C/ Montero Ríos, s/n",Bueu [Vigo],Pontevedra,España,36930,986321838,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2988,,,,,,,,,,,,,,,,,BETA bibid 3952,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://museomasso.blogspot.com/,Museo Massó,2012-04-08,Bueu [Vigo]: Museo Massó
BETA libid 368,LIBRARY*NAME_CLASS*CURRENT,Museo Massó,,,,,,,,,,,,986321838,LIBRARY*PHONE_LOC*FAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 7082,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,biblioteca.museo.masso@xunta.es,Museo Massó,2012-04-08,
BETA libid 368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 1267,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 378,LIBRARY*NAME_CLASS*CURRENT,Williams College. Chapin Library,,,,,,,26 Hopkins Hall Drive,Williamstown,MA,U.S.,01267,(413) 597-2462,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forma parte de la Sawyer Special Collections Library,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://chapin.williams.edu/,Williams College,2009-08-15,Williamstown: Williams College (Chapin)
BETA libid 378,LIBRARY*NAME_CLASS*SHORT,Williams College (Chapin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 379,LIBRARY*NAME_CLASS*SHORT,Herzog-August,,,,,,,,Wolfenbuttel,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*SPEC,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2990,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1248,,BETA subid 1291,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.hab.de/,,2009-08-15,Wolfenbuttel: Herzog-August
BETA libid 379,LIBRARY*NAME_CLASS*CURRENT,Herzog August Bibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 380,LIBRARY*NAME_CLASS*SHORT,Mary S. Collins Estate,,,,,,,,Wyncote,PA,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2991,,,,,,,,,,,,,,,,,BETA bibid 2857,,,,,,,,,,,,,"Biblioteca de paradero desconocido, probablemente dispersada después de la muerte de su dueño",,1989-06-15,FAULHABER,2024-09-20,FAULHABER,,,,,Wyncote: Mary S. Collins Estate
BETA libid 380,LIBRARY*NAME_CLASS*CURRENT,Mary S. Collins Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 380,LIBRARY*NAME_CLASS*FORMER,Mary S. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 395,LIBRARY*NAME_CLASS*SHORT,"Scheide, John H.",,,,,,,,Princeton,NJ,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Es de presumer que la mayor parte de los libros de John H. Scheide (1875-1942) ya forman parte de la Scheide Library, una biblioteca particular, que sin embargo se encuentra ubicada dentro de la Princeton University Library.",,1989-06-14,FAULHABER,2024-09-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://library.princeton.edu/libraries/firestone/rbsc/aids/scheidedocs/,Princeton University Library,2013-08-04,"Princeton: Scheide, John H."
BETA libid 395,LIBRARY*NAME_CLASS*CURRENT,"Scheide, John H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://www.princeton.edu/~rbsc/department/scheide/,Princeton University Library,2013-08-04,
BETA libid 404,LIBRARY*NAME_CLASS*SHORT,"Askins, Arthur L-F.",,,,,,,7097 Redwing Place,Longmont,CO,U.S.,80503,303 527-0474,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Biblioteca particular de Arthur L-F. Askins, el encargado principal de BITAGAP",,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,alfa@berkeley.edu,,,"Longmont: Askins, Arthur L-F."
BETA libid 404,LIBRARY*NAME_CLASS*CURRENT,"Askins, Arthur L-F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 405,LIBRARY*NAME_CLASS*SHORT,Pennsylvania State University,,,,,,,,State College,PA,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,,,,,State College: Pennsylvania State University
BETA libid 405,LIBRARY*NAME_CLASS*CURRENT,Pennsylvania State University Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 407,LIBRARY*NAME_CLASS*SHORT,Delstrès,,,,,,,"Vall, 5",Canet del Mar,Barcelona,España,08360,+34 937 954 994,LIBRARY*PHONE_LOC*MAIN,,Pelegrí,Haro,Sr. D.,Estimado señor,Director,,,,,,,,,,,,,,LIBRARY*CLASS*BKDL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2995,,,,,,,LIBRARY*RELATED_INSCLASS*CFR,,BETA insid 5373,,,,,,,,,,,,,BETA geoid 1004,,BETA subid 1304,,,,,,"Cerró sus puertas ca. 1999 en c/ Banys Nous, 6 (Barcelona), convirtiéndose en la Casa de Subhastes de Barcelona (libid 761) y luego trasladándose a Canet del Mar, donde se encontraba en 2016<br />",,1989-06-14,FAULHABER,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.delstres.es/index.php?i=esp,Delstrès,2016-06-20,Canet del Mar: Delstrès
BETA libid 407,LIBRARY*NAME_CLASS*CURRENT,Delstre’s. Llibreria Antiquària,,,,,,,,,,,,,,,Ramon,Soley,Sr. D.,Estimado señor,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*EMA,info@delstres.es,Delstrès,2016-06-20,
BETA libid 407,LIBRARY*NAME_CLASS*OTHR,Llibreria Antiquària Delstre’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 409,LIBRARY*NAME_CLASS*SHORT,Universidad de Santo Tomás,,,,,,,,Manila,,Philipines,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-14,FAULHABER,2024-09-20,FAULHABER,,,,,Manila: Universidad de Santo Tomás
BETA libid 409,LIBRARY*NAME_CLASS*CURRENT,Biblioteca Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 410,LIBRARY*NAME_CLASS*SHORT,"Waller, Martha S.",,,,,,,Butler University,Indianapolis,IN,U.S.,,317 283-9223,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PRIV,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2997,,,,,,,,,,,,,,,,,BETA bibid 1316,,,,BETA bioid 8741,,,,,,,,,"Erudita norteamericana (1920-) que trabajaba en la trad. castellana del {I}Regimiento de los príncipes{/I} de Aegidius Romanus. Cedió sus materiales, sobre todo el microfilm del MS 26.I.5 a Charles Faulhaber en Berkeley",,1989-06-16,FAULHABER,2024-09-20,FAULHABER,,,,,"Indianapolis: Waller, Martha S."
BETA libid 410,LIBRARY*NAME_CLASS*FORMER,"Waller, Martha S.",,,,,,,Department of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 410,,,,,,,,,4600 Sunset Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA libid 416,LIBRARY*NAME_CLASS*SHORT,San Pedro de Poyo. Monasterio,,,,,,,,Poyo,Pontevedra,,36080,+34 986770258,LIBRARY*PHONE_LOC*MAIN,,,,,,,,,,,,,,,,,,,,,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-10-05,MOLL,2024-09-20,FAULHABER,UNIVERSAL*INTERNET_CLASS*EMA,bibliotecamonasteriopoio@gmail.com,,2021-01-07,Poyo: San Pedro de Poyo. Monasterio
BETA libid 416,LIBRARY*NAME_CLASS*CURRENT,Biblioteca del Monasterio de San Pedro de Poyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://www.mercedarios.com/,,2021-01-07,
BETA libid 418,LIBRARY*NAME_CLASS*SHORT,Civica “Dott. F. Corradi”,,,,,,,,Sanremo,,Italia,,,,,,,,,,,,,,,,,,,,,,,LIBRARY*CLASS*PUBL,,LIBRARY*RELATED_GEOCLASS*L,,BETA geoid 2999,,,,,,,,,,,,,,,,,,,,,,BETA geoid 1029,,BETA subid 1292,,,,,,,,1989-11-16,MOLL,2024-09-20,FAULHABER,,,,,Sanremo: Civica “Dott. F. Corradi”
