Unnamed: 0,GEOID,TYPE,MONIKER / NAME,INTERNET_ADDRESS
1692,BITAGAP geoid 2914,GEOGRAPHY*TYPE*T,Anagaria,
1693,BITAGAP geoid 2915,GEOGRAPHY*TYPE*T,Felgueiras,
1694,BITAGAP geoid 2916,GEOGRAPHY*TYPE*COU,Couto do Mosteiro de Alcobaça (couto),
1695,BITAGAP geoid 2917,GEOGRAPHY*TYPE*T,Pinho [São Pedro do Sul],https://www.wikidata.org/wiki/Q111939
1696,BITAGAP geoid 2918,GEOGRAPHY*TYPE*T,Vilar da Veiga,
1697,BITAGAP geoid 2919,GEOGRAPHY*TYPE*T,Ousilhão,
1698,BITAGAP geoid 2921,GEOGRAPHY*TYPE*C,Oliveira de Azeméis (concelho - município),
1699,BITAGAP geoid 2922,GEOGRAPHY*TYPE*T,Peral [de Óbidos],
1700,BITAGAP geoid 2923,GEOGRAPHY*TYPE*T,Quintelo,
1701,BITAGAP geoid 2924,GEOGRAPHY*TYPE*T,Porto da Carne,
1702,BITAGAP geoid 2925,GEOGRAPHY*TYPE*T,Santa Maria do Eseno,
1703,BITAGAP geoid 2926,TYPE T,São Cosmado,
1704,BITAGAP geoid 2927,GEOGRAPHY*TYPE*QUI,Arneta (quinta),
1705,BITAGAP geoid 2928,GEOGRAPHY*TYPE*TERRA,Terra e celeiro de Moçâmedes (terra),
1706,BITAGAP geoid 2929,GEOGRAPHY*TYPE*FREG,São Miguel do Mato (freguesia),https://www.wikidata.org/wiki/Q154233
1707,BITAGAP geoid 2930,GEOGRAPHY*TYPE*JUL,Julgado de Lafões (julgado),
1708,BITAGAP geoid 2931,GEOGRAPHY*TYPE*T,Rossas,
1709,BITAGAP geoid 2932,GEOGRAPHY*TYPE*T,Vilela,
1711,BITAGAP geoid 2934,GEOGRAPHY*TYPE*T,Candemil,
1712,BITAGAP geoid 2935,GEOGRAPHY*TYPE*C,Gestaçô (concelho - município),
1713,BITAGAP geoid 2936,GEOGRAPHY*TYPE*T,Vila de São Miguel,
1714,BITAGAP geoid 2937,GEOGRAPHY*TYPE*I,Igreja de Santiago (igreja - sé),
1715,BITAGAP geoid 2938,GEOGRAPHY*TYPE*X,São Paio (outra),
1716,BITAGAP geoid 2939,GEOGRAPHY*TYPE*T,Miragaia,
1717,BITAGAP geoid 2940,GEOGRAPHY*TYPE*LUG,Ovelas (lugar - local),
1718,BITAGAP geoid 2941,GEOGRAPHY*TYPE*T,Teruel,
1719,BITAGAP geoid 2942,GEOGRAPHY*TYPE*T,Aldeia de João,
1720,BITAGAP geoid 2943,GEOGRAPHY*TYPE*LUG,Ribas de Alenquer (lugar - local),
1721,BITAGAP geoid 2944,GEOGRAPHY*TYPE*T,Teixeira,
1722,BITAGAP geoid 2945,GEOGRAPHY*TYPE*T,Ancede,
1723,BITAGAP geoid 2946,GEOGRAPHY*TYPE*T,Fresulfe,
1724,BITAGAP geoid 2947,GEOGRAPHY*TYPE*FREG,Freguesia de Santa Justa (freguesia),
1725,BITAGAP geoid 2948,GEOGRAPHY*TYPE*FREG,Freguesia de São Vicente de Fora (freguesia),
1726,BITAGAP geoid 2949,GEOGRAPHY*TYPE*M,Mosteiro São Domingos (mosteiro - convento),
1727,BITAGAP geoid 2950,GEOGRAPHY*TYPE*L,"Porta de São Lourenço (porta, praça, rua, fonte)",
1728,BITAGAP geoid 2951,GEOGRAPHY*TYPE*V,Ermida de Santa Maria da Escada (ermida),
1729,BITAGAP geoid 2952,GEOGRAPHY*TYPE*L,"Porta de Santa Catarina (porta, praça, rua, fonte)",
1730,BITAGAP geoid 2953,GEOGRAPHY*TYPE*L,"Porta de São Vicente (porta, praça, rua, fonte)",
1731,BITAGAP geoid 2954,GEOGRAPHY*TYPE*L,"Porta de Santo Antão (porta, praça, rua, fonte)",
1732,BITAGAP geoid 2955,GEOGRAPHY*TYPE*CAB,Cabo de São Vicente (cabo),
1733,BITAGAP geoid 2956,GEOGRAPHY*TYPE*FREG,Freguesia de Sagres (freguesia),
1734,BITAGAP geoid 2957,GEOGRAPHY*TYPE*C,Concelho de Vila do Bispo (concelho - município),
1735,BITAGAP geoid 2958,GEOGRAPHY*TYPE*FREG,Freguesia de São Gião (freguesia),
1736,BITAGAP geoid 2959,GEOGRAPHY*TYPE*L,"Rua das Esteiras (porta, praça, rua, fonte)",
1737,BITAGAP geoid 2960,GEOGRAPHY*TYPE*L,"Rua da Calcetaria (porta, praça, rua, fonte)",
1738,BITAGAP geoid 2962,GEOGRAPHY*TYPE*L,"Rua do Ouro (porta, praça, rua, fonte)",
1739,BITAGAP geoid 2963,GEOGRAPHY*TYPE*T,Pinho [Boticas],https://www.wikidata.org/wiki/Q194953
1740,BITAGAP geoid 2965,GEOGRAPHY*TYPE*F,Castelo de Alcácer do Sal (castelo),
1741,BITAGAP geoid 2966,GEOGRAPHY*TYPE*T,Figueiredo,
1742,BITAGAP geoid 2967,GEOGRAPHY*TYPE*JUL,Julgado de Monção (julgado),
1743,BITAGAP geoid 2968,GEOGRAPHY*TYPE*FREG,Freguesia de Espinhosela (freguesia),
1744,BITAGAP geoid 2969,TYPE T,Covelas,
1745,BITAGAP geoid 2970,TYPE T,Vila Seca,
1746,BITAGAP geoid 2971,GEOGRAPHY*TYPE*T,Valbom,
1747,BITAGAP geoid 2972,GEOGRAPHY*TYPE*L,"Porta de São Nicolau (porta, praça, rua, fonte)",
1748,BITAGAP geoid 2973,GEOGRAPHY*TYPE*QUI,Quinta dos Casais do Julgado de Sanfins (quinta),
1749,BITAGAP geoid 2974,GEOGRAPHY*TYPE*JUL,Julgado de Gestaçô (julgado),
1750,BITAGAP geoid 2976,GEOGRAPHY*TYPE*C,Concelho de Lafões (concelho - município),
1751,BITAGAP geoid 2977,GEOGRAPHY*TYPE*T,Alcáçova (Elvas),
1754,BITAGAP geoid 2979,GEOGRAPHY*TYPE*T,Campo de Ourique,
1755,BITAGAP geoid 2980,GEOGRAPHY*TYPE*T,Vilas Boas,
1756,BITAGAP geoid 2981,GEOGRAPHY*TYPE*T,Almargem,
1757,BITAGAP geoid 2982,GEOGRAPHY*TYPE*FREG,Pernes (freguesia),
1758,BITAGAP geoid 2983,GEOGRAPHY*TYPE*I,Iglesia de San Francisco (igreja - sé),
1759,BITAGAP geoid 2984,GEOGRAPHY*TYPE*T,Cárquere,https://www.wikidata.org/wiki/Q93491
1760,BITAGAP geoid 2985,GEOGRAPHY*TYPE*T,Capinha,
1761,BITAGAP geoid 2986,GEOGRAPHY*TYPE*JUL,Julgado de Valença (julgado),
1762,BITAGAP geoid 2987,GEOGRAPHY*TYPE*C,Urros (concelho - município),
1763,BITAGAP geoid 2988,GEOGRAPHY*TYPE*JUL,Peredo (julgado),
1764,BITAGAP geoid 2989,GEOGRAPHY*TYPE*LUG,Castedo (lugar - local),
1765,BITAGAP geoid 2990,GEOGRAPHY*TYPE*LUG,Souto da Velha (lugar - local),
1766,BITAGAP geoid 2991,GEOGRAPHY*TYPE*F,Castelo da Lousa (castelo),
1767,BITAGAP geoid 2992,GEOGRAPHY*TYPE*T,Maçores,
1769,BITAGAP geoid 2994,GEOGRAPHY*TYPE*T,Soajo,
1770,BITAGAP geoid 2995,GEOGRAPHY*TYPE*T,Troviscoso,
1771,BITAGAP geoid 2997,GEOGRAPHY*TYPE*T,Abadim,
1772,BITAGAP geoid 2998,GEOGRAPHY*TYPE*LUG,Virtudes (lugar - local),
1773,BITAGAP geoid 3000,GEOGRAPHY*TYPE*M,Mosteiro de Santos-o-Velho (mosteiro - convento),
1774,BITAGAP geoid 3001,GEOGRAPHY*TYPE*FREG,Santos-o-Velho (freguesia),
1775,BITAGAP geoid 3002,GEOGRAPHY*TYPE*FREG,Estrela (freguesia),
1776,BITAGAP geoid 3003,GEOGRAPHY*TYPE*M,Convento de Santos-o-Novo (mosteiro - convento),
1777,BITAGAP geoid 3004,GEOGRAPHY*TYPE*LUG,Xabregas (lugar - local),
1778,BITAGAP geoid 3005,GEOGRAPHY*TYPE*FREG,Penha de França (freguesia),
1779,BITAGAP geoid 3007,TYPE*I,Sé Patriarcal de Lisboa,
1780,BITAGAP geoid 3008,GEOGRAPHY*TYPE*I,Sé Catedral de Silves (igreja - sé),
1781,BITAGAP geoid 3009,GEOGRAPHY*TYPE*FREG,Freguesia de Silves (freguesia),
1782,BITAGAP geoid 3010,GEOGRAPHY*TYPE*C,Silves (concelho - município),
1783,BITAGAP geoid 3011,GEOGRAPHY*TYPE*COU,Couto de Vilanova dos Infantes (couto),
1784,BITAGAP geoid 3012,GEOGRAPHY*TYPE*T,Antime,
1785,BITAGAP geoid 3013,GEOGRAPHY*TYPE*C,Concelho de Alcochete (concelho - município),
1786,BITAGAP geoid 3014,GEOGRAPHY*TYPE*FREG,Freguesia de São Francisco (freguesia),
1787,BITAGAP geoid 3015,GEOGRAPHY*TYPE*T,Valdigem,https://www.wikidata.org/wiki/Q64288
1788,BITAGAP geoid 3016,GEOGRAPHY*TYPE*T,Longa,
1790,BITAGAP geoid 3018,GEOGRAPHY*TYPE*I,Igreja da Graça (igreja - sé),
1791,BITAGAP geoid 3019,GEOGRAPHY*TYPE*FREG,Freguesia de Santa Justa (freguesia),
1792,BITAGAP geoid 3024,GEOGRAPHY*TYPE*T,Aguiar de Neiva,
1793,BITAGAP geoid 3025,GEOGRAPHY*TYPE*T,Paço de Sousa,
1795,BITAGAP geoid 3027,GEOGRAPHY*TYPE*M,Convento de São Tiago (mosteiro - convento),
1796,BITAGAP geoid 3028,GEOGRAPHY*TYPE*I,Igreja da Madalena (igreja - sé),
1797,BITAGAP geoid 3029,GEOGRAPHY*TYPE*FREG,Freguesia de Santa Maria Madalena (freguesia),
1798,BITAGAP geoid 3030,GEOGRAPHY*TYPE*M,Convento de São Tiago (mosteiro - convento),
1799,BITAGAP geoid 3031,GEOGRAPHY*TYPE*TER,Burral («?» TER),
1800,BITAGAP geoid 3032,GEOGRAPHY*TYPE*T,Fânzeres,
1801,BITAGAP geoid 3033,GEOGRAPHY*TYPE*C,Concelho de Gondomar (concelho - município),
1802,BITAGAP geoid 3034,GEOGRAPHY*TYPE*M,Mosteiro de Nossa Senhora das Virtudes de Azambuja (mosteiro - convento),
1803,BITAGAP geoid 3035,GEOGRAPHY*TYPE*C,Concelho de Azambuja (concelho - município),
1804,BITAGAP geoid 3036,GEOGRAPHY*TYPE*FREG,Freguesia de Santo Estêvão (freguesia),
1805,BITAGAP geoid 3037,GEOGRAPHY*TYPE*LUG,Fonte da Pedra (lugar - local),
1806,BITAGAP geoid 3038,GEOGRAPHY*TYPE*FREG,Achete (freguesia),
1807,BITAGAP geoid 3040,GEOGRAPHY*TYPE*FREG,Almoster (freguesia),
1808,BITAGAP geoid 3041,GEOGRAPHY*TYPE*T,Alforzemel,
1809,BITAGAP geoid 3042,GEOGRAPHY*TYPE*LUG,Vale do Gago (lugar - local),
1810,BITAGAP geoid 3044,GEOGRAPHY*TYPE*FREG,Portela (freguesia),
1811,BITAGAP geoid 3045,GEOGRAPHY*TYPE*MA,Mata de Loures (mata - floresta),
1812,BITAGAP geoid 3046,GEOGRAPHY*TYPE*T,Ortigueira da Galiza,
1813,BITAGAP geoid 3047,GEOGRAPHY*TYPE*T,Povos,
1814,BITAGAP geoid 3048,GEOGRAPHY*TYPE*T,Salir de Matos,
1815,BITAGAP geoid 3049,GEOGRAPHY*TYPE*C,Caldas da Rainha (concelho - município),
1816,BITAGAP geoid 3050,GEOGRAPHY*TYPE*M,Mosteiro de São Miguel de Bustelo (mosteiro - convento),
1817,BITAGAP geoid 3051,GEOGRAPHY*TYPE*FREG,Freguesia de Bustelo (freguesia),
1818,BITAGAP geoid 3052,GEOGRAPHY*TYPE*T,Rio de Moinhos,https://www.wikidata.org/wiki/Q111519
1819,BITAGAP geoid 3053,GEOGRAPHY*TYPE*M,Mosteiro de São Salvador (mosteiro - convento),
1821,BITAGAP geoid 3056,GEOGRAPHY*TYPE*T,Cavacaria,
1822,BITAGAP geoid 3057,GEOGRAPHY*TYPE*LUG,Casal do Fundo (lugar - local),
1823,BITAGAP geoid 3058,GEOGRAPHY*TYPE*C,Ribeira de Soaz (concelho - município),
1824,BITAGAP geoid 3059,GEOGRAPHY*TYPE*FREG,Bem da Fé (freguesia),
1825,BITAGAP geoid 3060,GEOGRAPHY*TYPE*C,Condeixa-a-Nova (concelho - município),
1826,BITAGAP geoid 3061,GEOGRAPHY*TYPE*LUG,Bezelga (lugar - local),
1827,BITAGAP geoid 3062,GEOGRAPHY*TYPE*C,Concelho de Torres Novas (concelho - município),
1828,BITAGAP geoid 3063,GEOGRAPHY*TYPE*FREG,Assentiz (freguesia),
1829,BITAGAP geoid 3064,GEOGRAPHY*TYPE*FREG,Samoucos de Ribatejo (freguesia),
1830,BITAGAP geoid 3065,GEOGRAPHY*TYPE*R,Ribatejo (região),
1831,BITAGAP geoid 3066,GEOGRAPHY*TYPE*C,Montemor-o-Velho (concelho - município),
1832,BITAGAP geoid 3067,GEOGRAPHY*TYPE*FREG,Pontével (freguesia),
1833,BITAGAP geoid 3068,GEOGRAPHY*TYPE*C,Concelho de Cartaxo (concelho - município),
1834,BITAGAP geoid 3069,GEOGRAPHY*TYPE*C,Concelho de Felgueiras (concelho - município),
1835,BITAGAP geoid 3071,GEOGRAPHY*TYPE*FREG,Lapa (freguesia),
1836,BITAGAP geoid 3073,GEOGRAPHY*TYPE*C,Concelho de São Pedro do Sul (concelho - município),
1837,BITAGAP geoid 3074,GEOGRAPHY*TYPE*FREG,Murça de Panóias (freguesia),
1838,BITAGAP geoid 3075,GEOGRAPHY*TYPE*C,Murça (concelho - município),
1839,BITAGAP geoid 3076,GEOGRAPHY*TYPE*C,Concelho de Esposende (concelho - município),
1840,BITAGAP geoid 3077,GEOGRAPHY*TYPE*LUG,Marinhas [Braga] (lugar - local),
1842,BITAGAP geoid 3080,GEOGRAPHY*TYPE*FREG,Olivais (freguesia),
1843,BITAGAP geoid 3081,GEOGRAPHY*TYPE*F,Albuquerque (castelo),
1844,BITAGAP geoid 3082,GEOGRAPHY*TYPE*FREG,São João Baptista (freguesia),
1845,BITAGAP geoid 3083,GEOGRAPHY*TYPE*C,Concelho de Campo Maior (concelho - município),
1846,BITAGAP geoid 3086,GEOGRAPHY*TYPE*P,Cáceres (província),
1847,BITAGAP geoid 3087,GEOGRAPHY*TYPE*M,Monasterio Real de Nuestra Señora de Guadalupe (mosteiro - convento),
1848,BITAGAP geoid 3088,GEOGRAPHY*TYPE*C,Concelho de Mangualde (concelho - município),
1850,BITAGAP geoid 3090,GEOGRAPHY*TYPE*FREG,Alcafache (freguesia),
1851,BITAGAP geoid 3091,GEOGRAPHY*TYPE*COU,Couto do Mosteiro de Bustelo (couto),
1852,BITAGAP geoid 3092,GEOGRAPHY*TYPE*T,Outeiro Pegado,
1853,BITAGAP geoid 3093,GEOGRAPHY*TYPE*TERMO,Termo de Coimbra (termo),
1854,BITAGAP geoid 3094,GEOGRAPHY*TYPE*LUG,Riodadens (lugar - local),
1855,BITAGAP geoid 3095,GEOGRAPHY*TYPE*T,Vale do Galego,
1856,BITAGAP geoid 3096,GEOGRAPHY*TYPE*T,Almendra,
1857,BITAGAP geoid 3097,GEOGRAPHY*TYPE*FREG,Santa Maria dos Olivais (freguesia),
1858,BITAGAP geoid 3098,GEOGRAPHY*TYPE*T,Moreira de Rei,
1859,BITAGAP geoid 3099,GEOGRAPHY*TYPE*T,Britiande,
1861,BITAGAP geoid 3101,GEOGRAPHY*TYPE*T,Arguedas,
1862,BITAGAP geoid 3102,GEOGRAPHY*TYPE*T,Queixães,
1864,BITAGAP geoid 3105,GEOGRAPHY*TYPE*T,Galafura,
1865,BITAGAP geoid 3106,GEOGRAPHY*TYPE*T,Freixal,
1866,BITAGAP geoid 3107,GEOGRAPHY*TYPE*T,Melres,
1867,BITAGAP geoid 3108,GEOGRAPHY*TYPE*QUI,Burnay (quinta),
1868,BITAGAP geoid 3109,GEOGRAPHY*TYPE*COU,Couto de Tomaréis (couto),
1869,BITAGAP geoid 3110,GEOGRAPHY*TYPE*T,Cabeço de Vide,
1870,BITAGAP geoid 3111,GEOGRAPHY*TYPE*JUL,Julgado de Portocarreiro (julgado),
1871,BITAGAP geoid 3112,GEOGRAPHY*TYPE*T,Vilar dos Ossos,
1872,BITAGAP geoid 3113,GEOGRAPHY*TYPE*TERMO,São Joaninho (termo),
1873,BITAGAP geoid 3114,GEOGRAPHY*TYPE*T,Idanha,
1874,BITAGAP geoid 3115,GEOGRAPHY*TYPE*T,Tavila,
1875,BITAGAP geoid 3116,GEOGRAPHY*TYPE*T,Esgueira,
1876,BITAGAP geoid 3117,GEOGRAPHY*TYPE*T,Aldeia de Santa Eulália,
1877,BITAGAP geoid 3118,GEOGRAPHY*TYPE*REG,Reguengo do Gradil (reguengo),
1878,BITAGAP geoid 3119,GEOGRAPHY*TYPE*TER,Samba («?» TER),
1880,BITAGAP geoid 3121,GEOGRAPHY*TYPE*T,Sapardos,
1881,BITAGAP geoid 3122,GEOGRAPHY*TYPE*T,Povos,
1882,BITAGAP geoid 3123,GEOGRAPHY*TYPE*FREG,Riba do Mouro (freguesia),
1883,BITAGAP geoid 3124,GEOGRAPHY*TYPE*COU,Couto de Braga (couto),
1884,BITAGAP geoid 3125,GEOGRAPHY*TYPE*COU,Couto de Vimieiro (couto),
1885,BITAGAP geoid 3126,GEOGRAPHY*TYPE*QUI,Quinta de Ilhas (quinta),
1886,BITAGAP geoid 3127,GEOGRAPHY*TYPE*T,Freixo,
1887,BITAGAP geoid 3128,GEOGRAPHY*TYPE*QUI,Quinta de Nisa (quinta),
1888,BITAGAP geoid 3129,GEOGRAPHY*TYPE*JUL,Julgado de Besteiros (julgado),
1890,BITAGAP geoid 3131,GEOGRAPHY*TYPE*T,Alpedriz,
1891,BITAGAP geoid 3132,GEOGRAPHY*TYPE*COMA,Comarca da Estremadura (comarca),
1892,BITAGAP geoid 3133,GEOGRAPHY*TYPE*TER,Sabugosa de Fundo («?» TER),
1893,BITAGAP geoid 3134,GEOGRAPHY*TYPE*JUL,Julgado de Felgueiras (julgado),
1894,BITAGAP geoid 3135,GEOGRAPHY*TYPE*COU,Couto de Leomil (couto),
1895,BITAGAP geoid 3136,GEOGRAPHY*TYPE*FREG,Freguesia de Ferreira (freguesia),
1896,BITAGAP geoid 3137,GEOGRAPHY*TYPE*T,Ulme,
1897,BITAGAP geoid 3138,GEOGRAPHY*TYPE*QUI,Quinta de Molelos (quinta),
1898,BITAGAP geoid 3139,GEOGRAPHY*TYPE*T,Sandomil,
1899,BITAGAP geoid 3140,GEOGRAPHY*TYPE*T,Cambados,
1900,BITAGAP geoid 3141,GEOGRAPHY*TYPE*T,Pampilhosa,
1901,BITAGAP geoid 3142,GEOGRAPHY*TYPE*FREG,Parada [Carregal do Sal] (freguesia),https://www.wikidata.org/wiki/Q64733
1902,BITAGAP geoid 3143,GEOGRAPHY*TYPE*T,Lagomar,
1903,BITAGAP geoid 3144,GEOGRAPHY*TYPE*JUL,Julgado de Bemposta (julgado),
1904,BITAGAP geoid 3145,GEOGRAPHY*TYPE*T,Oriz,
1905,BITAGAP geoid 3146,GEOGRAPHY*TYPE*JUL,Julgado de Vila Chã (julgado),
1906,BITAGAP geoid 3147,GEOGRAPHY*TYPE*JUL,Julgado de Regalados (julgado),
1907,BITAGAP geoid 3148,GEOGRAPHY*TYPE*C,Vagos (concelho - município),
1908,BITAGAP geoid 3149,GEOGRAPHY*TYPE*C,Concelho de Águeda (concelho - município),
1909,BITAGAP geoid 3150,GEOGRAPHY*TYPE*C,Vale de Cambra (concelho - município),
1910,BITAGAP geoid 3151,GEOGRAPHY*TYPE*C,Aveiro (concelho - município),
1911,BITAGAP geoid 3152,GEOGRAPHY*TYPE*C,Sever do Vouga (concelho - município),
1912,BITAGAP geoid 3153,GEOGRAPHY*TYPE*C,Mealhada (concelho - município),
1913,BITAGAP geoid 3154,GEOGRAPHY*TYPE*F,Castelo de Paiva (castelo),
1914,BITAGAP geoid 3155,GEOGRAPHY*TYPE*C,Concellho de Arouca (concelho - município),
1915,BITAGAP geoid 3156,GEOGRAPHY*TYPE*C,Concelho de Anadia (concelho - município),
1916,BITAGAP geoid 3157,GEOGRAPHY*TYPE*C,Albergaria-a-Velha (concelho - município),
1917,BITAGAP geoid 3158,GEOGRAPHY*TYPE*C,Concelho de Santa Maria da Feira (concelho - município),
1918,BITAGAP geoid 3159,GEOGRAPHY*TYPE*C,São João da Madeira (concelho - município),
1919,BITAGAP geoid 3160,GEOGRAPHY*TYPE*C,Ovar (concelho - município),
1920,BITAGAP geoid 3161,GEOGRAPHY*TYPE*C,Oliveira do Bairro (concelho - município),
1921,BITAGAP geoid 3162,GEOGRAPHY*TYPE*C,Espinho (concelho - município),
1922,BITAGAP geoid 3163,GEOGRAPHY*TYPE*C,Murtosa (concelho - município),
1923,BITAGAP geoid 3164,GEOGRAPHY*TYPE*T,Ílhavo,
1924,BITAGAP geoid 3165,GEOGRAPHY*TYPE*C,Estarreja (concelho - município),
1925,BITAGAP geoid 3166,GEOGRAPHY*TYPE*C,Concelho de Moura (concelho - município),
1926,BITAGAP geoid 3167,GEOGRAPHY*TYPE*C,Concelho de Beja (concelho - município),
1927,BITAGAP geoid 3168,GEOGRAPHY*TYPE*C,Concelho de Almodôvar (concelho - município),
1928,BITAGAP geoid 3169,GEOGRAPHY*TYPE*C,Concelho de Serpa (concelho - município),
1929,BITAGAP geoid 3170,GEOGRAPHY*TYPE*FREG,Maxial (freguesia),
1930,BITAGAP geoid 3171,GEOGRAPHY*TYPE*FREG,Paul (freguesia),https://pt.wikipedia.org/wiki/Paul_(Covilh%C3%A3)
1931,BITAGAP geoid 3172,GEOGRAPHY*TYPE*T,Sequeira,
1932,BITAGAP geoid 3173,GEOGRAPHY*TYPE*FREG,Roussas (freguesia),
1933,BITAGAP geoid 3174,GEOGRAPHY*TYPE*C,Concelho de Abrantes (concelho - município),
1934,BITAGAP geoid 3175,GEOGRAPHY*TYPE*C,Mação (concelho - município),
1935,BITAGAP geoid 3176,GEOGRAPHY*TYPE*C,Concelho de Mação (concelho - município),
1936,BITAGAP geoid 3177,GEOGRAPHY*TYPE*JUL,Julgado de Envendos (julgado),
1937,BITAGAP geoid 3178,GEOGRAPHY*TYPE*LUG,Casal do Amial (lugar - local),
1938,BITAGAP geoid 3179,GEOGRAPHY*TYPE*LUG,Campo de Trava à Ponte de Ulme (lugar - local),
1939,BITAGAP geoid 3181,GEOGRAPHY*TYPE*T,Vila Marim,
1940,BITAGAP geoid 3182,GEOGRAPHY*TYPE*FREG,Sedielos (freguesia),
1941,BITAGAP geoid 3183,GEOGRAPHY*TYPE*T,Sobreda,
1942,BITAGAP geoid 3184,GEOGRAPHY*TYPE*B,Buçaco (monte - serra),
1943,BITAGAP geoid 3185,GEOGRAPHY*TYPE*BAI,Rilhafoles (bairro),
1944,BITAGAP geoid 3186,GEOGRAPHY*TYPE*T,Aldeia de Pero Viseu,
1945,BITAGAP geoid 3187,GEOGRAPHY*TYPE*T,Castelo Novo,
1949,BITAGAP geoid 3190,GEOGRAPHY*TYPE*T,Requião,
1950,BITAGAP geoid 3191,GEOGRAPHY*TYPE*T,Alportel,
1951,BITAGAP geoid 3192,GEOGRAPHY*TYPE*FREG,São Lourenço de Azeitão (freguesia),
1952,BITAGAP geoid 3193,GEOGRAPHY*TYPE*TERRA,Terra de Sul (terra),
1953,BITAGAP geoid 3194,GEOGRAPHY*TYPE*T,Várzea,
1954,BITAGAP geoid 3195,TYPE T,Mintães,
1955,BITAGAP geoid 3196,GEOGRAPHY*TYPE*T,Arrifana de Sousa,
1956,BITAGAP geoid 3197,GEOGRAPHY*TYPE*T,Ferreirim,
1957,BITAGAP geoid 3198,GEOGRAPHY*TYPE*T,Requeixo,
1958,BITAGAP geoid 3199,GEOGRAPHY*TYPE*T,Vila Cova de Alva e Anseriz,
1959,BITAGAP geoid 3201,GEOGRAPHY*TYPE*T,Póvoa Nova de Santa Cristina,
1960,BITAGAP geoid 3202,GEOGRAPHY*TYPE*T,Paul,
1961,BITAGAP geoid 3203,GEOGRAPHY*TYPE*T,Cem Soldos,
1963,BITAGAP geoid 3205,GEOGRAPHY*TYPE*T,Leça da Palmeira,
1966,BITAGAP geoid 3208,GEOGRAPHY*TYPE*T,São Vicente da Beira,
1967,BITAGAP geoid 3209,GEOGRAPHY*TYPE*T,Orgéns,
1968,BITAGAP geoid 3210,GEOGRAPHY*TYPE*T,Nogueira de Azeitão,
1969,BITAGAP geoid 3211,GEOGRAPHY*TYPE*JUL,Julgado de Aguiar de Sousa (julgado),
1970,BITAGAP geoid 3212,GEOGRAPHY*TYPE*T,Aldeia de Ladrões,
1971,BITAGAP geoid 3213,GEOGRAPHY*TYPE*T,Carquejal [de Barcelos],
1972,BITAGAP geoid 3214,GEOGRAPHY*TYPE*T,Pindeiro,
1973,BITAGAP geoid 3215,GEOGRAPHY*TYPE*T,Sago,
1974,BITAGAP geoid 3216,GEOGRAPHY*TYPE*T,Cosoira,
1975,BITAGAP geoid 3217,GEOGRAPHY*TYPE*T,Coussorado,
1976,BITAGAP geoid 3218,GEOGRAPHY*TYPE*T,Paços de Brandão,
1977,BITAGAP geoid 3219,GEOGRAPHY*TYPE*FREG,São Miguel de Fontoura (freguesia),
1979,BITAGAP geoid 3221,GEOGRAPHY*TYPE*T,Carvalhal [de Óbidos],
1980,BITAGAP geoid 3222,GEOGRAPHY*TYPE*T,Anobra,
1981,BITAGAP geoid 3223,GEOGRAPHY*TYPE*T,Vir-a-Corça,
1982,BITAGAP geoid 3224,GEOGRAPHY*TYPE*JUL,Julgado de Barroso (julgado),
1983,BITAGAP geoid 3225,GEOGRAPHY*TYPE*T,Cabril,
1984,BITAGAP geoid 3226,GEOGRAPHY*TYPE*JUL,Julgado de Caminha (julgado),
1985,BITAGAP geoid 3228,GEOGRAPHY*TYPE*T,Colos,
1986,BITAGAP geoid 3230,GEOGRAPHY*TYPE*FREG,Nuzedo (freguesia),
1987,BITAGAP geoid 3231,GEOGRAPHY*TYPE*T,Gondosende,
1988,BITAGAP geoid 3233,GEOGRAPHY*TYPE*T,Besteiros,
1989,BITAGAP geoid 3234,GEOGRAPHY*TYPE*T,Juncais,
1990,BITAGAP geoid 3235,GEOGRAPHY*TYPE*T,São João de Loure,
1991,BITAGAP geoid 3236,TYPE T,Cafanhão,
1992,BITAGAP geoid 3237,GEOGRAPHY*TYPE*FREG,Freguesia de Pindo (freguesia),
1993,BITAGAP geoid 3238,GEOGRAPHY*TYPE*FREG,Congrinho (freguesia),
1994,BITAGAP geoid 3240,GEOGRAPHY*TYPE*JUL,Julgado de Vermoim (julgado),
1995,BITAGAP geoid 3241,GEOGRAPHY*TYPE*T,Monte Agraço,
1996,BITAGAP geoid 3242,GEOGRAPHY*TYPE*JUL,Julgado de Baião (julgado),
1997,BITAGAP geoid 3243,GEOGRAPHY*TYPE*T,Taveiro,
1998,BITAGAP geoid 3244,GEOGRAPHY*TYPE*T,Roge,
1999,BITAGAP geoid 3245,GEOGRAPHY*TYPE*C,Concelho de Belmonte (concelho - município),
2000,BITAGAP geoid 3246,GEOGRAPHY*TYPE*C,Concelho de Castelo Branco (concelho - município),
2001,BITAGAP geoid 3247,GEOGRAPHY*TYPE*C,Concelho de Covilhã (concelho - município),
2002,BITAGAP geoid 3248,GEOGRAPHY*TYPE*C,Concelho de Fundão (concelho - município),
2003,BITAGAP geoid 3249,GEOGRAPHY*TYPE*C,Concelho de Idanha-a-Nova (concelho - município),
2004,BITAGAP geoid 3250,GEOGRAPHY*TYPE*C,Concelho de Oleiros (concelho - município),
2005,BITAGAP geoid 3251,GEOGRAPHY*TYPE*C,Concelho de Penamacor (concelho - município),
