Unnamed: 0,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,Unnamed: 5
567.0,BETA geoid 1465,GEOGRAPHY*TYPE*T,Sanlúcar de Barrameda,http://en.wikipedia.org/wiki/Sanl%C3%BAcar_de_Barrameda,
569.0,BETA geoid 1467,GEOGRAPHY*TYPE*T,Baeza,,
572.0,BETA geoid 1470,GEOGRAPHY*TYPE*T,Cornago,,
573.0,BETA geoid 1471,GEOGRAPHY*TYPE*T,Moguer,https://en.wikipedia.org/wiki/Moguer,
574.0,BETA geoid 1472,GEOGRAPHY*TYPE*T,Zahara,,
582.0,BETA geoid 1480,GEOGRAPHY*TYPE*T,Dos Aguas,,
586.0,BETA geoid 1485,GEOGRAPHY*TYPE*R,Tierra Santa (región),,
589.0,BETA geoid 1488,GEOGRAPHY*TYPE*R,Gascogne (región),,
593.0,BETA geoid 1492,GEOGRAPHY*TYPE*T,Leicester,https://www.wikidata.org/wiki/Q83065,
595.0,BETA geoid 1492,,,https://fr.wikipedia.org/wiki/Comte_de_Leicester,
594.0,BETA geoid 1492,,,https://en.wikipedia.org/wiki/Leicester,
598.0,BETA geoid 1494,GEOGRAPHY*TYPE*T,Daroca,,
600.0,BETA geoid 1496,GEOGRAPHY*TYPE*T,Aguilafuente,,
601.0,BETA geoid 1497,GEOGRAPHY*TYPE*T,Molina de Aragón,http://es.wikipedia.org/wiki/Molina_de_Arag%C3%B3n,
602.0,BETA geoid 1498,GEOGRAPHY*TYPE*T,Tarazona,,
603.0,BETA geoid 1499,GEOGRAPHY*TYPE*T,Brihuega,,
604.0,BETA geoid 1500,GEOGRAPHY*TYPE*T,Albarracín,https://es.wikipedia.org/wiki/AlbarraC3%ADn,
605.0,BETA geoid 1501,GEOGRAPHY*TYPE*CA,Canarias (comunidad autónoma),,
606.0,BETA geoid 1502,GEOGRAPHY*TYPE*T,Maella,,
607.0,BETA geoid 1503,GEOGRAPHY*TYPE*T,Cuéllar,,
608.0,BETA geoid 1504,GEOGRAPHY*TYPE*T,Villacastín,,
609.0,BETA geoid 1505,GEOGRAPHY*TYPE*P,Segovia (provincia),,
610.0,BETA geoid 1506,GEOGRAPHY*TYPE*T,Atienza,,
611.0,BETA geoid 1507,GEOGRAPHY*TYPE*T,Turégano,,
612.0,BETA geoid 1508,GEOGRAPHY*TYPE*T,Agón,,
613.0,BETA geoid 1509,GEOGRAPHY*TYPE*T,Sahagún,,
624.0,BETA geoid 1518,GEOGRAPHY*TYPE*T,Ciudad Rodrigo,,
625.0,BETA geoid 1519,GEOGRAPHY*TYPE*T,Huelma,https://www.wikidata.org/wiki/Q1641746,
627.0,BETA geoid 1519,,,https://es.wikipedia.org/wiki/Condado_de_Huelma,
,BETA geoid 1520,,,https://www.wikidata.org/wiki/Q1764548,
628.0,BETA geoid 1520,GEOGRAPHY*TYPE*B,Olmedo,https://es.wikipedia.org/wiki/Batalla_de_Olmedo_(1445),
630.0,BETA geoid 1521,GEOGRAPHY*TYPE*T,Munébrega,,
631.0,BETA geoid 1522,GEOGRAPHY*TYPE*EN,Alfambra (encomienda),,
632.0,BETA geoid 1523,GEOGRAPHY*TYPE*T,Amposta,,
643.0,BETA geoid 1534,GEOGRAPHY*TYPE*T,Villamartín,https://database.factgrid.de/wiki/Item:Q806479,
644.0,BETA geoid 1535,GEOGRAPHY*TYPE*T,Villafáfila,,
645.0,BETA geoid 1536,GEOGRAPHY*TYPE*T,Montánchez,,
647.0,BETA geoid 1538,GEOGRAPHY*TYPE*P,Cáceres (provincia),,
648.0,BETA geoid 1539,GEOGRAPHY*TYPE*T,Dosbarrios,,
649.0,BETA geoid 1540,GEOGRAPHY*TYPE*EN,Cazalla (encomienda),https://database.factgrid.de/wiki/Item:Q346266,
650.0,BETA geoid 1541,GEOGRAPHY*TYPE*P,Sevilla (provincia),,
651.0,BETA geoid 1542,GEOGRAPHY*TYPE*T,Renera,,
652.0,BETA geoid 1543,GEOGRAPHY*TYPE*T,Pastrana,https://www.wikidata.org/wiki/Q1655081,
653.0,BETA geoid 1544,GEOGRAPHY*TYPE*T,Zorita de los Canes,,
654.0,BETA geoid 1545,GEOGRAPHY*TYPE*T,Sepúlveda,,
655.0,BETA geoid 1546,GEOGRAPHY*TYPE*T,Béjar,,
656.0,BETA geoid 1547,GEOGRAPHY*TYPE*T,Iznatoraf,,
657.0,BETA geoid 1548,GEOGRAPHY*TYPE*P,Jaén (provincia),,
658.0,BETA geoid 1549,GEOGRAPHY*TYPE*T,Villaescusa de Haro,https://www.wikidata.org/wiki/Q1767516,
659.0,BETA geoid 1549,,,https://es.wikipedia.org/wiki/Villaescusa_de_Haro,
660.0,BETA geoid 1550,GEOGRAPHY*TYPE*T,Baza,,
661.0,BETA geoid 1551,GEOGRAPHY*TYPE*T,Viguera,,
662.0,BETA geoid 1552,GEOGRAPHY*TYPE*CA,La Rioja (comunidad autónoma),,
663.0,BETA geoid 1553,GEOGRAPHY*TYPE*T,Funes,,
664.0,BETA geoid 1555,GEOGRAPHY*TYPE*T,Tudela,,
668.0,BETA geoid 1557,GEOGRAPHY*TYPE*T,Usagre,,
669.0,BETA geoid 1558,GEOGRAPHY*TYPE*T,Consuegra,,
671.0,BETA geoid 1560,GEOGRAPHY*TYPE*P,León (provincia),,
672.0,BETA geoid 1561,GEOGRAPHY*TYPE*T,Fuentes de la Alcarria,,
673.0,BETA geoid 1562,GEOGRAPHY*TYPE*T,Jaca,,
674.0,BETA geoid 1563,GEOGRAPHY*TYPE*P,Huesca (provincia),,
679.0,BETA geoid 1566,GEOGRAPHY*TYPE*T,Tortosa,,
680.0,BETA geoid 1567,GEOGRAPHY*TYPE*T,Girona,,
681.0,BETA geoid 1568,GEOGRAPHY*TYPE*E,Imperio romano (imperio),https://www.wikidata.org/wiki/Q2277,
683.0,BETA geoid 1568,,,https://es.wikipedia.org/wiki/Imperio_romano,
682.0,BETA geoid 1568,,,https://database.factgrid.de/wiki/Item:Q780045,
687.0,BETA geoid 1572,GEOGRAPHY*TYPE*T,Tarragona,,
688.0,BETA geoid 1573,GEOGRAPHY*TYPE*P,Palencia (provincia),,
689.0,BETA geoid 1574,GEOGRAPHY*TYPE*T,Segura de la Sierra,https://es.wikipedia.org/wiki/Segura_de_la_Sierra,
690.0,BETA geoid 1575,GEOGRAPHY*TYPE*T,Montizón,,
691.0,BETA geoid 1576,GEOGRAPHY*TYPE*T,Sabiote,,
692.0,BETA geoid 1578,GEOGRAPHY*TYPE*T,Ciudad Real,,
693.0,BETA geoid 1579,GEOGRAPHY*TYPE*T,Santa María del Campo,https://www.wikidata.org/wiki/Q1648624,
696.0,BETA geoid 1582,GEOGRAPHY*TYPE*T,Villamartín de Sotoscueva,http://es.wikipedia.org/wiki/Villamart%C3%ADn_de_Sotoscueva,
706.0,BETA geoid 1590,GEOGRAPHY*TYPE*T,Oliva,https://www.wikidata.org/wiki/Q918586,
707.0,BETA geoid 1590,,,https://es.wikipedia.org/wiki/Oliva_(Valencia),
709.0,BETA geoid 1592,GEOGRAPHY*TYPE*T,Covarrubias,,
712.0,BETA geoid 1595,GEOGRAPHY*TYPE*R,Anjou (región),https://www.wikidata.org/wiki/Q107426,
713.0,BETA geoid 1595,,,https://es.wikipedia.org/wiki/Ducado_de_Anjou,
717.0,BETA geoid 1598,GEOGRAPHY*TYPE*T,Caspe,,
719.0,BETA geoid 1600,GEOGRAPHY*TYPE*T,Baena,https://www.wikidata.org/wiki/Q854403,
720.0,BETA geoid 1600,,,https://es.wikipedia.org/wiki/Ducado_de_Baena,
721.0,BETA geoid 1601,GEOGRAPHY*TYPE*T,Reina,,
725.0,BETA geoid 1605,GEOGRAPHY*TYPE*T,Santo Domingo de la Calzada,http://en.wikipedia.org/wiki/Santo_Domingo_de_la_Calzada,
726.0,BETA geoid 1606,GEOGRAPHY*TYPE*T,Villarrobledo,,
727.0,BETA geoid 1607,GEOGRAPHY*TYPE*P,Albacete (provincia),,
737.0,BETA geoid 1614,GEOGRAPHY*TYPE*T,Cádiz,,
747.0,BETA geoid 1622,GEOGRAPHY*TYPE*D,Céfalu (diócesis),,
750.0,BETA geoid 1624,GEOGRAPHY*TYPE*C,Flandres (condado),https://www.wikidata.org/wiki/Q157070,
751.0,BETA geoid 1624,,,https://es.wikipedia.org/wiki/Condado_de_Flandes,
752.0,BETA geoid 1625,GEOGRAPHY*TYPE*T,Monforte de Lemos,,
754.0,BETA geoid 1627,GEOGRAPHY*TYPE*T,Ampudia,,
756.0,BETA geoid 1628,GEOGRAPHY*TYPE*T,Segorbe,https://www.wikidata.org/wiki/Q8770884,
757.0,BETA geoid 1628,,,https://es.wikipedia.org/wiki/Ducado_de_Segorbe,
765.0,BETA geoid 1635,GEOGRAPHY*TYPE*T,Ceuta,,
766.0,BETA geoid 1636,GEOGRAPHY*TYPE*T,Salinas,https://database.factgrid.de/wiki/Item:Q353607,
769.0,BETA geoid 1639,GEOGRAPHY*TYPE*U,Saxe-Coburg-Gotha (ducado),https://www.wikidata.org/wiki/Q3462133,
770.0,BETA geoid 1639,,,https://es.wikipedia.org/wiki/Ducado_de_Sajonia-Coburgo_y_Gotha,
774.0,BETA geoid 1642,GEOGRAPHY*TYPE*T,Nájera,https://www.wikidata.org/wiki/Q776113,
775.0,BETA geoid 1643,GEOGRAPHY*TYPE*T,Morata de Jalón,,
776.0,BETA geoid 1644,GEOGRAPHY*TYPE*P,Zaragoza (provincia),,
777.0,BETA geoid 1645,GEOGRAPHY*TYPE*T,Gotor,,
780.0,BETA geoid 1648,GEOGRAPHY*TYPE*T,Arjona,http://es.wikipedia.org/wiki/Arjona,
782.0,BETA geoid 1650,GEOGRAPHY*TYPE*P,Pontevedra (provincia),,
784.0,BETA geoid 1652,GEOGRAPHY*TYPE*P,A Coruña (provincia),,
785.0,BETA geoid 1653,GEOGRAPHY*TYPE*CA,Andalucía (comunidad autónoma),,
790.0,BETA geoid 1658,GEOGRAPHY*TYPE*T,Carmona,,
792.0,BETA geoid 1660,GEOGRAPHY*TYPE*T,Lugo,,
793.0,BETA geoid 1661,GEOGRAPHY*TYPE*T,Badajoz,https://database.factgrid.de/wiki/Item:Q82644,
794.0,BETA geoid 1662,GEOGRAPHY*TYPE*P,Álava (provincia),,
796.0,BETA geoid 1664,GEOGRAPHY*TYPE*CA,Islas Baleares (comunidad autónoma),,
797.0,BETA geoid 1665,GEOGRAPHY*TYPE*P,Alacant (provincia),https://www.wikidata.org/wiki/Q54936,
798.0,BETA geoid 1665,,,https://database.factgrid.de/wiki/Item:Q343627,
799.0,BETA geoid 1666,GEOGRAPHY*TYPE*P,Barcelona (provincia),,
800.0,BETA geoid 1667,GEOGRAPHY*TYPE*P,Cádiz (provincia),,
801.0,BETA geoid 1668,GEOGRAPHY*TYPE*P,Castelló (provincia),https://www.wikidata.org/wiki/Q54942,
802.0,BETA geoid 1669,GEOGRAPHY*TYPE*P,Ciudad Real (provincia),,
803.0,BETA geoid 1670,GEOGRAPHY*TYPE*P,Girona (provincia),,
804.0,BETA geoid 1671,GEOGRAPHY*TYPE*P,Huelva (provincia),,
805.0,BETA geoid 1672,GEOGRAPHY*TYPE*T,Huelva,,
806.0,BETA geoid 1673,GEOGRAPHY*TYPE*P,Lleida (provincia),,
807.0,BETA geoid 1674,GEOGRAPHY*TYPE*P,Logroño (provincia),,
808.0,BETA geoid 1675,GEOGRAPHY*TYPE*P,Lugo (provincia),,
809.0,BETA geoid 1676,GEOGRAPHY*TYPE*P,Málaga (provincia),,
810.0,BETA geoid 1677,GEOGRAPHY*TYPE*P,Ourense (provincia),,
813.0,BETA geoid 1679,GEOGRAPHY*TYPE*P,Soria (provincia),,
814.0,BETA geoid 1680,GEOGRAPHY*TYPE*P,Tarragona (provincia),,
815.0,BETA geoid 1681,GEOGRAPHY*TYPE*P,Teruel (provincia),,
816.0,BETA geoid 1682,GEOGRAPHY*TYPE*P,Vizcaya (provincia),,
817.0,BETA geoid 1683,GEOGRAPHY*TYPE*P,Zamora (provincia),,
818.0,BETA geoid 1684,GEOGRAPHY*TYPE*T,Albacete,,
820.0,BETA geoid 1686,GEOGRAPHY*TYPE*P,Almería (provincia),,
821.0,BETA geoid 1687,GEOGRAPHY*TYPE*T,Almería,,
822.0,BETA geoid 1688,GEOGRAPHY*TYPE*P,Córdoba (provincia),,
823.0,BETA geoid 1689,GEOGRAPHY*TYPE*T,Santander,,
829.0,BETA geoid 1694,GEOGRAPHY*TYPE*T,Vigo,,
830.0,BETA geoid 1695,GEOGRAPHY*TYPE*T,Écija,,
832.0,BETA geoid 1697,GEOGRAPHY*TYPE*T,Fuentidueña,,
833.0,BETA geoid 1698,GEOGRAPHY*TYPE*T,Loja,,
837.0,BETA geoid 1702,,,https://www.wikidata.org/wiki/Q6000986,
838.0,BETA geoid 1702,GEOGRAPHY*TYPE*T,Santa Cruz,https://es.wikipedia.org/wiki/Santa_Cruz_de_Mudela,
843.0,BETA geoid 1706,GEOGRAPHY*TYPE*T,Valencia de Don Juan,https://www.wikidata.org/wiki/Q385017,
850.0,BETA geoid 1713,GEOGRAPHY*TYPE*T,Dueñas,,
856.0,BETA geoid 1717,GEOGRAPHY*TYPE*A,Toledo (archidiócesis),https://database.factgrid.de/wiki/Item:Q254492,
858.0,BETA geoid 1719,GEOGRAPHY*TYPE*T,Cañete,,
863.0,BETA geoid 1724,GEOGRAPHY*TYPE*T,Balaguer,,
864.0,BETA geoid 1725,,"Gibraltar, estrecho de",,
865.0,BETA geoid 1726,GEOGRAPHY*TYPE*T,Ronda,,
869.0,BETA geoid 1730,GEOGRAPHY*TYPE*T,Palma de Mallorca,,
870.0,BETA geoid 1732,GEOGRAPHY*TYPE*T,Villarejo de Fuentes,,
872.0,BETA geoid 1734,GEOGRAPHY*TYPE*C,Osona (condado),https://www.wikidata.org/wiki/Q1541779,
873.0,BETA geoid 1734,,,https://es.wikipedia.org/wiki/Condado_de_Osona,
875.0,BETA geoid 1736,GEOGRAPHY*TYPE*T,Villasandino,,
876.0,BETA geoid 1737,GEOGRAPHY*TYPE*T,Huéscar,https://www.wikidata.org/wiki/Q575709,
879.0,BETA geoid 1739,GEOGRAPHY*TYPE*T,Medina de Rioseco,,
884.0,BETA geoid 1743,GEOGRAPHY*TYPE*T,Antequera,,
887.0,BETA geoid 1745,GEOGRAPHY*TYPE*T,Igualada,,
888.0,BETA geoid 1746,GEOGRAPHY*TYPE*C,Ampurias (condado),https://www.wikidata.org/wiki/Q1541699,
889.0,BETA geoid 1746,,,https://es.wikipedia.org/wiki/Condado_de_Ampurias,
893.0,BETA geoid 1750,GEOGRAPHY*TYPE*K,Mallorca (reino),,
898.0,BETA geoid 1755,GEOGRAPHY*TYPE*G,Parroquia de San Mateo (parroquia),https://database.factgrid.de/wiki/Item:Q780138,
901.0,BETA geoid 1758,GEOGRAPHY*TYPE*T,Lascuarre,,
913.0,BETA geoid 1768,GEOGRAPHY*TYPE*T,El Pardo,,
914.0,BETA geoid 1769,GEOGRAPHY*TYPE*T,Grimaldo,https://dbe.rah.es/biografias/14710/jose-grimaldo-y-gutierrez-de-solorzano,
915.0,BETA geoid 1770,GEOGRAPHY*TYPE*V,Nueva Granada (virreinato),https://www.wikidata.org/wiki/Q8965,
917.0,BETA geoid 1770,,,https://es.wikipedia.org/wiki/Virreinato_de_Nueva_Granada,
916.0,BETA geoid 1770,,,https://database.factgrid.de/wiki/Item:Q780136,
919.0,BETA geoid 1772,GEOGRAPHY*TYPE*T,Villamediana,https://www.wikidata.org/wiki/Q521159,
921.0,BETA geoid 1774,GEOGRAPHY*TYPE*T,Los Arcos,https://www.wikidata.org/wiki/Q742713,
923.0,BETA geoid 1774,,,https://es.wikipedia.org/wiki/Condado_de_los_Arcos,
927.0,BETA geoid 1778,GEOGRAPHY*TYPE*T,Portugalete,,
928.0,BETA geoid 1779,GEOGRAPHY*TYPE*T,Torrellas,https://www.wikidata.org/wiki/Q1650599,
929.0,BETA geoid 1779,,,https://es.wikipedia.org/wiki/Torrellas_(Zaragoza),
930.0,BETA geoid 1780,GEOGRAPHY*TYPE*T,Elorrio,,
934.0,BETA geoid 1784,GEOGRAPHY*TYPE*VA,Somorrostro (valle),https://www.wikidata.org/wiki/Q3025757,
935.0,BETA geoid 1784,,,https://database.factgrid.de/wiki/Item:Q780037,
941.0,BETA geoid 1790,GEOGRAPHY*TYPE*T,Jimena,https://www.wikidata.org/wiki/Q1657521,
942.0,BETA geoid 1791,GEOGRAPHY*TYPE*T,Castro Urdiales,,
943.0,BETA geoid 1792,GEOGRAPHY*TYPE*T,Beire,,
944.0,BETA geoid 1793,GEOGRAPHY*TYPE*T,Sádaba,,
945.0,BETA geoid 1794,GEOGRAPHY*TYPE*T,Caracena,,
951.0,BETA geoid 1800,GEOGRAPHY*TYPE*T,Rota,,
952.0,BETA geoid 1801,GEOGRAPHY*TYPE*U,Coislin (ducado),https://www.wikidata.org/wiki/Q3040826,
953.0,BETA geoid 1801,,,https://es.wikipedia.org/wiki/Ducado_de_Coislin,
954.0,BETA geoid 1802,GEOGRAPHY*TYPE*D,Metz (diócesis),,
957.0,BETA geoid 1805,GEOGRAPHY*TYPE*T,Cigales,,
959.0,BETA geoid 1807,GEOGRAPHY*TYPE*T,Fuentebureba,,
960.0,BETA geoid 1808,GEOGRAPHY*TYPE*T,Talaván,,
961.0,BETA geoid 1809,GEOGRAPHY*TYPE*T,Pedraza,,
968.0,BETA geoid 1816,GEOGRAPHY*TYPE*T,Guadalcanal,https://es.wikipedia.org/wiki/Guadalcanal_(Sevilla),
969.0,BETA geoid 1817,GEOGRAPHY*TYPE*T,Torrelaguna,,
970.0,BETA geoid 1818,GEOGRAPHY*TYPE*T,Buitrago,,
971.0,BETA geoid 1819,GEOGRAPHY*TYPE*C,Bridgewater (condado),,
973.0,BETA geoid 1821,GEOGRAPHY*TYPE*C,Montenegro (condado),https://www.wikidata.org/wiki/Q24942389,
974.0,BETA geoid 1821,,,https://es.wikipedia.org/wiki/Condado_de_Montenegro,
975.0,BETA geoid 1822,GEOGRAPHY*TYPE*T,Sant Mateu,,
981.0,BETA geoid 1828,GEOGRAPHY*TYPE*MN,Montearagón (monasterio / convento),https://www.wikidata.org/wiki/Q2970002,
982.0,BETA geoid 1828,,,https://es.wikipedia.org/wiki/Castillo_de_Montearag%C3%B3n,
984.0,BETA geoid 1830,GEOGRAPHY*TYPE*A,Zaragoza (archidiócesis),,
985.0,BETA geoid 1831,GEOGRAPHY*TYPE*T,Lécera,https://www.wikidata.org/wiki/Q976972,
1012.0,BETA geoid 1855,GEOGRAPHY*TYPE*T,Monroyo,,
1054.0,BETA geoid 1897,GEOGRAPHY*TYPE*D,Seo de Urgel (diócesis),,
1075.0,BETA geoid 1920,GEOGRAPHY*TYPE*D,Catania (diócesis),,
1080.0,BETA geoid 1925,GEOGRAPHY*TYPE*T,Segura de León,https://es.wikipedia.org/wiki/Segura_de_Le%C3%B3n,
1081.0,BETA geoid 1926,GEOGRAPHY*TYPE*T,Cuevas de San Clemente,,
1096.0,BETA geoid 1941,GEOGRAPHY*TYPE*D,Messina (diócesis),,
1103.0,BETA geoid 1949,GEOGRAPHY*TYPE*D,Siracusa (diócesis),,
1113.0,BETA geoid 1959,GEOGRAPHY*TYPE*T,Espeja,https://database.factgrid.de/wiki/Item:Q347651,
1116.0,BETA geoid 1962,GEOGRAPHY*TYPE*T,Barcience,,
1117.0,BETA geoid 1963,GEOGRAPHY*TYPE*T,Santa Olalla,,
1118.0,BETA geoid 1964,GEOGRAPHY*TYPE*T,Cebolla,,
1122.0,BETA geoid 1969,GEOGRAPHY*TYPE*T,Portillo,,
1123.0,BETA geoid 1970,GEOGRAPHY*TYPE*T,Castromocho,,
1124.0,BETA geoid 1971,GEOGRAPHY*TYPE*T,Baltanás,,
1125.0,BETA geoid 1972,GEOGRAPHY*TYPE*T,Medina de Pomar,,
1127.0,BETA geoid 1974,GEOGRAPHY*TYPE*T,Castroverde de Cerrato,,
1128.0,BETA geoid 1975,GEOGRAPHY*TYPE*T,Fiñana,,
1129.0,BETA geoid 1976,GEOGRAPHY*TYPE*T,Vélez-Málaga,,
1130.0,BETA geoid 1977,GEOGRAPHY*TYPE*T,Herrera de Valdecañas,,
1132.0,BETA geoid 1979,GEOGRAPHY*TYPE*T,Castillo de Garcimuñoz,,
1134.0,BETA geoid 1981,GEOGRAPHY*TYPE*T,Cantalapiedra,,
1135.0,BETA geoid 1982,GEOGRAPHY*TYPE*T,Castronuevo,,
1136.0,BETA geoid 1983,GEOGRAPHY*TYPE*T,Linares,,
1138.0,BETA geoid 1985,GEOGRAPHY*TYPE*T,Morella,,
1140.0,BETA geoid 1987,GEOGRAPHY*TYPE*T,Alzira,https://www.wikidata.org/wiki/Q931780,
1141.0,BETA geoid 1988,GEOGRAPHY*TYPE*T,Llerena,,
1144.0,BETA geoid 1991,GEOGRAPHY*TYPE*T,Gijón,,
1146.0,BETA geoid 1993,GEOGRAPHY*TYPE*F,Araviana (río),https://www.wikidata.org/wiki/Q20617724,
1148.0,BETA geoid 1993,,,https://es.wikipedia.org/wiki/rC3%ADo_Araviana,
1147.0,BETA geoid 1993,,,https://database.factgrid.de/wiki/Item:Q780043,
1149.0,BETA geoid 1994,GEOGRAPHY*TYPE*T,Monturque,,
1150.0,BETA geoid 1995,GEOGRAPHY*TYPE*T,Villafranca de Córdoba,,
1152.0,BETA geoid 1997,GEOGRAPHY*TYPE*T,Martos,,
1156.0,BETA geoid 2000,GEOGRAPHY*TYPE*T,Mislata,,
1157.0,BETA geoid 2001,GEOGRAPHY*TYPE*C,Cid (condado),https://www.wikidata.org/wiki/Q5671470,
1158.0,BETA geoid 2001,,,https://es.wikipedia.org/wiki/Condado_del_Cid,
1161.0,BETA geoid 2004,GEOGRAPHY*TYPE*T,Yepes,,
1162.0,BETA geoid 2005,GEOGRAPHY*TYPE*T,Hondarribia,,
1165.0,BETA geoid 2008,GEOGRAPHY*TYPE*T,Belmonte,,
1166.0,BETA geoid 2009,GEOGRAPHY*TYPE*T,Villarrubia de los Ojos,,
1167.0,BETA geoid 2010,GEOGRAPHY*TYPE*T,Belorado,,
1168.0,BETA geoid 2011,GEOGRAPHY*TYPE*T,Valverde del Majano,,
1172.0,BETA geoid 2015,GEOGRAPHY*TYPE*T,Cantillana,,
1174.0,BETA geoid 2017,GEOGRAPHY*TYPE*T,Husillos,,
1175.0,BETA geoid 2018,GEOGRAPHY*TYPE*T,El Pobo,,
1178.0,BETA geoid 2021,GEOGRAPHY*TYPE*T,Mendavia,,
1181.0,BETA geoid 2024,GEOGRAPHY*TYPE*T,Trujillo,,
1182.0,BETA geoid 2025,GEOGRAPHY*TYPE*D,Narbonne (diócesis),,
1183.0,BETA geoid 2026,GEOGRAPHY*TYPE*T,Berceo,,
1191.0,BETA geoid 2034,GEOGRAPHY*TYPE*G,Valpuesta (parroquia),https://database.factgrid.de/wiki/Item:Q780139,
1194.0,BETA geoid 2037,GEOGRAPHY*TYPE*T,Arenys de Munt,,
1197.0,BETA geoid 2040,GEOGRAPHY*TYPE*T,Monzón,https://es.wikipedia.org/wiki/Monz%C3%B3n_(Huesca),
1198.0,BETA geoid 2041,GEOGRAPHY*TYPE*T,Madrigalejo,,
1202.0,BETA geoid 2045,GEOGRAPHY*TYPE*T,San Nicolás del Puerto,,
1203.0,BETA geoid 2046,GEOGRAPHY*TYPE*T,Torrijos,,
1205.0,BETA geoid 2048,GEOGRAPHY*TYPE*T,Maqueda,https://www.wikidata.org/wiki/Q1631202,
1206.0,BETA geoid 2048,,,https://es.wikipedia.org/wiki/Ducado_de_Maqueda,
1208.0,BETA geoid 2050,GEOGRAPHY*TYPE*PE,Península Ibérica (península),https://database.factgrid.de/wiki/Item:Q439923,
1218.0,BETA geoid 2060,GEOGRAPHY*TYPE*T,San Julián,https://database.factgrid.de/wiki/Item:Q895496,
1224.0,BETA geoid 2065,GEOGRAPHY*TYPE*T,Cavia,,
1225.0,BETA geoid 2066,GEOGRAPHY*TYPE*T,Santiago de la Puebla,,
1229.0,BETA geoid 2070,GEOGRAPHY*TYPE*T,Tudela de Duero,,
1230.0,BETA geoid 2071,GEOGRAPHY*TYPE*T,Villazopeque,,
1231.0,BETA geoid 2072,GEOGRAPHY*TYPE*T,Fuengirola,,
1233.0,BETA geoid 2075,GEOGRAPHY*TYPE*T,Monzón de Campos,,
1245.0,BETA geoid 2089,GEOGRAPHY*TYPE*T,Villaviciosa,,
1246.0,BETA geoid 2090,GEOGRAPHY*TYPE*T,Bañares,https://www.wikidata.org/wiki/Q1647575,
1250.0,BETA geoid 2094,GEOGRAPHY*TYPE*T,Hernani,,
1251.0,BETA geoid 2095,GEOGRAPHY*TYPE*T,Herrera del Duque,,
1255.0,BETA geoid 2099,GEOGRAPHY*TYPE*T,Belmonte de Campos,,
1261.0,BETA geoid 2105,GEOGRAPHY*TYPE*T,Crato,https://www.wikidata.org/wiki/Q1005138,
1264.0,BETA geoid 2107,GEOGRAPHY*TYPE*T,Escamilla,,
1265.0,BETA geoid 2108,GEOGRAPHY*TYPE*T,Murero,,
1270.0,BETA geoid 2113,GEOGRAPHY*TYPE*T,Miranda de Ebro,https://www.wikidata.org/wiki/Q11994,
1274.0,BETA geoid 2116,GEOGRAPHY*TYPE*T,Puerto de Vega,http://es.wikipedia.org/wiki/Puerto_de_Vega,
1275.0,BETA geoid 2117,GEOGRAPHY*TYPE*T,Elche,,
1281.0,BETA geoid 2123,GEOGRAPHY*TYPE*R,Calabria (región),https://www.wikidata.org/wiki/Q1458,
1282.0,BETA geoid 2124,GEOGRAPHY*TYPE*C,Wiltshire (condado),https://www.wikidata.org/wiki/Q23183,
1283.0,BETA geoid 2124,,,https://en.wikipedia.org/wiki/Wiltshire,
1284.0,BETA geoid 2125,GEOGRAPHY*TYPE*T,Mombeltrán,http://es.wikipedia.org/wiki/Mombeltran,
1299.0,BETA geoid 2136,GEOGRAPHY*TYPE*T,Hertford,https://www.wikidata.org/wiki/Q9681,
1300.0,BETA geoid 2136,,,https://en.wikipedia.org/wiki/Hertford,
1301.0,BETA geoid 2137,GEOGRAPHY*TYPE*C,Warwickshire (condado),https://www.wikidata.org/wiki/Q23140,
1302.0,BETA geoid 2137,,,https://en.wikipedia.org/wiki/Warwickshire,
1307.0,BETA geoid 2142,GEOGRAPHY*TYPE*T,Gibraleón,https://www.wikidata.org/wiki/Q913215,
1308.0,BETA geoid 2142,,,https://es.wikipedia.org/wiki/GibraleC3%B3n,
1309.0,BETA geoid 2143,GEOGRAPHY*TYPE*T,Laredo,,
1310.0,BETA geoid 2144,GEOGRAPHY*TYPE*CA,Cantabria (comunidad autónoma),https://www.wikidata.org/wiki/Q3946,
1311.0,BETA geoid 2144,,,https://database.factgrid.de/wiki/Item:Q345736,
1312.0,BETA geoid 2145,GEOGRAPHY*TYPE*T,San Vicente de la Barquera,,
1316.0,BETA geoid 2149,GEOGRAPHY*TYPE*T,Cantiveros,http://en.wikipedia.org/wiki/Cantiveros,
1318.0,BETA geoid 2151,GEOGRAPHY*TYPE*T,Arnedo,http://en.wikipedia.org/wiki/Arnedo,
1322.0,BETA geoid 2155,GEOGRAPHY*TYPE*T,Uruñuela,,
1326.0,BETA geoid 2159,GEOGRAPHY*TYPE*T,Canales de la Sierra,http://es.wikipedia.org/wiki/Canales_de_la_Sierra,
1327.0,BETA geoid 2160,GEOGRAPHY*TYPE*T,Cardeñosa,http://www.geonames.org/6355658/cardenosa.html,
1328.0,BETA geoid 2161,GEOGRAPHY*TYPE*T,Cabreros del Monte,,
1329.0,BETA geoid 2162,GEOGRAPHY*TYPE*T,Huélamo,http://www.geocities.com/TheTropics/Bay/3446/huelamo2.htm,
