qid,Les,ItemDescription
https://database.factgrid.de/entity/Q347192,Donvidas,
https://database.factgrid.de/entity/Q347193,"Dordaño, Oza-Cesuras",
https://database.factgrid.de/entity/Q347194,"Dormeá, Boimorto",
https://database.factgrid.de/entity/Q347195,Dorna (Santa María),
https://database.factgrid.de/entity/Q347196,Dorneda (San Martiño),
https://database.factgrid.de/entity/Q347197,Dornelas (San Martiño),
https://database.factgrid.de/entity/Q347198,"Dornelas, Mos",
https://database.factgrid.de/entity/Q347199,"Doroña, Vilarmaior",
https://database.factgrid.de/entity/Q347200,"Dorra, Antas de Ulla",
https://database.factgrid.de/entity/Q347201,"Dorrón, Sanxenxo",
https://database.factgrid.de/entity/Q347202,Dos Aguas,
https://database.factgrid.de/entity/Q347203,Dos Hermanas,
https://database.factgrid.de/entity/Q347204,Dos Torres,
https://database.factgrid.de/entity/Q347205,Dosbarrios,
https://database.factgrid.de/entity/Q347206,"Doso, Narón",
https://database.factgrid.de/entity/Q347207,Dosrius,
https://database.factgrid.de/entity/Q347208,Dozón,
https://database.factgrid.de/entity/Q347209,Dozón,
https://database.factgrid.de/entity/Q347210,Drada,
https://database.factgrid.de/entity/Q347211,"Drados, Chandrexa de Queixa",
https://database.factgrid.de/entity/Q347212,Driebes,
https://database.factgrid.de/entity/Q347213,"Duancos, Castro de Rei",
https://database.factgrid.de/entity/Q347214,"Duarría, Castro de Rei",
https://database.factgrid.de/entity/Q347215,"Dúas Igrexas, Forcarei",
https://database.factgrid.de/entity/Q347216,Dúdar,
https://database.factgrid.de/entity/Q347217,Dueñas,
https://database.factgrid.de/entity/Q347218,Duesaigües,
https://database.factgrid.de/entity/Q347219,"Duio, Fisterra",
https://database.factgrid.de/entity/Q347221,Dumbría,
https://database.factgrid.de/entity/Q347220,"Dumbría, Dumbría",
https://database.factgrid.de/entity/Q347222,Dumpín,
https://database.factgrid.de/entity/Q347223,"Duomes de Abaixo, Sanamede do Monte, A Baña",
https://database.factgrid.de/entity/Q347224,Durango,
https://database.factgrid.de/entity/Q347225,Dúrcal,
https://database.factgrid.de/entity/Q347226,Durón,
https://database.factgrid.de/entity/Q347228,Duruelo,
https://database.factgrid.de/entity/Q347227,Duruelo de la Sierra,
https://database.factgrid.de/entity/Q347229,Dusfort,
https://database.factgrid.de/entity/Q347230,"Duxame, Vila de Cruces",
https://database.factgrid.de/entity/Q347231,Ea,
https://database.factgrid.de/entity/Q347232,Echarri,
https://database.factgrid.de/entity/Q84428,Écija,
https://database.factgrid.de/entity/Q347233,Egileta,
https://database.factgrid.de/entity/Q347234,Eguarats/Eguaras,
https://database.factgrid.de/entity/Q347235,Egüés,
https://database.factgrid.de/entity/Q347236,Egüés,
https://database.factgrid.de/entity/Q347237,Eibar,
https://database.factgrid.de/entity/Q347238,"Eidián, Agolada",
https://database.factgrid.de/entity/Q347239,Eilale,
https://database.factgrid.de/entity/Q347240,Eilao,
https://database.factgrid.de/entity/Q347241,Eilao,
https://database.factgrid.de/entity/Q347242,"Eiras, San Amaro",
https://database.factgrid.de/entity/Q347243,"Eiré, Pantón",
https://database.factgrid.de/entity/Q347244,"Eirexa, Virís, Begonte",
https://database.factgrid.de/entity/Q347245,"Eirexafeita, O Saviñao",
https://database.factgrid.de/entity/Q347246,Eirexalba (Santo Estevo),
https://database.factgrid.de/entity/Q347247,Eirías,
https://database.factgrid.de/entity/Q347248,Eixón,
https://database.factgrid.de/entity/Q347249,Ejea de los Caballeros,
https://database.factgrid.de/entity/Q347250,Éjeme,
https://database.factgrid.de/entity/Q347251,Ejulve,
https://database.factgrid.de/entity/Q347252,El Acebrón,
https://database.factgrid.de/entity/Q347253,El Ajo,
https://database.factgrid.de/entity/Q347254,El Álamo,
https://database.factgrid.de/entity/Q347255,El Albujón,
https://database.factgrid.de/entity/Q347256,El Algar,
https://database.factgrid.de/entity/Q347257,El Almendro,
https://database.factgrid.de/entity/Q347258,El Almiñé,
https://database.factgrid.de/entity/Q347259,El Alquián,
https://database.factgrid.de/entity/Q347260,El Arco,
https://database.factgrid.de/entity/Q347261,El Arenal,
https://database.factgrid.de/entity/Q347262,El Arne,
https://database.factgrid.de/entity/Q347263,El Astillero,
https://database.factgrid.de/entity/Q347264,El Atance,
https://database.factgrid.de/entity/Q347265,El Atazar,
https://database.factgrid.de/entity/Q347266,El Ballestero,
https://database.factgrid.de/entity/Q347267,El Barco de Ávila,
https://database.factgrid.de/entity/Q347268,El Barraco,
https://database.factgrid.de/entity/Q347269,El Barrio,
https://database.factgrid.de/entity/Q347270,"El Beal, Cartagena",
https://database.factgrid.de/entity/Q347271,El Bellotar,
https://database.factgrid.de/entity/Q347272,El Bercial,
https://database.factgrid.de/entity/Q347273,El Berrueco,
https://database.factgrid.de/entity/Q347274,El Bodón,
https://database.factgrid.de/entity/Q347275,El Bohodón,
https://database.factgrid.de/entity/Q347276,El Bonillo,
https://database.factgrid.de/entity/Q347277,El Borge,
https://database.factgrid.de/entity/Q347278,"El Bosque, Cádiz",
https://database.factgrid.de/entity/Q347279,"El Boticario, Loma Cabrera y los Cortijillos",
https://database.factgrid.de/entity/Q347280,El Bruc,
https://database.factgrid.de/entity/Q347281,El Brull,
https://database.factgrid.de/entity/Q347285,El Burgo,
https://database.factgrid.de/entity/Q347282,El Burgo de Ebro,
https://database.factgrid.de/entity/Q347283,El Burgo de Osma-Ciudad de Osma,
https://database.factgrid.de/entity/Q347284,El Burgo Ranero,
https://database.factgrid.de/entity/Q347286,El Buste,
https://database.factgrid.de/entity/Q347287,El Bustiu,
https://database.factgrid.de/entity/Q347288,El Busto,
https://database.factgrid.de/entity/Q347289,El Cabaco,
https://database.factgrid.de/entity/Q347290,El Callejo,
https://database.factgrid.de/entity/Q347291,El Campello,
https://database.factgrid.de/entity/Q347294,El Campillo,
https://database.factgrid.de/entity/Q347293,El Campillo,
https://database.factgrid.de/entity/Q347292,El Campillo de la Jara,
https://database.factgrid.de/entity/Q347295,El Campo de Peñaranda,
https://database.factgrid.de/entity/Q347296,El Campu,
https://database.factgrid.de/entity/Q347297,El Cañarico,
https://database.factgrid.de/entity/Q347298,El Cañavate,
https://database.factgrid.de/entity/Q347299,El Cantiquín,
https://database.factgrid.de/entity/Q347300,El Cantu,
https://database.factgrid.de/entity/Q347301,El Cardoso de la Sierra,
https://database.factgrid.de/entity/Q347303,El Carpio,
https://database.factgrid.de/entity/Q347302,El Carpio de Tajo,
https://database.factgrid.de/entity/Q347304,El Carrascalejo,
https://database.factgrid.de/entity/Q347306,El Casar,
https://database.factgrid.de/entity/Q347305,El Casar de Escalona,
https://database.factgrid.de/entity/Q347307,El Castell de Guadalest,
https://database.factgrid.de/entity/Q347308,El Castellar,
https://database.factgrid.de/entity/Q347309,El Castillo de las Guardas,
https://database.factgrid.de/entity/Q347310,El Castro y Laballos,
https://database.factgrid.de/entity/Q347311,El Catllar,
https://database.factgrid.de/entity/Q347313,El Cerro,
https://database.factgrid.de/entity/Q347312,El Cerro de Andévalo,
https://database.factgrid.de/entity/Q347314,El Cogul,
https://database.factgrid.de/entity/Q347315,El Collado,
https://database.factgrid.de/entity/Q347316,El Condao,
https://database.factgrid.de/entity/Q347317,El Coronil,
https://database.factgrid.de/entity/Q347318,El Cortaficio,
https://database.factgrid.de/entity/Q347319,El Cortín,
https://database.factgrid.de/entity/Q347320,El Coto,
https://database.factgrid.de/entity/Q347321,El Couso,
https://database.factgrid.de/entity/Q347322,El Cuadrón,
https://database.factgrid.de/entity/Q347323,El Cubillo de Uceda,
https://database.factgrid.de/entity/Q347324,El Cubo de Don Sancho,
https://database.factgrid.de/entity/Q347325,El Cubo de Tierra del Vino,
https://database.factgrid.de/entity/Q347327,El Cuervo,
https://database.factgrid.de/entity/Q347326,El Cuervo de Lebrija,
https://database.factgrid.de/entity/Q347328,El Cuto,
https://database.factgrid.de/entity/Q347329,El Ejido,
https://database.factgrid.de/entity/Q347330,El Escorial,
https://database.factgrid.de/entity/Q347332,El Espinar,
https://database.factgrid.de/entity/Q347331,"El Espinar, Guadalajara",
https://database.factgrid.de/entity/Q347333,El Espino,
https://database.factgrid.de/entity/Q347334,El Fabal,
https://database.factgrid.de/entity/Q347335,El Far d'Empordà,
https://database.factgrid.de/entity/Q347336,El Fondó de les Neus,
https://database.factgrid.de/entity/Q347337,El Frago,
https://database.factgrid.de/entity/Q347338,El Franco,
https://database.factgrid.de/entity/Q347339,El Frasno,
https://database.factgrid.de/entity/Q347340,El Fresno,
https://database.factgrid.de/entity/Q347341,El Fresno,
https://database.factgrid.de/entity/Q347342,El Garrobo,
https://database.factgrid.de/entity/Q347343,El Gasco,
https://database.factgrid.de/entity/Q347344,El Gastor,
https://database.factgrid.de/entity/Q347345,El Genovés,
https://database.factgrid.de/entity/Q347346,"El Gordo, Cáceres",
https://database.factgrid.de/entity/Q347347,El Grado,
https://database.factgrid.de/entity/Q347348,El Granado,
https://database.factgrid.de/entity/Q347349,El Guijo,
https://database.factgrid.de/entity/Q347350,El Hacho,
https://database.factgrid.de/entity/Q347351,El Herrumblar,
https://database.factgrid.de/entity/Q347352,El Hito,
https://database.factgrid.de/entity/Q347353,El Hondón,
https://database.factgrid.de/entity/Q347354,El Hornillo,
https://database.factgrid.de/entity/Q347355,El Hoyo de Pinares,
https://database.factgrid.de/entity/Q347356,El Lloar,
https://database.factgrid.de/entity/Q347357,El Losar del Barco,
https://database.factgrid.de/entity/Q347358,El Maderal,
https://database.factgrid.de/entity/Q347359,El Madroño,
https://database.factgrid.de/entity/Q347360,El Maíllo,
https://database.factgrid.de/entity/Q347361,El Manzano,
https://database.factgrid.de/entity/Q347362,El Masnou,
https://database.factgrid.de/entity/Q347363,El Masroig,
https://database.factgrid.de/entity/Q347364,El Mazo de Mon,
https://database.factgrid.de/entity/Q347365,El Mazo de Riodecabalos,
https://database.factgrid.de/entity/Q347366,El Mazonovo,
https://database.factgrid.de/entity/Q347367,El Mejorito,
https://database.factgrid.de/entity/Q347368,El Milà,
https://database.factgrid.de/entity/Q347369,El Milano,
https://database.factgrid.de/entity/Q347370,El Mirón,
https://database.factgrid.de/entity/Q347372,El Molar,
https://database.factgrid.de/entity/Q347371,El Molar,
https://database.factgrid.de/entity/Q347373,El Molín da Cova,
https://database.factgrid.de/entity/Q347374,El Molín de Vitos,
https://database.factgrid.de/entity/Q347375,El Monte (A Roda),
https://database.factgrid.de/entity/Q347376,El Montmell,
https://database.factgrid.de/entity/Q347377,El Moral,
https://database.factgrid.de/entity/Q347378,El Morche,
https://database.factgrid.de/entity/Q347379,El Morell,
https://database.factgrid.de/entity/Q347380,El Muyo,
https://database.factgrid.de/entity/Q347381,El Negredo,
https://database.factgrid.de/entity/Q347382,El Olivar,
https://database.factgrid.de/entity/Q347383,El Ordial,
https://database.factgrid.de/entity/Q347384,"El Oso, Ávila",
https://database.factgrid.de/entity/Q347385,El Padul,
https://database.factgrid.de/entity/Q347386,El Palau d'Anglesola,
https://database.factgrid.de/entity/Q347387,El Palmar de Troya,
https://database.factgrid.de/entity/Q347388,El Palomar,
https://database.factgrid.de/entity/Q347389,el Papiol,
https://database.factgrid.de/entity/Q347390,El Pardo,
https://database.factgrid.de/entity/Q347391,El Parral,
https://database.factgrid.de/entity/Q347392,El Paso,
https://database.factgrid.de/entity/Q347393,El Payo,
https://database.factgrid.de/entity/Q347394,El Pedernoso,
https://database.factgrid.de/entity/Q347395,El Pedregal,
https://database.factgrid.de/entity/Q347396,El Pedregal,
https://database.factgrid.de/entity/Q347398,El Pedroso,
https://database.factgrid.de/entity/Q347397,El Pedroso de la Armuña,
https://database.factgrid.de/entity/Q347399,El Pedrosu (San Antoniu),
https://database.factgrid.de/entity/Q347400,El Pego,
https://database.factgrid.de/entity/Q347401,El Peral,
https://database.factgrid.de/entity/Q347402,El Perdigón,
https://database.factgrid.de/entity/Q347403,El Perelló,
https://database.factgrid.de/entity/Q347404,El Picayu,
https://database.factgrid.de/entity/Q347405,El Picazo,
https://database.factgrid.de/entity/Q347406,El Pieloro,
https://database.factgrid.de/entity/Q347407,El Pinar,
https://database.factgrid.de/entity/Q347408,El Pinar,
https://database.factgrid.de/entity/Q347409,El Pinell de Brai,
https://database.factgrid.de/entity/Q347410,El Piñero,
https://database.factgrid.de/entity/Q347412,El Pino,
https://database.factgrid.de/entity/Q347411,El Pino de Tormes,
https://database.factgrid.de/entity/Q347413,El Pla de Santa Maria,
https://database.factgrid.de/entity/Q347414,El Pla del Penedès,
https://database.factgrid.de/entity/Q347415,"El Plan, Cartagena",
https://database.factgrid.de/entity/Q347416,El Poal,
https://database.factgrid.de/entity/Q347418,El Pobo,
https://database.factgrid.de/entity/Q347417,El Pobo de Dueñas,
https://database.factgrid.de/entity/Q347419,El Pont d'Alentorn,
https://database.factgrid.de/entity/Q347420,El Pont d'Armentera,
https://database.factgrid.de/entity/Q347421,El Pont de Bar,
https://database.factgrid.de/entity/Q347422,El Pont de Suert,
https://database.factgrid.de/entity/Q347423,El Pont de Vilomara i Rocafort,
https://database.factgrid.de/entity/Q347424,El Port de la Selva,
https://database.factgrid.de/entity/Q347425,El Poyo del Cid,
https://database.factgrid.de/entity/Q347426,El Pozón,
https://database.factgrid.de/entity/Q347427,El Pozuelo,
https://database.factgrid.de/entity/Q347428,El Prat de Llobregat,
https://database.factgrid.de/entity/Q347429,El Provencio,
https://database.factgrid.de/entity/Q347430,El Puente del Arzobispo,
https://database.factgrid.de/entity/Q347432,El Puerto,
https://database.factgrid.de/entity/Q347431,El Puerto de Santa María,
https://database.factgrid.de/entity/Q347433,El Pueyo de Araguás,
https://database.factgrid.de/entity/Q347434,el Puig de Santa Maria,
https://database.factgrid.de/entity/Q347435,El Puntal,
https://database.factgrid.de/entity/Q347436,El Raal,
https://database.factgrid.de/entity/Q347437,El Rabote,
https://database.factgrid.de/entity/Q347438,El Ràfol d'Almúnia,
https://database.factgrid.de/entity/Q347439,El Ràfol de Salem,
https://database.factgrid.de/entity/Q347440,El Ral,
https://database.factgrid.de/entity/Q347441,El Rasillo de Cameros,
https://database.factgrid.de/entity/Q347442,El Raso,
https://database.factgrid.de/entity/Q347443,El Real de Gandia,
https://database.factgrid.de/entity/Q347444,El Real de la Jara,
https://database.factgrid.de/entity/Q347445,El Real de San Vicente,
https://database.factgrid.de/entity/Q347446,El Rebollar,
https://database.factgrid.de/entity/Q347447,El Recuenco,
https://database.factgrid.de/entity/Q347448,El Redal,
https://database.factgrid.de/entity/Q347449,El Remediu,
https://database.factgrid.de/entity/Q347451,El Río,
https://database.factgrid.de/entity/Q347450,El Río (Vilanova),
https://database.factgrid.de/entity/Q347452,El Robledo,
https://database.factgrid.de/entity/Q347453,El Rodical,
https://database.factgrid.de/entity/Q347454,El Romeral,
https://database.factgrid.de/entity/Q347455,El Ronquillo,
https://database.factgrid.de/entity/Q347456,"El Rosario, Tenerife",
https://database.factgrid.de/entity/Q347457,El Rourell,
https://database.factgrid.de/entity/Q347458,El Royo,
https://database.factgrid.de/entity/Q347459,El Rubio,
https://database.factgrid.de/entity/Q347460,El Sahugo,
https://database.factgrid.de/entity/Q347461,El Salto,
https://database.factgrid.de/entity/Q347462,El Saucejo,
https://database.factgrid.de/entity/Q347463,El Sauzal,
https://database.factgrid.de/entity/Q347464,El Serredo,
https://database.factgrid.de/entity/Q347465,El Soleràs,
https://database.factgrid.de/entity/Q347466,El Sotillo,
https://database.factgrid.de/entity/Q347467,El Soto (Ávila),
https://database.factgrid.de/entity/Q347468,El Sualleiro,
https://database.factgrid.de/entity/Q347469,El Talladell,
https://database.factgrid.de/entity/Q347470,El Tanque,
https://database.factgrid.de/entity/Q347471,El Tarròs,
https://database.factgrid.de/entity/Q347472,El Tejado,
https://database.factgrid.de/entity/Q347473,El Tiemblo,
https://database.factgrid.de/entity/Q347474,El Toboso,
https://database.factgrid.de/entity/Q347475,El Tornadizo,
https://database.factgrid.de/entity/Q347476,El Torno,
https://database.factgrid.de/entity/Q347478,El Toro,
https://database.factgrid.de/entity/Q347477,El toro de Meixigo,
https://database.factgrid.de/entity/Q347479,el Tossal de les Forques,
https://database.factgrid.de/entity/Q347480,El Toucedo,
https://database.factgrid.de/entity/Q347484,El Valle,
https://database.factgrid.de/entity/Q347485,El Valle,
https://database.factgrid.de/entity/Q347486,El Valle,
https://database.factgrid.de/entity/Q347481,El Valle (Folgoso de la Ribera),
https://database.factgrid.de/entity/Q347482,El Valle de Altomira,
https://database.factgrid.de/entity/Q347483,El Valle de San Agustín,
https://database.factgrid.de/entity/Q347487,El Vallecillo,
https://database.factgrid.de/entity/Q347488,El Vellón,
https://database.factgrid.de/entity/Q347489,El Vendrell,
https://database.factgrid.de/entity/Q347490,El Verger,
https://database.factgrid.de/entity/Q347492,El Vilar,
https://database.factgrid.de/entity/Q347491,El Vilar de Buspol,
https://database.factgrid.de/entity/Q347493,El Villar de Arnedo,
https://database.factgrid.de/entity/Q347494,El Vilosell,
https://database.factgrid.de/entity/Q347497,El Viso,
https://database.factgrid.de/entity/Q347495,El Viso de San Juan,
https://database.factgrid.de/entity/Q347496,El Viso del Alcor,
https://database.factgrid.de/entity/Q347498,Elantxobe,
https://database.factgrid.de/entity/Q347499,Elburgo/Burgelu,
https://database.factgrid.de/entity/Q84565,Elche,
https://database.factgrid.de/entity/Q347500,Elche de la Sierra,
https://database.factgrid.de/entity/Q347501,Elciego,
https://database.factgrid.de/entity/Q347502,Elda,
https://database.factgrid.de/entity/Q347503,Elduain,
https://database.factgrid.de/entity/Q347504,Elgeta,
https://database.factgrid.de/entity/Q347505,Elgoibar,
https://database.factgrid.de/entity/Q347506,Elgorriaga,
https://database.factgrid.de/entity/Q347507,Eljas,
https://database.factgrid.de/entity/Q347508,Elo/Monreal,
https://database.factgrid.de/entity/Q347509,Elorrio,
https://database.factgrid.de/entity/Q347510,Els Alamús,
https://database.factgrid.de/entity/Q347511,Els Garidells,
https://database.factgrid.de/entity/Q347512,Els Guiamets,
https://database.factgrid.de/entity/Q347513,Els Hostalets de Pierola,
https://database.factgrid.de/entity/Q347514,Els Masos de Tamúrcia,
https://database.factgrid.de/entity/Q347515,Els Omellons,
https://database.factgrid.de/entity/Q347516,Els Omells de na Gaia,
https://database.factgrid.de/entity/Q347517,Els Pallaresos,
https://database.factgrid.de/entity/Q347518,Els Plans de Sió,
https://database.factgrid.de/entity/Q347519,Els Poblets,
https://database.factgrid.de/entity/Q347520,Els Prats de Rei,
https://database.factgrid.de/entity/Q347521,Els Torms,
https://database.factgrid.de/entity/Q347522,Elvillar/Bilar,
https://database.factgrid.de/entity/Q347523,Elviña (San Vicenzo),
https://database.factgrid.de/entity/Q347525,Embid,
https://database.factgrid.de/entity/Q347524,Embid de Ariza,
https://database.factgrid.de/entity/Q347526,Emperador,
https://database.factgrid.de/entity/Q347527,Encina de San Silvestre,
https://database.factgrid.de/entity/Q347528,Encinacorba,
https://database.factgrid.de/entity/Q347533,Encinas,
https://database.factgrid.de/entity/Q347529,Encinas de Abajo,
https://database.factgrid.de/entity/Q347530,Encinas de Arriba,
https://database.factgrid.de/entity/Q347531,Encinas de Esgueva,
https://database.factgrid.de/entity/Q347532,Encinas Reales,
https://database.factgrid.de/entity/Q347535,Encinasola,
https://database.factgrid.de/entity/Q347534,Encinasola de los Comendadores,
https://database.factgrid.de/entity/Q347536,Encinedo,
https://database.factgrid.de/entity/Q347537,Encinillas,
https://database.factgrid.de/entity/Q347538,Encío,
https://database.factgrid.de/entity/Q347539,"Enciso, La Rioja",
https://database.factgrid.de/entity/Q347540,Endriga,
https://database.factgrid.de/entity/Q347541,Endrinal,
https://database.factgrid.de/entity/Q347542,Enériz/Eneritz,
https://database.factgrid.de/entity/Q347543,Enguera,
https://database.factgrid.de/entity/Q347544,Enguídanos,
https://database.factgrid.de/entity/Q347545,Enix,
https://database.factgrid.de/entity/Q347546,"Enquerentes, Touro",
https://database.factgrid.de/entity/Q347547,"Entenza, Salceda de Caselas",
https://database.factgrid.de/entity/Q347548,"Entíns, Outes",
https://database.factgrid.de/entity/Q347549,"Éntoma, O Barco de Valdeorras",
https://database.factgrid.de/entity/Q347550,Entorcisa,
https://database.factgrid.de/entity/Q347551,Entragu,
https://database.factgrid.de/entity/Q347552,Entrala,
https://database.factgrid.de/entity/Q347553,Entrambasaguas,
https://database.factgrid.de/entity/Q347554,"Entrambasaugas, Guntín",
https://database.factgrid.de/entity/Q347555,"Entrambosríos, A Merca",
https://database.factgrid.de/entity/Q347556,Entrecruces,
https://database.factgrid.de/entity/Q347557,Entrena,
https://database.factgrid.de/entity/Q347558,Entreviñas,
https://database.factgrid.de/entity/Q347559,Entreviñas,
https://database.factgrid.de/entity/Q347560,Entrialgo,
https://database.factgrid.de/entity/Q347562,Entrimo,
https://database.factgrid.de/entity/Q347561,"Entrimo, Entrimo",
https://database.factgrid.de/entity/Q347563,Entrín Bajo,
https://database.factgrid.de/entity/Q347564,Enxames (San Xoán),
https://database.factgrid.de/entity/Q347565,Épila,
https://database.factgrid.de/entity/Q347567,Era,
https://database.factgrid.de/entity/Q347566,Era Alta,
https://database.factgrid.de/entity/Q347568,Erandio,
https://database.factgrid.de/entity/Q347569,Eratsun,
https://database.factgrid.de/entity/Q347570,"Erbecedo, Coristanco",
https://database.factgrid.de/entity/Q347571,"Erbedeiro, Carballedo",
https://database.factgrid.de/entity/Q347572,"Erboedo, A Laracha",
https://database.factgrid.de/entity/Q347573,Ereño,
https://database.factgrid.de/entity/Q347574,Ergoiena,
https://database.factgrid.de/entity/Q347575,Erías,
https://database.factgrid.de/entity/Q347576,Erice (Iza),
https://database.factgrid.de/entity/Q347577,Eritzegoiti/Erice,
https://database.factgrid.de/entity/Q347578,Erla,
https://database.factgrid.de/entity/Q347579,"Ermedelo, Rois",
https://database.factgrid.de/entity/Q347580,"Ermelo, Bueu",
https://database.factgrid.de/entity/Q347581,Ermua,
https://database.factgrid.de/entity/Q347582,Errazkin,
https://database.factgrid.de/entity/Q347583,Errenteria,
https://database.factgrid.de/entity/Q347584,Errezil,
https://database.factgrid.de/entity/Q347585,Errigoiti,
https://database.factgrid.de/entity/Q347586,"Erro, Navarre",
https://database.factgrid.de/entity/Q347587,Erustes,
https://database.factgrid.de/entity/Q347588,"Erviñou, Val do Dubra",
https://database.factgrid.de/entity/Q347589,Es Bòrdes,
https://database.factgrid.de/entity/Q347590,Es Castell,
https://database.factgrid.de/entity/Q347591,Es Mercadal,
https://database.factgrid.de/entity/Q347592,Es Migjorn Gran,
https://database.factgrid.de/entity/Q347593,Escacena del Campo,
https://database.factgrid.de/entity/Q347594,Escalante,
https://database.factgrid.de/entity/Q347595,Escalera (Guadalajara),
https://database.factgrid.de/entity/Q347597,Escalona,
https://database.factgrid.de/entity/Q347596,Escalona del Prado,
https://database.factgrid.de/entity/Q347598,Escalonilla,
https://database.factgrid.de/entity/Q347599,"Escamelada, Freixo, A Fonsagrada",
https://database.factgrid.de/entity/Q347600,Escamilla,
https://database.factgrid.de/entity/Q347601,Escanlares,
https://database.factgrid.de/entity/Q347602,Escañuela,
https://database.factgrid.de/entity/Q347603,Escarabajosa de Cabezas,
https://database.factgrid.de/entity/Q347604,Escariche,
https://database.factgrid.de/entity/Q347605,Escatrón,
https://database.factgrid.de/entity/Q347606,Esclanyà,
https://database.factgrid.de/entity/Q347607,Escobar de Campos,
https://database.factgrid.de/entity/Q347608,Escobar de Polendos,
https://database.factgrid.de/entity/Q347609,Escobosa de Almazán,
https://database.factgrid.de/entity/Q347610,Escombreras,
https://database.factgrid.de/entity/Q347611,Escopete,
https://database.factgrid.de/entity/Q347612,Escorca,
https://database.factgrid.de/entity/Q347613,Escoredo,
https://database.factgrid.de/entity/Q347614,Escorihuela,
https://database.factgrid.de/entity/Q347615,Escoureda (Santa María),
https://database.factgrid.de/entity/Q347616,"Escuadra, A Lama",
https://database.factgrid.de/entity/Q347617,"Escuadro, Silleda",
https://database.factgrid.de/entity/Q347618,Escucha,
https://database.factgrid.de/entity/Q347619,Escucha,
https://database.factgrid.de/entity/Q347620,"Escudeiros, Ramirás",
https://database.factgrid.de/entity/Q347622,Escurial,
https://database.factgrid.de/entity/Q347621,Escurial de la Sierra,
https://database.factgrid.de/entity/Q347623,Escúzar,
https://database.factgrid.de/entity/Q347625,Esgos,
https://database.factgrid.de/entity/Q347624,"Esgos, Esgos",
https://database.factgrid.de/entity/Q347626,Esguevillas de Esgueva,
https://database.factgrid.de/entity/Q347627,Eskoriatza,
https://database.factgrid.de/entity/Q347628,Eslava,
https://database.factgrid.de/entity/Q347629,Eslida,
https://database.factgrid.de/entity/Q347630,"Esmelle, Ferrol",
https://database.factgrid.de/entity/Q347631,"Esmeriz, Chantada",
https://database.factgrid.de/entity/Q347632,"Esmoriz, Chantada",
https://database.factgrid.de/entity/Q347633,Espadaña,
https://database.factgrid.de/entity/Q347634,Espadañedo,
https://database.factgrid.de/entity/Q347635,Espadilla,
https://database.factgrid.de/entity/Q347636,Espanillo,
https://database.factgrid.de/entity/Q347639,Esparragal,
https://database.factgrid.de/entity/Q347637,Esparragal,
https://database.factgrid.de/entity/Q347638,Esparragal,
https://database.factgrid.de/entity/Q347640,Esparragalejo,
https://database.factgrid.de/entity/Q347641,Esparragosa de la Serena,
https://database.factgrid.de/entity/Q347642,Esparragosa de Lares,
https://database.factgrid.de/entity/Q347643,Esparreguera,
https://database.factgrid.de/entity/Q347644,Espartinas,
https://database.factgrid.de/entity/Q347645,Esparza de Salazar/Espartza Zaraitzu,
https://database.factgrid.de/entity/Q347648,Espasande,
https://database.factgrid.de/entity/Q347646,Espasande de Baixo (Santa María),
https://database.factgrid.de/entity/Q347647,"Espasande, Castroverde",
https://database.factgrid.de/entity/Q347649,"Espasante, Ortigueira",
https://database.factgrid.de/entity/Q347650,"Espasantes, Pantón",
https://database.factgrid.de/entity/Q347652,Espeja,
https://database.factgrid.de/entity/Q347651,Espeja de San Marcelino,
https://database.factgrid.de/entity/Q347653,"Espejo, Spain",
https://database.factgrid.de/entity/Q347654,Espejón,
https://database.factgrid.de/entity/Q347655,Espejón,
https://database.factgrid.de/entity/Q347656,Espeluy,
https://database.factgrid.de/entity/Q347657,Espera,
https://database.factgrid.de/entity/Q347658,Esperante (Santalla),
https://database.factgrid.de/entity/Q347659,"Esperante, Agolada",
https://database.factgrid.de/entity/Q347660,"Esperante, Folgoso do Courel",
https://database.factgrid.de/entity/Q347661,"Esperante, Taboada",
https://database.factgrid.de/entity/Q347662,Espés,
https://database.factgrid.de/entity/Q347663,Espiel,
https://database.factgrid.de/entity/Q347664,Espinaredo,
https://database.factgrid.de/entity/Q347665,Espiñaredo,
https://database.factgrid.de/entity/Q347666,"Espiñeira, O Irixo",
https://database.factgrid.de/entity/Q347667,Espinelves,
https://database.factgrid.de/entity/Q347668,Espiño (San Vicenzo),
https://database.factgrid.de/entity/Q347669,Espino de la Orbada,
https://database.factgrid.de/entity/Q347670,Espino de los Doctores,
https://database.factgrid.de/entity/Q347671,Espinosa de Almanza,
https://database.factgrid.de/entity/Q347672,Espinosa de Cerrato,
https://database.factgrid.de/entity/Q347673,Espinosa de Cervera,
https://database.factgrid.de/entity/Q347674,Espinosa de Henares,
https://database.factgrid.de/entity/Q347675,Espinosa de los Caballeros,
https://database.factgrid.de/entity/Q347676,Espinosa de los Monteros,
https://database.factgrid.de/entity/Q347677,Espinosa de los Monteros,
https://database.factgrid.de/entity/Q347678,Espinosa de Villagonzalo,
https://database.factgrid.de/entity/Q347679,Espinosa del Camino,
https://database.factgrid.de/entity/Q347680,Espinoso del Rey,
https://database.factgrid.de/entity/Q347681,"Espiñoso, Cartelle",
https://database.factgrid.de/entity/Q347682,Espirdo,
https://database.factgrid.de/entity/Q347683,Esplegares,
https://database.factgrid.de/entity/Q347684,Esplugues de Llobregat,
